ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-24,3,24.280,BUF,@,HOU,W 47-41,,1,63,63.00,1,,,0,0,,0,0,0,,0,1,6
2,1989,1989-10-01,4,24.287,BUF,,NWE,W 31-10,,0,0,,0,,,,,,,0,0,,0,,
3,1989,1989-10-08,5,24.294,BUF,@,IND,L 14-37,,4,67,16.75,0,,,0,0,,0,0,0,,0,0,0
4,1989,1989-10-16,6,24.302,BUF,,RAM,W 23-20,,0,0,,0,,,,,,,0,0,,0,,
5,1989,1989-10-22,7,24.308,BUF,,NYJ,W 34-3,,0,0,,0,,,,,,,0,0,,0,,
6,1989,1989-10-29,8,24.315,BUF,,MIA,W 31-17,,1,63,63.00,1,,,0,0,,0,1,21,21.00,0,1,6
7,1989,1989-11-05,9,24.322,BUF,@,ATL,L 28-30,,1,5,5.00,0,,,0,0,,0,4,125,31.25,0,0,0
8,1989,1989-11-12,10,24.329,BUF,,IND,W 30-7,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
9,1989,1989-11-19,11,24.336,BUF,@,NWE,L 24-33,,4,49,12.25,0,,,0,0,,0,5,83,16.60,0,0,0
10,1989,1989-11-26,12,24.343,BUF,,CIN,W 24-7,,1,10,10.00,0,,,0,0,,0,1,30,30.00,0,0,0
11,1989,1989-12-04,13,24.351,BUF,@,SEA,L 16-17,,0,0,,0,,,,,,,0,0,,0,,
12,1989,1989-12-10,14,24.357,BUF,,NOR,L 19-22,,1,8,8.00,0,,,0,0,,0,4,62,15.50,0,0,0
13,1989,1989-12-17,15,24.364,BUF,@,SFO,L 10-21,,3,40,13.33,0,,,0,0,,0,1,32,32.00,0,0,0
14,1989,1989-12-23,16,25.005,BUF,@,NYJ,W 37-0,,0,0,,0,,,,,,,0,0,,0,,
15,1990,1990-09-09,1,25.265,BUF,,IND,W 26-10,,0,0,,0,,,0,0,,0,1,13,13.00,0,0,0
16,1990,1990-09-16,2,25.272,BUF,@,MIA,L 7-30,,1,6,6.00,0,,,0,0,,0,2,46,23.00,0,0,0
17,1990,1990-10-21,6,25.307,BUF,,NYJ,W 30-27,,0,0,,0,,,0,0,,0,2,42,21.00,0,0,0
18,1990,1990-10-28,7,25.314,BUF,@,NWE,W 27-10,,1,11,11.00,0,,,0,0,,0,1,18,18.00,0,0,0
19,1990,1990-11-04,8,25.321,BUF,@,CLE,W 42-0,,0,0,,0,,,0,0,,0,0,0,,0,0,
20,1990,1990-11-11,9,25.328,BUF,,PHO,W 45-14,,2,60,30.00,1,,,0,0,,0,0,0,,0,1,6
21,1990,1990-11-18,10,25.335,BUF,,NWE,W 14-0,,0,0,,0,,,1,23,23.00,0,0,0,,0,0,0
22,1990,1990-11-26,11,25.343,BUF,@,HOU,L 24-27,,0,0,,0,,,0,0,,0,0,0,,0,0,
23,1990,1990-12-02,12,25.349,BUF,,PHI,W 30-23,,0,0,,0,,,0,0,,0,0,0,,0,0,
24,1990,1990-12-09,13,25.356,BUF,@,IND,W 31-7,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0
25,1990,1990-12-15,14,25.362,BUF,@,NYG,W 17-13,,3,56,18.67,0,,,0,0,,0,0,0,,0,0,0
26,1990,1990-12-23,15,26.005,BUF,,MIA,W 24-14,,3,74,24.67,0,,,0,0,,0,0,0,,0,0,0
27,1991,1991-09-01,1,26.257,BUF,,MIA,W 35-31,,5,55,11.00,0,,,0,0,,0,0,0,,0,0,0
28,1991,1991-09-08,2,26.264,BUF,,PIT,W 52-34,,10,112,11.20,4,,,0,0,,0,0,0,,0,4,24
29,1991,1991-09-15,3,26.271,BUF,@,NYJ,W 23-20,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
30,1991,1991-09-22,4,26.278,BUF,@,TAM,W 17-10,,5,76,15.20,0,,,0,0,,0,0,0,,0,0,0
31,1991,1991-09-29,5,26.285,BUF,,CHI,W 35-20,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0
32,1991,1991-10-07,6,26.293,BUF,@,KAN,L 6-33,,3,54,18.00,0,,,0,0,,0,1,21,21.00,0,0,0
33,1991,1991-10-13,7,26.299,BUF,,IND,W 42-6,,0,0,,0,,,0,0,,0,1,16,16.00,0,0,0
34,1991,1991-10-21,8,26.307,BUF,,CIN,W 35-16,,0,0,,0,,,,,,,0,0,,0,,
35,1991,1991-11-03,9,26.320,BUF,,NWE,W 22-17,,2,29,14.50,1,,,0,0,,0,3,47,15.67,0,1,6
36,1991,1991-11-10,10,26.327,BUF,@,GNB,W 34-24,,2,32,16.00,1,,,0,0,,0,2,37,18.50,0,1,6
37,1991,1991-11-18,11,26.335,BUF,@,MIA,W 41-27,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0
38,1992,1992-09-06,1,27.263,BUF,,RAM,W 40-7,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0
39,1992,1992-09-13,2,27.270,BUF,@,SFO,W 34-31,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0
40,1992,1992-10-26,7,27.313,BUF,@,NYJ,W 24-20,6,6,106,17.67,0,100.0%,17.67,1,-6,-6.00,0,0,0,,0,0,0
41,1992,1992-11-01,8,27.319,BUF,,NWE,W 16-7,4,2,26,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0
42,1992,1992-11-08,9,27.326,BUF,,PIT,W 28-20,9,8,101,12.63,0,88.9%,11.22,0,0,,0,0,0,,0,0,0
43,1992,1992-11-16,10,27.334,BUF,@,MIA,W 26-20,5,3,37,12.33,0,60.0%,7.40,0,0,,0,0,0,,0,0,0
44,1992,1992-11-22,11,27.340,BUF,,ATL,W 41-14,1,0,0,,0,0.0%,0.00,0,0,,0,,,,,0,
45,1992,1992-11-29,12,27.347,BUF,@,IND,L 13-16,8,4,110,27.50,1,50.0%,13.75,0,0,,0,0,0,,0,1,6
46,1992,1992-12-06,13,27.354,BUF,,NYJ,L 17-24,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0
47,1992,1992-12-12,14,27.360,BUF,,DEN,W 27-17,6,4,104,26.00,1,66.7%,17.33,0,0,,0,0,0,,0,1,6
48,1992,1992-12-20,15,28.002,BUF,@,NOR,W 20-16,7,3,38,12.67,0,42.9%,5.43,0,0,,0,0,0,,0,0,0
49,1992,1992-12-27,16,28.009,BUF,@,HOU,L 3-27,3,0,0,,0,0.0%,0.00,0,0,,0,,,,,0,
50,1993,1993-09-05,1,28.261,BUF,,NWE,W 38-14,3,0,0,,0,0.0%,0.00,,,,,0,0,,0,,
51,1993,1993-09-12,2,28.268,BUF,@,DAL,W 13-10,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0
52,1993,1993-09-26,3,28.282,BUF,,MIA,L 13-22,4,1,24,24.00,0,25.0%,6.00,0,0,,0,0,0,,0,0,0
53,1993,1993-10-03,4,28.289,BUF,,NYG,W 17-14,3,1,22,22.00,0,33.3%,7.33,0,0,,0,0,0,,0,0,0
54,1993,1993-10-11,5,28.297,BUF,,HOU,W 35-7,8,3,61,20.33,1,37.5%,7.63,0,0,,0,0,0,,0,1,6
55,1993,1993-10-24,6,28.310,BUF,@,NYJ,W 19-10,8,4,58,14.50,0,50.0%,7.25,0,0,,0,0,0,,0,0,0
56,1993,1993-11-15,9,28.332,BUF,@,PIT,L 0-23,5,2,33,16.50,0,40.0%,6.60,0,0,,0,2,30,15.00,0,0,0
57,1993,1993-11-21,10,28.338,BUF,,IND,W 23-9,4,3,42,14.00,0,75.0%,10.50,0,0,,0,1,16,16.00,0,0,0
58,1993,1993-11-28,11,28.345,BUF,@,KAN,L 7-23,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0
59,1993,1993-12-05,12,28.352,BUF,,RAI,L 24-25,5,4,115,28.75,1,80.0%,23.00,0,0,,0,3,34,11.33,0,1,6
60,1993,1993-12-12,13,28.359,BUF,@,PHI,W 10-7,7,2,23,11.50,0,28.6%,3.29,0,0,,0,0,0,,0,0,0
61,1993,1993-12-19,14,29.001,BUF,@,MIA,W 47-34,5,3,49,16.33,1,60.0%,9.80,0,0,,0,2,41,20.50,0,1,6
62,1993,1993-12-26,15,29.008,BUF,,NYJ,W 16-14,1,1,8,8.00,0,100.0%,8.00,0,0,,0,1,20,20.00,0,0,0
63,1993,1994-01-02,16,29.015,BUF,@,IND,W 30-10,5,3,34,11.33,0,60.0%,6.80,0,0,,0,1,19,19.00,0,0,0
