ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2004,2004-09-12,1,23.319,BAL,@,CLE,L 3-20,,0,0,,0,0,0,0,,0,0.0%,,4,78,19.50,0,5,0,0.00,0,0,0
2,2004,2004-09-19,2,23.326,BAL,,PIT,W 30-13,,0,0,,0,0,0,0,,0,0.0%,,3,46,15.33,0,5,59,11.80,0,0,0
3,2004,2004-09-26,3,23.333,BAL,@,CIN,W 23-9,,1,8,8.00,0,0,0,0,,0,0.0%,,3,55,18.33,0,4,84,21.00,0,0,0
4,2004,2004-10-04,4,23.341,BAL,,KAN,L 24-27,,0,0,,0,1,0,0,,0,0.0%,0.00,6,183,30.50,0,2,67,33.50,1,1,6
5,2004,2004-10-10,5,23.347,BAL,@,WAS,W 17-10,*,0,0,,0,1,0,0,,0,0.0%,0.00,3,51,17.00,0,5,101,20.20,1,1,6
6,2004,2004-10-24,6,23.361,BAL,,BUF,W 20-6,,1,5,5.00,1,0,0,0,,0,0.0%,,3,61,20.33,0,1,2,2.00,0,1,6
7,2004,2004-10-31,7,24.002,BAL,@,PHI,L 10-15,,1,2,2.00,0,1,1,2,2.00,0,100.0%,2.00,2,42,21.00,0,3,18,6.00,0,0,0
8,2004,2004-11-07,8,24.009,BAL,,CLE,W 27-13,,0,0,,0,0,0,0,,0,0.0%,,4,61,15.25,0,4,33,8.25,0,0,0
9,2004,2004-11-14,9,24.016,BAL,@,NYJ,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,4,101,25.25,0,7,45,6.43,0,0,0
10,2004,2004-11-21,10,24.023,BAL,,DAL,W 30-10,,0,0,,0,0,0,0,,0,0.0%,,3,42,14.00,0,4,25,6.25,0,0,0
11,2004,2004-11-28,11,24.030,BAL,@,NWE,L 3-24,,0,0,,0,0,0,0,,0,0.0%,,6,106,17.67,0,3,32,10.67,0,0,0
12,2004,2004-12-05,12,24.037,BAL,,CIN,L 26-27,,0,0,,0,1,0,0,,0,0.0%,0.00,5,104,20.80,0,2,-4,-2.00,0,0,0
13,2004,2004-12-12,13,24.044,BAL,,NYG,W 37-14,,1,4,4.00,0,1,0,0,,0,0.0%,0.00,2,45,22.50,0,5,54,10.80,0,0,0
14,2004,2004-12-19,14,24.051,BAL,@,IND,L 10-20,,0,0,,0,0,0,0,,0,0.0%,,4,123,30.75,0,3,27,9.00,0,0,0
15,2004,2004-12-26,15,24.058,BAL,@,PIT,L 7-20,,0,0,,0,0,0,0,,0,0.0%,,3,75,25.00,0,0,0,,0,0,0
16,2004,2005-01-02,16,24.065,BAL,,MIA,W 30-23,,0,0,,0,0,0,0,,0,0.0%,,4,78,19.50,0,2,32,16.00,0,0,0
17,2005,2005-09-11,1,24.317,BAL,,IND,L 7-24,,0,0,,0,0,0,0,,0,0.0%,,3,68,22.67,0,3,51,17.00,0,0,0
18,2005,2005-09-18,2,24.324,BAL,@,TEN,L 10-25,,0,0,,0,0,0,0,,0,0.0%,,3,66,22.00,0,3,5,1.67,0,0,0
19,2005,2005-10-02,3,24.338,BAL,,NYJ,W 13-3,,0,0,,0,0,0,0,,0,0.0%,,2,52,26.00,0,4,56,14.00,0,0,0
20,2005,2005-10-09,4,24.345,BAL,@,DET,L 17-35,,0,0,,0,0,0,0,,0,0.0%,,5,96,19.20,0,3,24,8.00,0,0,0
21,2005,2005-10-16,5,24.352,BAL,,CLE,W 16-3,,0,0,,0,0,0,0,,0,0.0%,,1,7,7.00,0,3,74,24.67,0,0,0
22,2005,2005-10-23,6,24.359,BAL,@,CHI,L 6-10,,0,0,,0,0,0,0,,0,0.0%,,3,64,21.33,0,3,11,3.67,0,0,0
23,2005,2005-10-31,7,25.002,BAL,@,PIT,L 19-20,,0,0,,0,0,0,0,,0,0.0%,,4,75,18.75,0,1,10,10.00,0,0,0
24,2005,2005-11-06,8,25.008,BAL,,CIN,L 9-21,,0,0,,0,0,0,0,,0,0.0%,,4,105,26.25,0,1,-1,-1.00,0,0,0
25,2005,2005-11-13,9,25.015,BAL,@,JAX,L 3-30,,0,0,,0,0,0,0,,0,0.0%,,4,85,21.25,0,2,46,23.00,0,0,0
26,2005,2005-11-20,10,25.022,BAL,,PIT,W 16-13,,0,0,,0,0,0,0,,0,0.0%,,1,29,29.00,0,5,54,10.80,0,0,0
27,2005,2005-11-27,11,25.029,BAL,@,CIN,L 29-42,,0,0,,0,0,0,0,,0,0.0%,,8,145,18.13,0,2,18,9.00,0,0,0
28,2005,2005-12-04,12,25.036,BAL,,HOU,W 16-15,,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,1,0,0.00,0,0,0
29,2005,2005-12-11,13,25.043,BAL,@,DEN,L 10-12,,0,0,,0,0,0,0,,0,0.0%,,3,140,46.67,0,0,0,,0,0,0
30,2005,2005-12-19,14,25.051,BAL,,GNB,W 48-3,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,2,53,26.50,0,0,0
31,2006,2006-09-10,1,25.316,BAL,@,TAM,W 27-0,,0,0,,0,0,0,0,,0,0.0%,,1,18,18.00,0,4,57,14.25,0,0,0
32,2006,2006-09-17,2,25.323,BAL,,OAK,W 28-6,,0,0,,0,0,0,0,,0,0.0%,,4,163,40.75,0,1,16,16.00,0,0,0
33,2006,2006-09-24,3,25.330,BAL,@,CLE,W 15-14,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,5,29,5.80,0,0,0
34,2006,2006-10-01,4,25.337,BAL,,SDG,W 16-13,,0,0,,0,0,0,0,,0,0.0%,,4,97,24.25,0,1,17,17.00,0,0,0
35,2006,2006-10-09,5,25.345,BAL,@,DEN,L 3-13,,0,0,,0,0,0,0,,0,0.0%,,3,56,18.67,0,1,14,14.00,0,0,0
36,2006,2006-10-15,6,25.351,BAL,,CAR,L 21-23,,0,0,,0,0,0,0,,0,0.0%,,4,90,22.50,0,2,6,3.00,0,0,0
37,2006,2006-10-29,7,26.000,BAL,@,NOR,W 35-22,,0,0,,0,0,0,0,,0,0.0%,,2,44,22.00,0,2,11,5.50,0,0,0
38,2006,2006-11-05,8,26.007,BAL,,CIN,W 26-20,,0,0,,0,0,0,0,,0,0.0%,,2,49,24.50,0,3,19,6.33,0,0,0
39,2006,2006-11-12,9,26.014,BAL,@,TEN,W 27-26,,0,0,,0,0,0,0,,0,0.0%,,4,93,23.25,0,2,11,5.50,0,0,0
40,2006,2006-11-19,10,26.021,BAL,,ATL,W 24-10,,0,0,,0,0,0,0,,0,0.0%,,3,91,30.33,0,3,121,40.33,0,0,0
41,2006,2006-11-26,11,26.028,BAL,,PIT,W 27-0,,0,0,,0,0,0,0,,0,0.0%,,1,30,30.00,0,4,6,1.50,0,0,0
42,2006,2006-11-30,12,26.032,BAL,@,CIN,L 7-13,,0,0,,0,0,0,0,,0,0.0%,,2,41,20.50,0,1,0,0.00,0,0,0
43,2007,2007-09-10,1,26.316,BAL,@,CIN,L 20-27,,0,0,,0,0,0,0,,0,0.0%,,5,140,28.00,0,4,37,9.25,0,0,0
44,2008,2008-09-07,1,27.314,KAN,@,NWE,L 10-17,,0,0,,0,0,0,0,,0,0.0%,,2,50,25.00,0,1,7,7.00,0,0,0
45,2008,2008-09-14,2,27.321,KAN,,OAK,L 8-23,,0,0,,0,0,0,0,,0,0.0%,,1,21,21.00,0,3,37,12.33,0,0,0
46,2008,2008-09-21,3,27.328,KAN,@,ATL,L 14-38,,0,0,,0,0,0,0,,0,0.0%,,6,109,18.17,0,3,14,4.67,0,0,0
