ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1989,1989-10-22,7,23.156,DAL,@,KAN,L 28-36,,0,0,,0,,,,
2,1989,1989-10-29,8,23.163,DAL,,PHO,L 10-19,,0,0,,0,,,,
3,1989,1989-11-05,9,23.170,DAL,@,WAS,W 13-3,,0,0,,0,,,,
4,1989,1989-11-12,10,23.177,DAL,@,PHO,L 20-24,,0,0,,0,,,,
5,1989,1989-11-19,11,23.184,DAL,,MIA,L 14-17,,0,0,,0,,,,
6,1989,1989-11-23,12,23.188,DAL,,PHI,L 0-27,,0,0,,0,,,,
7,1989,1989-12-03,13,23.198,DAL,,RAM,L 31-35,,0,0,,0,,,,
8,1989,1989-12-10,14,23.205,DAL,@,PHI,L 10-20,,0,0,,0,,,,
9,1989,1989-12-16,15,23.211,DAL,@,NYG,L 0-15,,2,10,5.00,0,,,0,0
10,1989,1989-12-24,16,23.219,DAL,,GNB,L 10-20,,4,37,9.25,0,,,0,0
11,1991,1991-10-17,7,25.151,CHI,@,GNB,W 10-0,,1,7,7.00,0,,,0,0
12,1991,1991-10-27,8,25.161,CHI,@,NOR,W 20-17,,0,0,,0,,,,
13,1991,1991-11-03,9,25.168,CHI,,DET,W 20-10,,0,0,,0,,,,
14,1991,1991-11-11,10,25.176,CHI,@,MIN,W 34-17,,0,0,,0,,,0,0
15,1991,1991-11-17,11,25.182,CHI,@,IND,W 31-17,,1,12,12.00,0,,,0,0
16,1991,1991-11-24,12,25.189,CHI,,MIA,L 13-16,,0,0,,0,,,,
17,1991,1991-11-28,13,25.193,CHI,@,DET,L 6-16,,1,11,11.00,0,,,,
18,1991,1991-12-08,14,25.203,CHI,,GNB,W 27-13,,4,63,15.75,0,,,0,0
19,1991,1991-12-14,15,25.209,CHI,,TAM,W 27-0,,0,0,,0,,,,
20,1991,1991-12-23,16,25.218,CHI,@,SFO,L 14-52,,1,16,16.00,0,,,0,0
21,1992,1992-09-06,1,26.110,CHI,,DET,W 27-24,3,3,43,14.33,0,100.0%,14.33,0,0
22,1992,1992-09-13,2,26.117,CHI,@,NOR,L 6-28,2,2,9,4.50,0,100.0%,4.50,0,0
23,1992,1992-09-21,3,26.125,CHI,,NYG,L 14-27,4,3,34,11.33,0,75.0%,8.50,0,0
24,1992,1992-09-27,4,26.131,CHI,,ATL,W 41-31,2,2,25,12.50,0,100.0%,12.50,0,0
25,1992,1992-10-04,5,26.138,CHI,@,MIN,L 20-21,2,1,9,9.00,0,50.0%,4.50,0,0
26,1992,1992-10-18,6,26.152,CHI,,TAM,W 31-14,1,1,9,9.00,0,100.0%,9.00,0,0
27,1992,1992-10-25,7,26.159,CHI,@,GNB,W 30-10,3,2,23,11.50,1,66.7%,7.67,1,6
28,1992,1992-11-02,8,26.167,CHI,,MIN,L 10-38,1,1,10,10.00,0,100.0%,10.00,0,0
29,1992,1992-11-08,9,26.173,CHI,,CIN,L 28-31,1,0,0,,0,0.0%,0.00,,
30,1992,1992-11-15,10,26.180,CHI,@,TAM,L 17-20,3,2,41,20.50,0,66.7%,13.67,0,0
31,1992,1992-11-22,11,26.187,CHI,,GNB,L 3-17,,0,0,,0,0.0%,,,
32,1992,1992-11-29,12,26.194,CHI,@,CLE,L 14-27,2,1,22,22.00,0,50.0%,11.00,0,0
33,1992,1992-12-07,13,26.202,CHI,@,HOU,L 7-24,1,0,0,,0,0.0%,0.00,,
34,1992,1992-12-13,14,26.208,CHI,,PIT,W 30-6,3,2,15,7.50,0,66.7%,5.00,0,0
35,1992,1992-12-20,15,26.215,CHI,@,DET,L 3-16,3,1,7,7.00,0,33.3%,2.33,0,0
36,1992,1992-12-27,16,26.222,CHI,@,DAL,L 14-27,2,2,17,8.50,0,100.0%,8.50,0,0
37,1993,1993-10-03,4,27.137,CHI,,ATL,W 6-0,,0,0,,0,0.0%,,,
38,1993,1993-10-10,5,27.144,CHI,@,PHI,W 17-6,,0,0,,0,0.0%,,,
39,1993,1993-10-25,6,27.159,CHI,,MIN,L 12-19,,0,0,,0,0.0%,,,
40,1993,1993-10-31,7,27.165,CHI,@,GNB,L 3-17,3,3,32,10.67,0,100.0%,10.67,0,0
41,1993,1993-11-07,8,27.172,CHI,,RAI,L 14-16,,0,0,,0,0.0%,,,
42,1993,1993-11-14,9,27.179,CHI,@,SDG,W 16-13,3,2,21,10.50,0,66.7%,7.00,0,0
43,1993,1993-11-21,10,27.186,CHI,@,KAN,W 19-17,2,2,24,12.00,0,100.0%,12.00,0,0
44,1993,1993-11-25,11,27.190,CHI,@,DET,W 10-6,1,1,10,10.00,0,100.0%,10.00,0,0
45,1993,1993-12-05,12,27.200,CHI,,GNB,W 30-17,3,3,38,12.67,0,100.0%,12.67,0,0
46,1993,1993-12-12,13,27.207,CHI,@,TAM,L 10-13,2,2,14,7.00,0,100.0%,7.00,0,0
47,1993,1993-12-18,14,27.213,CHI,,DEN,L 3-13,,0,0,,0,0.0%,,,
48,1993,1993-12-26,15,27.221,CHI,,DET,L 14-20,2,1,11,11.00,0,50.0%,5.50,0,0
49,1993,1994-01-02,16,27.228,CHI,@,RAM,L 6-20,,0,0,,0,0.0%,,,
50,1994,1994-10-31,8,28.165,CHI,,GNB,L 6-33,2,2,11,5.50,0,100.0%,5.50,0,0
51,1994,1994-11-06,9,28.171,CHI,@,TAM,W 20-6,2,1,1,1.00,1,50.0%,0.50,1,6
52,1994,1994-11-13,10,28.178,CHI,@,MIA,W 17-14,3,2,29,14.50,1,66.7%,9.67,1,6
53,1994,1994-11-20,11,28.185,CHI,,DET,W 20-10,2,2,7,3.50,0,100.0%,3.50,0,0
54,1994,1994-11-27,12,28.192,CHI,@,ARI,W 19-16,1,1,5,5.00,0,100.0%,5.00,0,0
55,1994,1994-12-01,13,28.196,CHI,@,MIN,L 27-33,1,0,0,,0,0.0%,0.00,,
56,1994,1994-12-11,14,28.206,CHI,@,GNB,L 3-40,,0,0,,0,0.0%,,,
57,1994,1994-12-18,15,28.213,CHI,,RAM,W 27-13,5,1,3,3.00,1,20.0%,0.60,1,6
58,1994,1994-12-24,16,28.219,CHI,,NWE,L 3-13,3,2,19,9.50,0,66.7%,6.33,0,0
59,1995,1995-09-03,1,29.107,CHI,,MIN,W 31-14,4,2,9,4.50,1,50.0%,2.25,1,6
60,1995,1995-09-11,2,29.115,CHI,,GNB,L 24-27,,0,0,,0,0.0%,,,
61,1995,1995-09-17,3,29.121,CHI,@,TAM,W 25-6,2,1,11,11.00,0,50.0%,5.50,0,0
62,1995,1995-09-24,4,29.128,CHI,@,STL,L 28-34,4,4,41,10.25,1,100.0%,10.25,1,6
63,1995,1995-10-08,5,29.142,CHI,,CAR,W 31-27,5,4,26,6.50,1,80.0%,5.20,1,6
64,1995,1995-10-15,6,29.149,CHI,@,JAX,W 30-27,4,3,36,12.00,0,75.0%,9.00,0,0
65,1995,1995-10-22,7,29.156,CHI,,HOU,W 35-32,3,1,15,15.00,0,33.3%,5.00,0,0
66,1995,1995-10-30,8,29.164,CHI,@,MIN,W 14-6,2,1,10,10.00,0,50.0%,5.00,0,0
67,1995,1995-11-05,9,29.170,CHI,,PIT,L 34-37,3,2,15,7.50,0,66.7%,5.00,0,0
68,1995,1995-11-12,10,29.177,CHI,@,GNB,L 28-35,,0,0,,0,0.0%,,,
69,1995,1995-11-19,11,29.184,CHI,,DET,L 17-24,2,2,19,9.50,1,100.0%,9.50,1,6
70,1995,1995-11-26,12,29.191,CHI,@,NYG,W 27-24,2,1,8,8.00,0,50.0%,4.00,0,0
71,1995,1995-12-04,13,29.199,CHI,@,DET,L 7-27,3,2,13,6.50,0,66.7%,4.33,0,0
72,1995,1995-12-10,14,29.205,CHI,@,CIN,L 10-16,1,0,0,,0,0.0%,0.00,,
73,1995,1995-12-17,15,29.212,CHI,,TAM,W 31-10,,0,0,,0,0.0%,,,
74,1995,1995-12-24,16,29.219,CHI,,PHI,W 20-14,4,2,14,7.00,2,50.0%,3.50,2,12
75,1996,1996-09-02,1,30.106,CHI,,DAL,W 22-6,1,1,6,6.00,0,100.0%,6.00,0,0
76,1996,1996-09-22,4,30.126,CHI,@,DET,L 16-35,,0,0,,0,0.0%,,,
77,1996,1996-10-06,6,30.140,CHI,,GNB,L 6-37,0,0,0,,0,0.0%,,,
78,1996,1996-10-13,7,30.147,CHI,@,NOR,L 24-27,0,0,0,,0,0.0%,,,
79,1996,1996-10-28,8,30.162,CHI,@,MIN,W 15-13,4,3,19,6.33,0,75.0%,4.75,0,0
80,1996,1996-11-03,9,30.168,CHI,,TAM,W 13-10,3,2,31,15.50,0,66.7%,10.33,0,0
81,1997,1997-09-01,1,31.105,CHI,@,GNB,L 24-38,4,1,22,22.00,0,25.0%,5.50,0,0
82,1997,1997-09-07,2,31.111,CHI,,MIN,L 24-27,1,1,6,6.00,0,100.0%,6.00,0,0
83,1997,1997-09-14,3,31.118,CHI,,DET,L 7-32,0,0,0,,0,0.0%,,,
84,1997,1997-09-21,4,31.125,CHI,@,NWE,L 3-31,1,1,5,5.00,0,100.0%,5.00,0,0
85,1997,1997-09-28,5,31.132,CHI,@,DAL,L 3-27,2,1,14,14.00,0,50.0%,7.00,0,0
86,1997,1997-10-05,6,31.139,CHI,,NOR,L 17-20,1,1,7,7.00,0,100.0%,7.00,0,0
87,1997,1997-10-12,7,31.146,CHI,,GNB,L 23-24,2,2,34,17.00,0,100.0%,17.00,0,0
88,1997,1997-10-27,8,31.161,CHI,@,MIA,W 36-33,3,3,23,7.67,0,100.0%,7.67,0,0
89,1997,1997-11-02,9,31.167,CHI,,WAS,L 8-31,1,1,15,15.00,0,100.0%,15.00,0,0
90,1997,1997-11-09,10,31.174,CHI,@,MIN,L 22-29,,0,0,,0,0.0%,,,
91,1997,1997-11-16,11,31.181,CHI,,NYJ,L 15-23,3,2,30,15.00,0,66.7%,10.00,0,0
