ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,23.124,NOR,,ATL,L 34-40,,,,,,,,
2,1979,1979-09-09,2,23.131,NOR,@,GNB,L 19-28,1,10,10.00,0,0.0,0,0,0
3,1979,1979-09-16,3,23.138,NOR,,PHI,L 14-26,,,,,,,,
4,1979,1979-09-23,4,23.145,NOR,@,SFO,W 30-21,,,,,,,,
5,1979,1979-09-30,5,23.152,NOR,,NYG,W 24-14,,,,,,,,
6,1979,1979-10-07,6,23.159,NOR,,RAM,L 17-35,,,,,,,,
7,1979,1979-10-14,7,23.166,NOR,@,TAM,W 42-14,,,,,,,,
8,1979,1979-10-21,8,23.173,NOR,,DET,W 17-7,,,,,,,,
9,1979,1979-10-28,9,23.180,NOR,@,WAS,W 14-10,,,,,,,,
10,1979,1979-11-04,10,23.187,NOR,@,DEN,L 3-10,,,,,,,,
11,1979,1979-11-11,11,23.194,NOR,,SFO,W 31-20,,,,,,,,
12,1979,1979-11-18,12,23.201,NOR,@,SEA,L 24-38,,,,,,,,
13,1979,1979-11-25,13,23.208,NOR,@,ATL,W 37-6,,,,,,,,
14,1979,1979-12-03,14,23.216,NOR,,OAK,L 35-42,,,,,,,,
15,1979,1979-12-09,15,23.222,NOR,,SDG,L 0-35,,,,,,,,
16,1979,1979-12-16,16,23.229,NOR,@,RAM,W 29-14,,,,,,,,
17,1980,1980-09-07,1,24.129,NOR,,SFO,L 23-26,,,,,,,,
18,1980,1980-09-14,2,24.136,NOR,@,CHI,L 3-22,,,,,,,,
19,1980,1980-09-21,3,24.143,NOR,,BUF,L 26-35,0,0,,0,0.0,1,0,0
20,1980,1980-09-28,4,24.150,NOR,@,MIA,L 16-21,,,,,,,,
21,1980,1980-10-05,5,24.157,NOR,,STL,L 7-40,,,,,,,,
22,1980,1980-10-12,6,24.164,NOR,@,DET,L 13-24,,,,,,,,
23,1980,1980-11-02,9,24.185,NOR,@,RAM,L 31-45,,,,,,,,
24,1980,1980-11-09,10,24.192,NOR,,PHI,L 21-34,,,,,,,,
25,1980,1980-11-16,11,24.199,NOR,@,ATL,L 13-31,,,,,,,,
26,1980,1980-11-24,12,24.207,NOR,,RAM,L 7-27,,,,,,,,
27,1980,1980-11-30,13,24.213,NOR,,MIN,L 20-23,,,,,,,,
28,1981,1981-09-06,1,25.128,NOR,@,ATL,L 0-27,,,,,,,,
29,1981,1981-09-13,2,25.135,NOR,,RAM,W 23-17,,,,,,,,
30,1981,1981-09-20,3,25.142,NOR,@,NYG,L 7-20,,,,,,,,
31,1981,1981-09-27,4,25.149,NOR,@,SFO,L 14-21,,,,,,,,
32,1981,1981-10-04,5,25.156,NOR,,PIT,L 6-20,,,,,,,,
33,1981,1981-10-18,7,25.170,NOR,@,CLE,L 17-20,,,,,,,,
34,1981,1981-10-25,8,25.177,NOR,,CIN,W 17-7,0,0,,0,0.0,1,13,0
35,1981,1981-11-01,9,25.184,NOR,,ATL,L 10-41,,,,,,,,
36,1981,1981-11-08,10,25.191,NOR,@,RAM,W 21-13,,,,,,,,
37,1981,1981-11-15,11,25.198,NOR,@,MIN,L 10-20,,,,,,,,
38,1981,1981-11-22,12,25.205,NOR,@,HOU,W 27-24,,,,,,,,
39,1981,1981-11-29,13,25.212,NOR,,TAM,L 14-31,,,,,,,,
40,1981,1981-12-06,14,25.219,NOR,@,STL,L 3-30,,,,,,,,
41,1981,1981-12-13,15,25.226,NOR,,GNB,L 7-35,,,,,,,,
42,1981,1981-12-20,16,25.233,NOR,,SFO,L 17-21,,,,,,,,
43,1982,1982-09-12,1,26.134,NOR,,STL,L 7-21,,,,,,,,
44,1982,1982-09-19,2,26.141,NOR,@,CHI,W 10-0,0,0,,0,0.5,0,0,0
45,1982,1982-11-21,3,26.204,NOR,,KAN,W 27-17,0,0,,0,1.0,0,0,0
