ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1996,1996-11-24,12,24.154,SDG,@,KAN,W 28-14,0,0,,0,
2,1996,1996-12-01,13,24.161,SDG,,NWE,L 7-45,0,0,,0,
3,1996,1996-12-08,14,24.168,SDG,@,PIT,L 3-16,0,0,,0,
4,1996,1996-12-14,15,24.174,SDG,@,CHI,L 14-27,1,0,0.00,0,0.0
5,1996,1996-12-22,16,24.182,SDG,,DEN,W 16-10,0,0,,0,1.0
