ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2010,2010-10-31,7,24.176,TAM,@,ARI,W 38-35,,1,1,5,5.00,0,100.0%,5.00
2,2010,2010-11-07,8,24.183,TAM,@,ATL,L 21-27,,,,,,,0.0%,
3,2010,2010-11-14,9,24.190,TAM,,CAR,W 31-16,,,,,,,0.0%,
4,2010,2010-11-21,10,24.197,TAM,@,SFO,W 21-0,,,,,,,0.0%,
5,2010,2010-11-28,11,24.204,TAM,@,BAL,L 10-17,*,1,1,12,12.00,0,100.0%,12.00
6,2010,2010-12-05,12,24.211,TAM,,ATL,L 24-28,*,2,1,10,10.00,0,50.0%,5.00
7,2010,2010-12-12,13,24.218,TAM,@,WAS,W 17-16,,,,,,,0.0%,
8,2010,2010-12-19,14,24.225,TAM,,DET,L 20-23,,1,1,0,0.00,0,100.0%,0.00
9,2010,2010-12-26,15,24.232,TAM,,SEA,W 38-15,,,,,,,0.0%,
10,2010,2011-01-02,16,24.239,TAM,@,NOR,W 23-13,,1,1,11,11.00,0,100.0%,11.00
