ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1982,1982-09-13,1,22.218,PIT,@,DAL,W 36-28,,,,
2,1982,1982-09-19,2,22.224,PIT,,CIN,W 26-20,,,,
3,1982,1982-11-21,3,22.287,PIT,@,HOU,W 24-10,,,,
4,1982,1982-12-12,6,22.308,PIT,@,BUF,L 0-13,,,,
5,1982,1982-12-19,7,22.315,PIT,@,CLE,L 9-10,,,,
6,1982,1982-12-26,8,22.322,PIT,,NWE,W 37-14,,,,
7,1982,1983-01-02,9,22.329,PIT,,CLE,W 37-21,,,,
8,1983,1983-09-04,1,23.209,PIT,,DEN,L 10-14,0,0,,0
9,1983,1983-09-11,2,23.216,PIT,@,GNB,W 25-21,0,0,,0
10,1983,1983-09-18,3,23.223,PIT,@,HOU,W 40-28,0,0,,0
11,1983,1983-09-25,4,23.230,PIT,,NWE,L 23-28,0,0,,0
12,1983,1983-10-02,5,23.237,PIT,,HOU,W 17-10,0,0,,0
13,1983,1983-10-10,6,23.245,PIT,@,CIN,W 24-14,0,0,,0
14,1983,1983-10-16,7,23.251,PIT,,CLE,W 44-17,0,0,,0
15,1983,1983-10-23,8,23.258,PIT,@,SEA,W 27-21,1,25,25.00,0
16,1983,1983-10-30,9,23.265,PIT,,TAM,W 17-12,0,0,,0
17,1983,1983-11-06,10,23.272,PIT,,SDG,W 26-3,0,0,,0
18,1983,1983-11-13,11,23.279,PIT,@,BAL,W 24-13,0,0,,0
19,1983,1983-11-20,12,23.286,PIT,,MIN,L 14-17,0,0,,0
20,1983,1983-11-24,13,23.290,PIT,@,DET,L 3-45,0,0,,0
21,1983,1983-12-04,14,23.300,PIT,,CIN,L 10-23,1,11,11.00,0
22,1983,1983-12-10,15,23.306,PIT,@,NYJ,W 34-7,0,0,,0
23,1984,1984-10-21,8,24.257,PIT,@,IND,L 16-17,,,,
24,1984,1984-10-28,9,24.264,PIT,,ATL,W 35-10,,,,
25,1984,1984-11-04,10,24.271,PIT,,HOU,W 35-7,,,,
26,1984,1984-11-11,11,24.278,PIT,@,CIN,L 20-22,,,,
27,1984,1984-11-19,12,24.286,PIT,@,NOR,L 24-27,,,,
28,1984,1984-11-25,13,24.292,PIT,,SDG,W 52-24,,,,
