ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,23.179,BUF,,RAM,W 40-7,,,,,,,0,0,,0,0.0%,,,
2,1992,1992-09-13,2,23.186,BUF,@,SFO,W 34-31,,,,,,,0,0,,0,0.0%,,,
3,1992,1992-09-20,3,23.193,BUF,,IND,W 38-0,,0,0,,0,1,1,1,1.00,1,100.0%,1.00,1,6
4,1992,1992-09-27,4,23.200,BUF,@,NWE,W 41-7,,,,,,,0,0,,0,0.0%,,,
5,1992,1992-10-04,5,23.207,BUF,,MIA,L 10-37,,,,,,,0,0,,0,0.0%,,,
6,1992,1992-10-11,6,23.214,BUF,@,RAI,L 3-20,,,,,,,0,0,,0,0.0%,,,
7,1992,1992-10-26,7,23.229,BUF,@,NYJ,W 24-20,,,,,,,0,0,,0,0.0%,,,
8,1992,1992-11-01,8,23.235,BUF,,NWE,W 16-7,,,,,,,0,0,,0,0.0%,,,
9,1992,1992-11-08,9,23.242,BUF,,PIT,W 28-20,,,,,,,0,0,,0,0.0%,,,
10,1992,1992-11-16,10,23.250,BUF,@,MIA,W 26-20,,,,,,,0,0,,0,0.0%,,,
11,1992,1992-11-22,11,23.256,BUF,,ATL,W 41-14,,,,,,,0,0,,0,0.0%,,,
12,1992,1992-11-29,12,23.263,BUF,@,IND,L 13-16,,,,,,,0,0,,0,0.0%,,,
13,1992,1992-12-06,13,23.270,BUF,,NYJ,L 17-24,,,,,,,0,0,,0,0.0%,,,
14,1992,1992-12-12,14,23.276,BUF,,DEN,W 27-17,,,,,,,0,0,,0,0.0%,,,
15,1992,1992-12-20,15,23.284,BUF,@,NOR,W 20-16,,,,,,,0,0,,0,0.0%,,,
16,1992,1992-12-27,16,23.291,BUF,@,HOU,L 3-27,,,,,,,0,0,,0,0.0%,,,
17,1993,1993-09-05,1,24.178,BUF,,NWE,W 38-14,,0,0,,0,,,,,,0.0%,,,
18,1993,1993-09-12,2,24.185,BUF,@,DAL,W 13-10,,0,0,,0,,,,,,0.0%,,,
19,1993,1993-09-26,3,24.199,BUF,,MIA,L 13-22,,0,0,,0,,,,,,0.0%,,,
20,1993,1993-10-03,4,24.206,BUF,,NYG,W 17-14,,0,0,,0,,,,,,0.0%,,,
21,1993,1993-10-11,5,24.214,BUF,,HOU,W 35-7,,0,0,,0,,,,,,0.0%,,,
22,1993,1993-10-24,6,24.227,BUF,@,NYJ,W 19-10,,0,0,,0,,,,,,0.0%,,,
23,1993,1993-11-01,7,24.235,BUF,,WAS,W 24-10,,0,0,,0,,,,,,0.0%,,,
24,1993,1993-11-07,8,24.241,BUF,@,NWE,W 13-10,,0,0,,0,,,,,,0.0%,,,
25,1993,1993-11-15,9,24.249,BUF,@,PIT,L 0-23,,0,0,,0,,,,,,0.0%,,,
26,1993,1993-11-21,10,24.255,BUF,,IND,W 23-9,,1,-2,-2.00,0,,0,0,,0,0.0%,,0,0
27,1993,1993-11-28,11,24.262,BUF,@,KAN,L 7-23,,0,0,,0,,,,,,0.0%,,,
28,1993,1993-12-05,12,24.269,BUF,,RAI,L 24-25,,0,0,,0,,,,,,0.0%,,,
29,1993,1993-12-12,13,24.276,BUF,@,PHI,W 10-7,,0,0,,0,,,,,,0.0%,,,
30,1993,1993-12-19,14,24.283,BUF,@,MIA,W 47-34,,0,0,,0,,,,,,0.0%,,,
31,1993,1993-12-26,15,24.290,BUF,,NYJ,W 16-14,,0,0,,0,,,,,,0.0%,,,
32,1993,1994-01-02,16,24.297,BUF,@,IND,W 30-10,,0,0,,0,,,,,,0.0%,,,
33,1994,1994-09-04,1,25.177,BUF,,NYJ,L 3-23,,,,,,,,,,,0.0%,,,
34,1994,1994-09-11,2,25.184,BUF,@,NWE,W 38-35,,,,,,,,,,,0.0%,,,
35,1994,1994-10-16,7,25.219,BUF,,IND,L 17-27,,,,,,,,,,,0.0%,,,
36,1994,1994-10-30,8,25.233,BUF,,KAN,W 44-10,,,,,,,,,,,0.0%,,,
37,1994,1994-11-06,9,25.240,BUF,@,NYJ,L 17-22,,,,,,,,,,,0.0%,,,
38,1994,1994-11-14,10,25.248,BUF,@,PIT,L 10-23,,,,,,,,,,,0.0%,,,
