ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,def_int,def_int_yds,def_int_td
1,2000,2000-09-03,1,23.076,JAX,@,CLE,W 27-7,*,,,,
2,2000,2000-09-10,2,23.083,JAX,@,BAL,L 36-39,,,,,
3,2000,2000-09-17,3,23.090,JAX,,CIN,W 13-0,,,,,
4,2000,2000-09-25,4,23.098,JAX,@,IND,L 14-43,*,,,,
5,2000,2000-10-01,5,23.104,JAX,,PIT,L 13-24,,,,,
6,2000,2000-10-08,6,23.111,JAX,,BAL,L 10-15,,,,,
7,2000,2000-10-16,7,23.119,JAX,@,TEN,L 13-27,,,,,
8,2000,2000-10-22,8,23.125,JAX,,WAS,L 16-35,,,,,
9,2000,2000-10-29,9,23.132,JAX,@,DAL,W 23-17,,,,,
10,2000,2000-11-12,10,23.146,JAX,,SEA,L 21-28,,,,,
11,2000,2000-11-19,11,23.153,JAX,@,PIT,W 34-24,,,,,
12,2000,2000-11-26,12,23.160,JAX,,TEN,W 16-13,,,,,
13,2000,2000-12-03,13,23.167,JAX,,CLE,W 48-0,,,,,
14,2000,2000-12-10,14,23.174,JAX,,ARI,W 44-10,,,,,
15,2000,2000-12-17,15,23.181,JAX,@,CIN,L 14-17,,,,,
16,2000,2000-12-23,16,23.187,JAX,@,NYG,L 25-28,,,,,
17,2001,2001-09-09,1,24.082,JAX,,PIT,W 21-3,,,,,
18,2001,2001-09-23,2,24.096,JAX,,TEN,W 13-6,,,,,
19,2001,2001-09-30,3,24.103,JAX,,CLE,L 14-23,,1.0,0,0,0
20,2001,2001-10-07,4,24.110,JAX,@,SEA,L 15-24,*,2.0,0,0,0
21,2001,2001-10-18,5,24.121,JAX,,BUF,L 10-13,,,,,
22,2001,2001-10-28,6,24.131,JAX,@,BAL,L 17-18,,,,,
23,2001,2001-11-04,7,24.138,JAX,@,TEN,L 24-28,,,,,
24,2001,2001-11-11,8,24.145,JAX,,CIN,W 30-13,,,,,
25,2001,2001-11-18,9,24.152,JAX,@,PIT,L 7-20,,,,,
26,2001,2001-11-25,10,24.159,JAX,,BAL,L 21-24,,,,,
27,2001,2001-12-03,11,24.167,JAX,,GNB,L 21-28,,,,,
28,2001,2001-12-09,12,24.173,JAX,@,CIN,W 14-10,,,,,
29,2001,2001-12-16,13,24.180,JAX,@,CLE,W 15-10,*,,,,
30,2001,2001-12-23,14,24.187,JAX,@,MIN,W 33-3,*,,,,
31,2001,2001-12-30,15,24.194,JAX,,KAN,L 26-30,*,,,,
32,2001,2002-01-06,16,24.201,JAX,@,CHI,L 13-33,*,,,,
33,2002,2002-09-08,1,25.081,JAX,,IND,L 25-28,,,,,
34,2002,2002-09-15,2,25.088,JAX,@,KAN,W 23-16,,,,,
35,2002,2002-09-29,3,25.102,JAX,,NYJ,W 28-3,,,,,
36,2002,2002-10-06,4,25.109,JAX,,PHI,W 28-25,,,,,
37,2002,2002-10-13,5,25.116,JAX,@,TEN,L 14-23,,,,,
38,2002,2002-10-20,6,25.123,JAX,@,BAL,L 10-17,,,,,
39,2002,2002-10-27,7,25.130,JAX,,HOU,L 19-21,,,,,
40,2002,2002-11-03,8,25.137,JAX,@,NYG,L 17-24,,,,,
41,2002,2002-11-10,9,25.144,JAX,,WAS,W 26-7,,,,,
42,2002,2002-11-17,10,25.151,JAX,@,HOU,W 24-21,,,,,
43,2002,2002-11-24,11,25.158,JAX,@,DAL,L 19-21,,,,,
44,2002,2002-12-01,12,25.165,JAX,,PIT,L 23-25,,,,,
45,2002,2002-12-08,13,25.172,JAX,,CLE,L 20-21,,,,,
46,2002,2002-12-15,14,25.179,JAX,@,CIN,W 29-15,,,,,
47,2002,2002-12-22,15,25.186,JAX,,TEN,L 10-28,,,,,
48,2002,2002-12-29,16,25.193,JAX,@,IND,L 13-20,,,,,
49,2003,2003-09-07,1,26.080,JAX,@,CAR,L 23-24,,,,,
50,2003,2003-09-14,2,26.087,JAX,,BUF,L 17-38,,,,,
51,2003,2003-11-02,8,26.136,JAX,@,BAL,L 17-24,,,,,
52,2003,2003-11-09,9,26.143,JAX,,IND,W 28-23,,,,,
53,2003,2003-11-16,10,26.150,JAX,@,TEN,L 3-10,,,,,
54,2003,2003-11-23,11,26.157,JAX,@,NYJ,L 10-13,,,,,
55,2003,2003-11-30,12,26.164,JAX,,TAM,W 17-10,,,,,
56,2003,2003-12-07,13,26.171,JAX,,HOU,W 27-0,,,,,
57,2003,2003-12-14,14,26.178,JAX,@,NWE,L 13-27,*,,,,
58,2003,2003-12-21,15,26.185,JAX,,NOR,W 20-19,,,,,
59,2003,2003-12-28,16,26.192,JAX,@,ATL,L 14-21,,1.0,0,0,0
60,2004,2004-09-12,1,27.085,JAX,@,BUF,W 13-10,,,,,
61,2004,2004-09-19,2,27.092,JAX,,DEN,W 7-6,,,,,
62,2004,2004-09-26,3,27.099,JAX,@,TEN,W 15-12,,,,,
63,2004,2004-10-03,4,27.106,JAX,,IND,L 17-24,,,,,
64,2004,2004-10-10,5,27.113,JAX,@,SDG,L 21-34,,,,,
65,2004,2004-10-17,6,27.120,JAX,,KAN,W 22-16,,,,,
66,2004,2004-10-24,7,27.127,JAX,@,IND,W 27-24,,,,,
67,2004,2004-10-31,8,27.134,JAX,@,HOU,L 6-20,,,,,
68,2004,2004-11-14,9,27.148,JAX,,DET,W 23-17,*,,,,
69,2004,2004-11-21,10,27.155,JAX,,TEN,L 15-18,,,,,
70,2004,2004-11-28,11,27.162,JAX,@,MIN,L 16-27,,,,,
71,2004,2004-12-05,12,27.169,JAX,,PIT,L 16-17,,,,,
72,2004,2004-12-12,13,27.176,JAX,,CHI,W 22-3,,,,,
73,2004,2004-12-19,14,27.183,JAX,@,GNB,W 28-25,,,,,
74,2004,2004-12-26,15,27.190,JAX,,HOU,L 0-21,*,,,,
75,2004,2005-01-02,16,27.197,JAX,@,OAK,W 13-6,,,,,
76,2005,2005-10-09,4,28.112,MIA,@,BUF,L 14-20,,,,,
77,2005,2005-10-16,5,28.119,MIA,@,TAM,L 13-27,,,,,
78,2005,2005-10-30,7,28.133,MIA,@,NOR,W 21-6,,,,,
79,2005,2005-11-06,8,28.140,MIA,,ATL,L 10-17,,,,,
80,2005,2005-11-13,9,28.147,MIA,,NWE,L 16-23,,,,,
81,2005,2005-11-27,11,28.161,MIA,@,OAK,W 33-21,,,,,
82,2005,2005-12-11,13,28.175,MIA,@,SDG,W 23-21,,,,,
83,2005,2005-12-18,14,28.182,MIA,,NYJ,W 24-20,,,,,
84,2005,2005-12-24,15,28.188,MIA,,TEN,W 24-10,,,,,
85,2005,2006-01-01,16,28.196,MIA,@,NWE,W 28-26,,,,,
86,2006,2006-09-10,1,29.083,BUF,@,NWE,L 17-19,,,,,
87,2006,2006-09-17,2,29.090,BUF,@,MIA,W 16-6,,,,,
88,2006,2006-09-24,3,29.097,BUF,,NYJ,L 20-28,,,,,
89,2006,2006-10-01,4,29.104,BUF,,MIN,W 17-12,,,,,
90,2006,2006-10-08,5,29.111,BUF,@,CHI,L 7-40,*,,,,
91,2006,2006-10-15,6,29.118,BUF,@,DET,L 17-20,*,,,,
92,2006,2006-10-22,7,29.125,BUF,,NWE,L 6-28,,,,,
93,2006,2006-11-05,8,29.139,BUF,,GNB,W 24-10,,,,,
94,2006,2006-11-12,9,29.146,BUF,@,IND,L 16-17,,,,,
95,2006,2006-11-19,10,29.153,BUF,@,HOU,W 24-21,,,,,
96,2006,2006-11-26,11,29.160,BUF,,JAX,W 27-24,,,,,
97,2006,2006-12-03,12,29.167,BUF,,SDG,L 21-24,,,,,
98,2006,2006-12-10,13,29.174,BUF,@,NYJ,W 31-13,*,,,,
99,2006,2006-12-17,14,29.181,BUF,,MIA,W 21-0,,,,,
100,2006,2006-12-24,15,29.188,BUF,,TEN,L 29-30,,,,,
101,2006,2006-12-31,16,29.195,BUF,@,BAL,L 7-19,,,,,
102,2007,2007-09-09,1,30.082,BUF,,DEN,L 14-15,,,,,
103,2007,2007-09-16,2,30.089,BUF,@,PIT,L 3-26,,,,,
104,2007,2007-09-23,3,30.096,BUF,@,NWE,L 7-38,*,,,,
105,2007,2007-09-30,4,30.103,BUF,,NYJ,W 17-14,*,,,,
106,2007,2007-10-08,5,30.111,BUF,,DAL,L 24-25,,,,,
107,2007,2007-10-21,6,30.124,BUF,,BAL,W 19-14,,,,,
108,2007,2007-10-28,7,30.131,BUF,@,NYJ,W 13-3,*,,,,
109,2007,2007-11-04,8,30.138,BUF,,CIN,W 33-21,,0.0,1,8,0
110,2007,2007-11-11,9,30.145,BUF,@,MIA,W 13-10,,,,,
