ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-10-01,5,24.055,PHI,@,NOR,W 15-10,,0,0,,0,0.0%,,0,0,,0,,
2,1995,1995-10-08,6,24.062,PHI,,WAS,W 37-34,,0,0,,0,0.0%,,0,0,,0,,
3,1995,1995-10-15,7,24.069,PHI,@,NYG,W 17-14,,0,0,,0,0.0%,,0,0,,0,,
4,1995,1995-10-29,8,24.083,PHI,,STL,W 20-9,,0,0,,0,0.0%,,0,0,,0,,
5,1995,1995-11-06,9,24.091,PHI,@,DAL,L 12-34,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
6,1995,1995-11-12,10,24.097,PHI,,DEN,W 31-13,,0,0,,0,0.0%,,0,0,,0,,
7,1995,1995-11-19,11,24.104,PHI,,NYG,W 28-19,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
8,1995,1995-11-26,12,24.111,PHI,@,WAS,W 14-7,2,0,0,,0,0.0%,0.00,0,0,,0,,
9,1995,1995-12-03,13,24.118,PHI,@,SEA,L 14-26,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
10,1995,1995-12-10,14,24.125,PHI,,DAL,W 20-17,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
11,1995,1995-12-17,15,24.132,PHI,,ARI,W 21-20,,0,0,,0,0.0%,,1,20,20.00,0,0,0
12,1995,1995-12-24,16,24.139,PHI,@,CHI,L 14-20,2,1,17,17.00,0,50.0%,8.50,1,26,26.00,0,0,0
13,1996,1996-09-01,1,25.025,PHI,@,WAS,W 17-14,9,6,82,13.67,1,66.7%,9.11,0,0,,0,1,6
14,1996,1996-09-09,2,25.033,PHI,@,GNB,L 13-39,8,4,63,15.75,0,50.0%,7.88,0,0,,0,0,0
15,1996,1996-09-15,3,25.039,PHI,,DET,W 24-17,10,9,121,13.44,1,90.0%,12.10,0,0,,0,1,6
16,1996,1996-09-22,4,25.046,PHI,@,ATL,W 33-18,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0
17,1996,1996-09-30,5,25.054,PHI,,DAL,L 19-23,6,2,13,6.50,0,33.3%,2.17,0,0,,0,0,0
18,1996,1996-10-13,6,25.067,PHI,@,NYG,W 19-10,10,5,54,10.80,0,50.0%,5.40,0,0,,0,0,0
19,1996,1996-10-20,7,25.074,PHI,,MIA,W 35-28,4,3,35,11.67,0,75.0%,8.75,0,0,,0,0,0
20,1996,1996-10-27,8,25.081,PHI,,CAR,W 20-9,9,5,72,14.40,0,55.6%,8.00,0,0,,0,0,0
21,1996,1996-11-03,9,25.088,PHI,@,DAL,W 31-21,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0
22,1996,1996-11-10,10,25.095,PHI,,BUF,L 17-24,5,4,60,15.00,0,80.0%,12.00,0,0,,0,0,0
23,1996,1996-11-17,11,25.102,PHI,,WAS,L 21-26,10,7,103,14.71,1,70.0%,10.30,0,0,,0,1,6
24,1996,1996-11-24,12,25.109,PHI,@,ARI,L 30-36,4,0,0,,0,0.0%,0.00,,,,,,
25,1996,1996-12-01,13,25.116,PHI,,NYG,W 24-0,5,5,36,7.20,1,100.0%,7.20,0,0,,0,1,6
26,1996,1996-12-05,14,25.120,PHI,@,IND,L 10-37,8,5,70,14.00,0,62.5%,8.75,0,0,,0,0,0
27,1996,1996-12-14,15,25.129,PHI,@,NYJ,W 21-20,6,4,39,9.75,1,66.7%,6.50,0,0,,0,1,6
28,1996,1996-12-22,16,25.137,PHI,,ARI,W 29-19,10,5,65,13.00,0,50.0%,6.50,0,0,,0,0,0
29,1997,1997-10-05,5,26.059,PHI,,WAS,W 24-10,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
30,1997,1997-10-12,6,26.066,PHI,@,JAX,L 21-38,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
31,1997,1997-12-14,15,26.129,PHI,@,ATL,L 17-20,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
32,1997,1997-12-21,16,26.136,PHI,@,WAS,L 32-35,4,2,40,20.00,0,50.0%,10.00,0,0,,0,0,0
