ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,22.227,PHI,@,GNB,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
2,2007,2007-09-17,2,22.235,PHI,,WAS,L 12-20,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
3,2007,2007-09-23,3,22.241,PHI,,DET,W 56-21,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
4,2007,2007-09-30,4,22.248,PHI,@,NYG,L 3-16,,3,3,31,10.33,0,100.0%,10.33,0,0,,0,0,0,0.0,,
5,2007,2007-10-14,5,22.262,PHI,@,NYJ,W 16-9,,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,0.0,,
6,2007,2007-10-21,6,22.269,PHI,,CHI,L 16-19,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,0.0,,
7,2007,2007-10-28,7,22.276,PHI,@,MIN,W 23-16,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
8,2007,2007-11-04,8,22.283,PHI,,DAL,L 17-38,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,,
9,2007,2007-11-11,9,22.290,PHI,@,WAS,W 33-25,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
10,2007,2007-11-18,10,22.297,PHI,,MIA,W 17-7,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
11,2007,2007-11-25,11,22.304,PHI,@,NWE,L 28-31,*,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
12,2007,2007-12-02,12,22.311,PHI,,SEA,L 24-28,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,,
13,2007,2007-12-09,13,22.318,PHI,,NYG,L 13-16,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
14,2007,2007-12-16,14,22.325,PHI,@,DAL,W 10-6,,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,0.0,,
15,2007,2007-12-23,15,22.332,PHI,@,NOR,W 38-23,*,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,0.0,,
16,2007,2007-12-30,16,22.339,PHI,,BUF,W 17-9,*,4,3,18,6.00,1,75.0%,4.50,0,0,,0,1,6,0.0,,
17,2008,2008-09-07,1,23.226,PHI,,STL,W 38-3,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,0.0,0,0
18,2008,2008-09-15,2,23.234,PHI,@,DAL,L 37-41,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,0.0,0,0
19,2008,2008-09-21,3,23.240,PHI,,PIT,W 15-6,,,,,,,0.0%,,,,,,,,,,
20,2008,2008-09-28,4,23.247,PHI,@,CHI,L 20-24,*,4,3,21,7.00,0,75.0%,5.25,0,0,,0,0,0,0.0,0,0
21,2008,2008-10-05,5,23.254,PHI,,WAS,L 17-23,,1,,,,,0.0%,,,,,,,,,,
22,2008,2008-10-12,6,23.261,PHI,@,SFO,W 40-26,,,,,,,0.0%,,,,,,,,,,
23,2008,2008-10-26,7,23.275,PHI,,ATL,W 27-14,*,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0,0.0,0,0
24,2008,2008-11-02,8,23.282,PHI,@,SEA,W 26-7,*,6,6,131,21.83,0,100.0%,21.83,0,0,,0,0,0,0.0,0,0
25,2008,2008-11-09,9,23.289,PHI,,NYG,L 31-36,,1,,,,,0.0%,,,,,,,,,,
26,2008,2008-11-16,10,23.296,PHI,@,CIN,T 13-13,,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,0.0,0,0
27,2008,2008-11-23,11,23.303,PHI,@,BAL,L 7-36,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,0.0,0,0
28,2008,2008-11-27,12,23.307,PHI,,ARI,W 48-20,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,0,0
29,2008,2008-12-07,13,23.317,PHI,@,NYG,W 20-14,*,,,,,,0.0%,,,,,,,,,,
30,2008,2008-12-15,14,23.325,PHI,,CLE,W 30-10,*,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,0.0,0,0
31,2008,2008-12-21,15,23.331,PHI,@,WAS,L 3-10,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,0.0,0,0
32,2008,2008-12-28,16,23.338,PHI,,DAL,W 44-6,*,3,3,30,10.00,1,100.0%,10.00,0,0,,0,1,6,0.0,0,0
33,2009,2009-09-13,1,24.231,PHI,@,CAR,W 38-10,*,7,6,37,6.17,1,85.7%,5.29,0,0,,0,1,6,0.0,0,0
34,2009,2009-09-20,2,24.238,PHI,,NOR,L 22-48,*,11,8,104,13.00,0,72.7%,9.45,0,0,,0,0,0,0.0,0,0
35,2009,2009-09-27,3,24.245,PHI,,KAN,W 34-14,*,9,8,104,13.00,1,88.9%,11.56,0,0,,0,1,6,0.0,1,0
36,2009,2009-10-11,4,24.259,PHI,,TAM,W 33-14,*,5,4,58,14.50,0,80.0%,11.60,0,0,,0,0,0,0.0,0,0
37,2009,2009-10-18,5,24.266,PHI,@,OAK,L 9-13,*,7,4,75,18.75,0,57.1%,10.71,0,0,,0,0,0,0.0,0,0
38,2009,2009-10-26,6,24.274,PHI,@,WAS,W 27-17,*,5,3,8,2.67,0,60.0%,1.60,0,0,,0,0,0,0.0,0,0
39,2009,2009-11-01,7,24.280,PHI,,NYG,W 40-17,*,6,4,61,15.25,1,66.7%,10.17,0,0,,0,1,6,0.0,0,0
40,2009,2009-11-08,8,24.287,PHI,,DAL,L 16-20,*,5,3,39,13.00,1,60.0%,7.80,0,0,,0,1,6,0.0,0,0
41,2009,2009-11-15,9,24.294,PHI,@,SDG,L 23-31,*,11,6,47,7.83,1,54.5%,4.27,0,0,,0,1,6,0.0,0,0
42,2009,2009-11-22,10,24.301,PHI,@,CHI,W 24-20,*,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,0.0,0,0
43,2009,2009-11-29,11,24.308,PHI,,WAS,W 27-24,*,9,4,33,8.25,0,44.4%,3.67,0,0,,0,0,0,0.0,0,0
44,2009,2009-12-06,12,24.315,PHI,@,ATL,W 34-7,*,4,2,16,8.00,1,50.0%,4.00,0,0,,0,1,6,0.0,0,0
45,2009,2009-12-13,13,24.322,PHI,@,NYG,W 45-38,*,8,5,64,12.80,1,62.5%,8.00,0,0,,0,1,6,0.0,0,0
46,2009,2009-12-20,14,24.329,PHI,,SFO,W 27-13,,6,4,73,18.25,0,66.7%,12.17,0,0,,0,0,0,0.0,0,0
47,2009,2009-12-27,15,24.336,PHI,,DEN,W 30-27,*,5,4,121,30.25,1,80.0%,24.20,0,0,,0,1,6,0.0,0,0
48,2009,2010-01-03,16,24.343,PHI,@,DAL,L 0-24,*,9,7,96,13.71,0,77.8%,10.67,0,0,,0,0,0,0.0,0,0
49,2010,2010-09-12,1,25.230,PHI,,GNB,L 20-27,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,0,0,0.0,0,0
50,2010,2010-09-19,2,25.237,PHI,@,DET,W 35-32,*,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0,0.0,0,0
51,2010,2010-09-26,3,25.244,PHI,@,JAX,W 28-3,*,6,4,42,10.50,0,66.7%,7.00,0,0,,0,0,0,0.0,0,0
52,2010,2010-10-03,4,25.251,PHI,,WAS,L 12-17,*,6,3,27,9.00,1,50.0%,4.50,0,0,,0,1,6,0.0,1,0
