ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-10-19,7,23.127,WAS,,STL,W 28-21,,,,,,,,,,,,0,0,,0,,,,,,
2,1986,1986-10-27,8,23.135,WAS,@,NYG,L 20-27,,0,0,,0,,,0,0,,0,1,29,29.00,0,0,0,,0,0,0
3,1986,1986-11-02,9,23.141,WAS,,MIN,W 44-38,,0,0,,0,,,0,0,,0,4,81,20.25,0,0,0,,0,0,0
4,1986,1986-11-09,10,23.148,WAS,@,GNB,W 16-7,,0,0,,0,,,0,0,,0,1,17,17.00,0,0,0,,0,0,0
5,1986,1986-11-17,11,23.156,WAS,,SFO,W 14-6,,0,0,,0,,,0,0,,0,1,21,21.00,0,0,0,,0,0,0
6,1986,1986-11-23,12,23.162,WAS,,DAL,W 41-14,,0,0,,0,,,0,0,,0,1,16,16.00,0,0,0,,0,0,0
7,1986,1986-11-30,13,23.169,WAS,@,STL,W 20-17,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0,,0,0,0
8,1986,1986-12-07,14,23.176,WAS,,NYG,L 14-24,,0,0,,0,,,0,0,,0,3,61,20.33,0,0,0,,0,0,0
9,1987,1987-12-13,13,24.182,WAS,,DAL,W 24-20,,0,0,,0,,,0,0,,0,4,76,19.00,0,0,0,,0,0,0
10,1987,1987-12-20,14,24.189,WAS,@,MIA,L 21-23,,2,62,31.00,0,,,0,0,,0,4,100,25.00,0,0,0,,0,0,0
11,1987,1987-12-26,15,24.195,WAS,@,MIN,W 27-24,,0,0,,0,,,1,14,14.00,0,4,68,17.00,0,0,0,,0,0,0
12,1988,1988-09-04,1,25.082,IND,,HOU,L 14-17,,0,0,,0,,,0,0,,0,0,0,,0,2,15,7.50,0,0,0
13,1988,1988-09-11,2,25.089,IND,,CHI,L 13-17,,1,48,48.00,0,,,0,0,,0,0,0,,0,3,41,13.67,0,0,0
14,1988,1988-09-19,3,25.097,IND,@,CLE,L 17-23,,2,55,27.50,0,,,0,0,,0,0,0,,0,1,73,73.00,1,1,6
15,1988,1988-09-25,4,25.103,IND,,MIA,W 15-13,,0,0,,0,,,2,59,29.50,0,0,0,,0,3,33,11.00,0,0,0
