ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-30,8,21.323,MIN,@,CAR,W 24-21,,,,,,,0.0%,,,,,,,,,,,,,,
2,2011,2011-12-04,12,21.358,MIN,,DEN,L 32-35,,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,,0,0,0,0.0,0,0
3,2011,2011-12-11,13,22.000,MIN,@,DET,L 28-34,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
4,2011,2011-12-24,15,22.013,MIN,@,WAS,W 33-26,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,0,0
5,2012,2012-09-09,1,22.273,MIN,,JAX,W 26-23,,,,,,,0.0%,,,,,,,,,,,,,,
6,2012,2012-09-16,2,22.280,MIN,@,IND,L 20-23,,2,1,7,7.00,1,50.0%,3.50,0,0,,0,0,0,,0,1,6,0.0,0,0
7,2012,2012-09-23,3,22.287,MIN,,SFO,W 24-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-07,5,22.301,MIN,,TEN,W 30-7,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
9,2012,2012-10-14,6,22.308,MIN,@,WAS,L 26-38,,,,,,,0.0%,,,,,,,,,,,,,,
10,2012,2012-10-21,7,22.315,MIN,,ARI,W 21-14,*,0,,,,,0.0%,,,,,,,,,,,,,,
11,2012,2012-10-25,8,22.319,MIN,,TAM,L 17-36,,,,,,,0.0%,,,,,,,,,,,,,,
12,2012,2012-11-11,10,22.336,MIN,,DET,W 34-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
13,2012,2012-11-25,11,22.350,MIN,@,CHI,L 10-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
14,2012,2012-12-02,12,22.357,MIN,@,GNB,L 14-23,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2012,2012-12-09,13,22.364,MIN,,CHI,W 21-14,,,,,,,0.0%,,,,,,,,,,,,,,
16,2012,2012-12-16,14,23.005,MIN,@,STL,W 36-22,,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2013,2013-09-08,1,23.271,JAX,,KAN,L 2-28,,0,0,0,,0,0.0%,,0,0,,0,1,25,25.00,0,0,0,0.0,0,0
18,2013,2013-09-15,2,23.278,JAX,@,OAK,L 9-19,,3,2,23,11.50,0,66.7%,7.67,1,-9,-9.00,0,3,74,24.67,0,0,0,0.0,0,0
19,2013,2013-09-22,3,23.285,JAX,@,SEA,L 17-45,*,9,5,42,8.40,0,55.6%,4.67,0,0,,0,0,0,,0,0,0,0.0,1,0
20,2013,2013-11-10,9,23.334,JAX,@,TEN,W 29-27,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,0.0,0,0
