ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1978,1978-09-03,1,23.129,CHI,,STL,W 17-10,,,,,,,,,,,,
2,1978,1978-09-10,2,23.136,CHI,@,SFO,W 16-13,,,,,,,,,,,,
3,1978,1978-09-17,3,23.143,CHI,@,DET,W 19-0,,,,,,,,,,,,
4,1978,1978-09-25,4,23.151,CHI,,MIN,L 20-24,,,,,,,,,,,,
5,1978,1978-10-01,5,23.157,CHI,,OAK,L 19-25,,,,,,,,,,,,
6,1978,1978-10-08,6,23.164,CHI,@,GNB,L 14-24,,,,,,,,,,,,
7,1978,1978-10-16,7,23.172,CHI,@,DEN,L 7-16,,,,,,,,,,,,
8,1978,1978-10-22,8,23.178,CHI,@,TAM,L 19-33,0,0,,0,0,0,,0,1,12,12.00,0
9,1978,1978-10-29,9,23.185,CHI,,DET,L 17-21,,,,,,,,,,,,
10,1978,1978-11-05,10,23.192,CHI,,SEA,L 29-31,0,0,,0,0,0,,0,2,24,12.00,0
11,1978,1978-11-12,11,23.199,CHI,@,MIN,L 14-17,,,,,,,,,,,,
12,1978,1978-11-19,12,23.206,CHI,,ATL,W 13-7,,,,,,,,,,,,
13,1978,1978-11-26,13,23.213,CHI,,TAM,W 14-3,,,,,,,,,,,,
14,1978,1978-12-04,14,23.221,CHI,@,SDG,L 7-40,,,,,,,,,,,,
15,1978,1978-12-10,15,23.227,CHI,,GNB,W 14-0,,,,,,,,,,,,
16,1978,1978-12-16,16,23.233,CHI,@,WAS,W 14-10,,,,,,,,,,,,
17,1979,1979-09-02,1,24.128,CHI,,GNB,W 6-3,3,10,3.33,0,1,4,4.00,0,0,0,,0
18,1980,1980-09-07,1,25.133,CHI,@,GNB,L 6-12,5,17,3.40,0,1,3,3.00,0,0,0,,0
19,1980,1980-09-14,2,25.140,CHI,,NOR,W 22-3,1,8,8.00,0,0,0,,0,0,0,,0
20,1980,1980-09-21,3,25.147,CHI,,MIN,L 14-34,2,9,4.50,0,3,7,2.33,0,0,0,,0
21,1980,1980-09-28,4,25.154,CHI,@,PIT,L 3-38,,,,,,,,,,,,
22,1980,1980-10-06,5,25.162,CHI,,TAM,W 23-0,,,,,,,,,,,,
23,1980,1980-10-12,6,25.168,CHI,@,MIN,L 7-13,,,,,,,,,,,,
24,1980,1980-10-19,7,25.175,CHI,,DET,W 24-7,,,,,,,,,,,,
25,1980,1980-10-26,8,25.182,CHI,@,PHI,L 14-17,,,,,,,,,,,,
26,1980,1980-11-03,9,25.190,CHI,@,CLE,L 21-27,,,,,,,,,,,,
27,1980,1980-11-09,10,25.196,CHI,,WAS,W 35-21,,,,,,,,,,,,
28,1980,1980-11-16,11,25.203,CHI,,HOU,L 6-10,,,,,,,,,,,,
29,1980,1980-11-23,12,25.210,CHI,@,ATL,L 17-28,,,,,,,,,,,,
30,1980,1980-11-27,13,25.214,CHI,@,DET,W 23-17,,,,,,,,,,,,
31,1980,1980-12-07,14,25.224,CHI,,GNB,W 61-7,5,20,4.00,0,1,8,8.00,0,0,0,,0
32,1980,1980-12-14,15,25.231,CHI,,CIN,L 14-17,,,,,,,,,,,,
33,1980,1980-12-20,16,25.237,CHI,@,TAM,W 14-13,,,,,,,,,,,,
34,1981,1981-10-11,6,26.167,CHI,,WAS,L 7-24,,,,,,,,,,,,
35,1981,1981-10-19,7,26.175,CHI,@,DET,L 17-48,,,,,,,,,,,,
36,1981,1981-10-25,8,26.181,CHI,,SDG,W 20-17,,,,,,,,,,,,
37,1981,1981-11-01,9,26.188,CHI,@,TAM,L 10-20,,,,,,,,,,,,
38,1981,1981-11-08,10,26.195,CHI,@,KAN,W 16-13,,,,,,,,,,,,
39,1981,1981-11-15,11,26.202,CHI,@,GNB,L 17-21,,,,,,,,,,,,
40,1981,1981-11-22,12,26.209,CHI,,DET,L 7-23,,,,,,,,,,,,
41,1981,1981-11-26,13,26.213,CHI,@,DAL,L 9-10,,,,,,,,,,,,
42,1981,1981-12-06,14,26.223,CHI,,MIN,W 10-9,,,,,,,,,,,,
43,1981,1981-12-13,15,26.230,CHI,@,OAK,W 23-6,,,,,,,,,,,,
44,1981,1981-12-20,16,26.237,CHI,,DEN,W 35-24,,,,,,,,,,,,
