ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1975,1975-09-21,1,28.148,CLE,@,CIN,L 17-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,38,19.00,0,0,0,,0,0,0
2,1975,1975-09-28,2,28.155,CLE,,MIN,L 10-42,1,6,6.00,0,0,0,,0,1,1,100.00,26,1,0,158.3,0,0,26.00,46.00,0,0,,0,0,0,,0,0,0
3,1975,1975-10-05,3,28.162,CLE,,PIT,L 6-42,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1975,1975-10-12,4,28.169,CLE,,HOU,L 10-40,0,0,,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1975,1975-10-19,5,28.176,CLE,@,DEN,L 15-16,2,23,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
6,1975,1975-10-26,6,28.183,CLE,,WAS,L 7-23,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
7,1975,1975-11-02,7,28.190,CLE,@,BAL,L 7-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1975,1975-11-09,8,28.197,CLE,@,DET,L 10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1975,1975-11-16,9,28.204,CLE,@,OAK,L 17-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1975,1975-11-23,10,28.211,CLE,,CIN,W 35-23,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-5,-5.00,0,0,0
