ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2008,2008-09-07,1,22.027,NOR,,TAM,W 24-20,*,0,0,,0,0,0,0.0,2,1,0,0,0
2,2008,2008-09-14,2,22.034,NOR,@,WAS,L 24-29,*,0,0,,0,0,0,0.0,8,1,0,0,0
3,2008,2008-09-21,3,22.041,NOR,@,DEN,L 32-34,*,0,0,,0,0,0,0.0,7,0,0,0,0
4,2008,2008-09-28,4,22.048,NOR,,SFO,W 31-17,*,0,0,,0,0,0,1.0,3,0,1,25,0
5,2008,2008-10-06,5,22.056,NOR,,MIN,L 27-30,*,0,0,,0,0,0,0.0,3,0,0,0,0
6,2009,2009-09-13,1,23.033,NOR,,DET,W 45-27,*,0,0,,0,0,0,0.0,6,1,0,0,0
7,2009,2009-09-20,2,23.040,NOR,@,PHI,W 48-22,*,0,0,,0,0,0,0.0,1,0,1,0,0
8,2009,2009-09-27,3,23.047,NOR,@,BUF,W 27-7,*,0,0,,0,0,0,0.0,2,0,0,0,0
9,2009,2009-10-04,4,23.054,NOR,,NYJ,W 24-10,*,0,0,,0,0,0,0.0,4,1,0,0,0
10,2009,2009-10-18,5,23.068,NOR,,NYG,W 48-27,*,0,0,,0,0,0,0.0,4,0,0,0,0
11,2009,2009-10-25,6,23.075,NOR,@,MIA,W 46-34,*,0,0,,0,1,6,0.0,6,3,1,54,1
12,2009,2009-11-02,7,23.083,NOR,,ATL,W 35-27,*,0,0,,0,0,0,0.0,6,0,1,18,0
13,2009,2009-11-08,8,23.089,NOR,,CAR,W 30-20,*,0,0,,0,0,0,0.0,7,0,0,0,0
14,2009,2009-11-15,9,23.096,NOR,@,STL,W 28-23,*,0,0,,0,0,0,0.0,2,0,0,0,0
15,2009,2009-12-19,14,23.130,NOR,,DAL,L 17-24,,0,0,,0,0,0,0.0,4,2,0,0,0
16,2009,2009-12-27,15,23.138,NOR,,TAM,L 17-20,*,0,0,,0,0,0,0.0,6,0,1,0,0
17,2009,2010-01-03,16,23.145,NOR,@,CAR,L 10-23,*,0,0,,0,0,0,0.0,0,2,0,0,0
18,2010,2010-09-09,1,24.029,NOR,,MIN,W 14-9,*,0,0,,0,0,0,0.0,4,0,0,0,0
19,2010,2010-09-20,2,24.040,NOR,@,SFO,W 25-22,*,0,0,,0,0,0,0.0,3,4,1,5,0
20,2010,2010-09-26,3,24.046,NOR,,ATL,L 24-27,*,0,0,,0,0,0,0.0,1,2,0,0,0
21,2010,2010-10-03,4,24.053,NOR,,CAR,W 16-14,*,1,4,4.00,0,0,0,0.0,2,1,0,0,0
