ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1973,1973-09-16,1,22.247,DAL,@,CHI,W 20-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1973,1973-09-24,2,22.255,DAL,,NOR,W 40-3,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0
3,1973,1973-09-30,3,22.261,DAL,,STL,W 45-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,39,19.50,0,1,0,0.00,0,0,0
4,1973,1973-10-08,4,22.269,DAL,@,WAS,L 7-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,1,13,13.00,0,0,0
5,1973,1973-10-14,5,22.275,DAL,@,RAM,L 31-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1973,1973-10-21,6,22.282,DAL,,NYG,W 45-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0
7,1973,1973-10-28,7,22.289,DAL,@,PHI,L 16-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0
8,1973,1973-11-04,8,22.296,DAL,,CIN,W 38-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1973,1973-11-11,9,22.303,DAL,@,NYG,W 23-10,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1973,1973-11-18,10,22.310,DAL,,PHI,W 31-10,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
11,1973,1973-11-22,11,22.314,DAL,,MIA,L 7-14,7,71,10.14,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1973,1973-12-02,12,22.324,DAL,@,DEN,W 22-10,4,93,23.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1973,1973-12-09,13,22.331,DAL,,WAS,W 27-7,3,41,13.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1973,1973-12-16,14,22.338,DAL,@,STL,W 30-3,5,140,28.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
15,1974,1974-09-15,1,23.246,DAL,@,ATL,W 24-0,5,95,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1974,1974-09-23,2,23.254,DAL,@,PHI,L 10-13,10,161,16.10,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1974,1974-09-29,3,23.260,DAL,,NYG,L 6-14,6,116,19.33,0,1,22,22.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1974,1974-10-06,4,23.267,DAL,,MIN,L 21-23,1,28,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1974,1974-10-13,5,23.274,DAL,@,STL,L 28-31,8,118,14.75,0,1,-22,-22.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1974,1974-10-20,6,23.281,DAL,,PHI,W 31-24,5,77,15.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1974,1974-10-27,7,23.288,DAL,@,NYG,W 21-7,3,49,16.33,1,0,0,,0,1,1,100.00,46,1,0,158.3,0,0,46.00,66.00,0,0,,0,0,0,,0,1,6
22,1974,1974-11-03,8,23.295,DAL,,STL,W 17-14,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1974,1974-11-10,9,23.302,DAL,,SFO,W 20-14,4,100,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1974,1974-11-17,10,23.309,DAL,@,WAS,L 21-28,4,62,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
25,1974,1974-11-24,11,23.316,DAL,@,HOU,W 10-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1974,1974-11-28,12,23.320,DAL,,WAS,W 24-23,5,108,21.60,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
27,1974,1974-12-07,13,23.329,DAL,,CLE,W 41-17,3,40,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
28,1974,1974-12-14,14,23.336,DAL,@,OAK,L 23-27,4,72,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,1975,1975-09-21,1,24.252,DAL,,RAM,W 18-7,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
30,1975,1975-09-28,2,24.259,DAL,,STL,W 37-31,5,81,16.20,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
31,1975,1975-10-06,3,24.267,DAL,@,DET,W 36-10,6,188,31.33,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
