ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,2015,2015-09-20,2,23.339,SFO,@,PIT,L 18-43,,2,2,18,9.00,0,100.0%,9.00,2,47,23.50,0,1,4,4.00,0
2,2015,2015-09-27,3,23.346,SFO,@,ARI,L 7-47,,0,0,0,,0,0.0%,,4,95,23.75,0,0,0,,0
3,2015,2015-10-18,6,24.002,SFO,,BAL,W 25-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
4,2015,2015-11-08,9,24.023,SFO,,ATL,W 17-16,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0
5,2017,2017-12-10,13,26.055,HOU,,SFO,L 16-26,,6,1,24,24.00,0,16.7%,4.00,0,0,,0,4,3,0.75,0
6,2017,2017-12-17,14,26.062,HOU,@,JAX,L 7-45,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0
