ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-11,1,23.261,MIN,,TAM,L 13-24,,0,0,,0,0,0,,0,0,0,,,,,,4,217,54.25,0
2,2005,2005-09-18,2,23.268,MIN,@,CIN,L 8-37,,0,0,,0,0,0,,0,0,0,,,,,,3,140,46.67,0
3,2005,2005-09-25,3,23.275,MIN,,NOR,W 33-16,,0,0,,0,0,0,,0,0,0,,,,,,5,242,48.40,0
4,2005,2005-10-02,4,23.282,MIN,@,ATL,L 10-30,,0,0,,0,0,0,,0,0,0,,,,,,5,230,46.00,0
5,2005,2005-10-16,5,23.296,MIN,@,CHI,L 3-28,,0,0,,0,0,0,,0,0,0,,,,,,6,265,44.17,0
6,2005,2005-10-23,6,23.303,MIN,,GNB,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,2,78,39.00,0
7,2005,2005-10-30,7,23.310,MIN,@,CAR,L 13-38,,0,0,,0,0,0,,0,0,0,,,,,,5,243,48.60,0
8,2005,2005-11-06,8,23.317,MIN,,DET,W 27-14,,0,0,,0,0,0,,0,0,0,,,,,,5,234,46.80,0
9,2005,2005-11-13,9,23.324,MIN,@,NYG,W 24-21,,0,0,,0,0,0,,0,0,0,,,,,,8,342,42.75,0
10,2005,2005-11-21,10,23.332,MIN,@,GNB,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,5,193,38.60,0
11,2005,2005-11-27,11,23.338,MIN,,CLE,W 24-12,,0,0,,0,0,0,,0,0,0,,,,,,6,264,44.00,0
12,2005,2005-12-04,12,23.345,MIN,@,DET,W 21-16,,0,0,,0,0,0,,0,0,0,,,,,,4,181,45.25,0
13,2005,2005-12-18,14,23.359,MIN,,PIT,L 3-18,,0,0,,0,0,0,,0,0,0,,,,,,6,267,44.50,0
14,2005,2005-12-25,15,24.001,MIN,@,BAL,L 23-30,,0,0,,0,0,0,,0,0,0,,,,,,4,122,30.50,0
15,2005,2006-01-01,16,24.008,MIN,,CHI,W 34-10,,0,0,,0,0,0,,0,0,0,,,,,,3,112,37.33,0
16,2006,2006-09-11,1,24.261,MIN,@,WAS,W 19-16,,0,0,,0,0,0,,0,0,0,,0,,,,5,190,38.00,0
17,2006,2006-09-17,2,24.267,MIN,,CAR,W 16-13,,0,0,,0,0,0,,0,0,0,,0,,,,7,324,46.29,0
18,2006,2006-09-24,3,24.274,MIN,,CHI,L 16-19,,0,0,,0,0,0,,0,0,0,,0,,,,4,159,39.75,0
19,2006,2006-10-01,4,24.281,MIN,@,BUF,L 12-17,,0,0,,0,0,0,,0,0,0,,0,,,,6,195,32.50,0
20,2006,2006-10-08,5,24.288,MIN,,DET,W 26-17,,0,0,,0,0,0,,0,0,0,,0,,,,3,141,47.00,0
21,2006,2006-10-22,6,24.302,MIN,@,SEA,W 31-13,,0,0,,0,0,0,,0,0,0,,0,,,,5,204,40.80,0
22,2006,2006-10-30,7,24.310,MIN,,NWE,L 7-31,,0,0,,0,0,0,,0,0,0,,0,,,,5,249,49.80,0
23,2006,2006-11-05,8,24.316,MIN,@,SFO,L 3-9,,0,0,,0,0,0,,0,0,0,,0,,,,5,198,39.60,0
24,2006,2006-11-12,9,24.323,MIN,,GNB,L 17-23,,0,0,,0,0,0,,0,0,0,,0,,,,7,336,48.00,0
25,2006,2006-11-19,10,24.330,MIN,@,MIA,L 20-24,,0,0,,0,0,0,,0,0,0,,0,,,,6,226,37.67,0
26,2006,2006-11-26,11,24.337,MIN,,ARI,W 31-26,,0,0,,0,0,0,,0,0,0,,0,,,,5,214,42.80,0
27,2006,2006-12-03,12,24.344,MIN,@,CHI,L 13-23,,0,0,,0,0,0,,0,0,0,,0,,,,8,249,31.13,0
28,2006,2006-12-10,13,24.351,MIN,@,DET,W 30-20,,0,0,,0,0,0,,0,0,0,,0,,,,4,213,53.25,0
29,2006,2006-12-17,14,24.358,MIN,,NYJ,L 13-26,,0,0,,0,0,0,,0,0,0,,0,,,,7,331,47.29,0
30,2006,2006-12-21,15,24.362,MIN,@,GNB,L 7-9,,0,0,,0,0,0,,0,0,0,,0,,,,10,434,43.40,0
31,2006,2006-12-31,16,25.007,MIN,,STL,L 21-41,,0,0,,0,0,0,,0,0,0,,0,,,,6,271,45.17,0
32,2007,2007-09-09,1,25.259,MIN,,ATL,W 24-3,,0,0,,0,0,0,,0,0,0,,0,,,,5,190,38.00,0
33,2007,2007-09-16,2,25.266,MIN,@,DET,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,4,230,57.50,0
34,2007,2007-09-23,3,25.273,MIN,@,KAN,L 10-13,,0,0,,0,0,0,,0,0,0,,0,,,,6,288,48.00,0
35,2007,2007-09-30,4,25.280,MIN,,GNB,L 16-23,,0,0,,0,0,0,,0,0,0,,0,,,,5,181,36.20,0
36,2007,2007-10-14,5,25.294,MIN,@,CHI,W 34-31,,0,0,,0,0,0,,0,0,0,,0,,,,9,381,42.33,0
37,2007,2007-10-21,6,25.301,MIN,@,DAL,L 14-24,,0,0,,0,0,0,,0,0,0,,0,,,,7,322,46.00,0
38,2007,2007-10-28,7,25.308,MIN,,PHI,L 16-23,,0,0,,0,0,0,,0,0,0,,0,,,,6,288,48.00,0
39,2007,2007-11-04,8,25.315,MIN,,SDG,W 35-17,,0,0,,0,0,0,,0,0,0,,0,,,,5,223,44.60,0
40,2007,2007-11-11,9,25.322,MIN,@,GNB,L 0-34,,0,0,,0,0,0,,0,0,0,,0,,,,5,264,52.80,0
41,2007,2007-11-18,10,25.329,MIN,,OAK,W 29-22,,0,0,,0,0,0,,0,0,0,,0,,,,4,144,36.00,0
42,2007,2007-11-25,11,25.336,MIN,@,NYG,W 41-17,,0,0,,0,0,0,,0,0,0,,0,,,,5,203,40.60,0
43,2007,2007-12-02,12,25.343,MIN,,DET,W 42-10,,0,0,,0,1,1,100.00,27,0,0,118.7,0,0,27.00,27.00,1,41,41.00,0
44,2007,2007-12-09,13,25.350,MIN,@,SFO,W 27-7,,0,0,,0,0,0,,0,0,0,,0,,,,6,251,41.83,0
45,2007,2007-12-17,14,25.358,MIN,,CHI,W 20-13,,0,0,,0,0,0,,0,0,0,,0,,,,6,278,46.33,0
46,2007,2007-12-23,15,25.364,MIN,,WAS,L 21-32,,0,0,,0,0,0,,0,0,0,,0,,,,3,151,50.33,0
47,2007,2007-12-30,16,26.006,MIN,@,DEN,L 19-22,,0,0,,0,0,0,,0,0,0,,0,,,,4,186,46.50,0
