ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
67,2008,2008-12-28,16,29.265,DAL,@,PHI,L 6-44,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2009,2009-09-13,1,30.159,DAL,@,TAM,W 34-21,*,6,4,135,33.75,1,66.7%,22.50,1,5,5.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,3,3.00,0,1,6,0.0,0,0
69,2009,2009-09-20,2,30.166,DAL,,NYG,L 31-33,*,7,1,4,4.00,0,14.3%,0.57,1,20,20.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,4,4.00,0,0,0,0.0,0,0
70,2009,2009-09-28,3,30.174,DAL,,CAR,W 21-7,*,4,3,44,14.67,0,75.0%,11.00,1,14,14.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,58,14.50,0,0,0,0.0,0,0
71,2009,2009-10-04,4,30.180,DAL,@,DEN,L 10-17,,7,3,16,5.33,0,42.9%,2.29,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,15,7.50,0,0,0,0.0,0,0
72,2009,2009-10-11,5,30.187,DAL,@,KAN,W 26-20,*,8,4,44,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,0,0.00,0,0,0,0.0,0,0
73,2009,2009-10-25,6,30.201,DAL,,ATL,W 37-21,,2,2,9,4.50,1,100.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,87,29.00,1,2,12,0.0,0,0
74,2009,2009-11-01,7,30.208,DAL,,SEA,W 38-17,,5,3,39,13.00,0,60.0%,7.80,1,-11,-11.00,0,0,0,,0,0,0,,,,,,0,0,,0,4,116,29.00,1,1,6,0.0,0,0
75,2009,2009-11-08,8,30.215,DAL,@,PHI,W 20-16,,4,2,74,37.00,0,50.0%,18.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,7,7.00,0,0,0,0.0,0,0
76,2009,2009-11-15,9,30.222,DAL,@,GNB,L 7-17,*,6,4,52,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,5,41,8.20,0,0,0,0.0,0,0
77,2009,2009-11-22,10,30.229,DAL,,WAS,W 7-6,,2,1,10,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,1,13,13.00,0,1,6,0.0,0,0
78,2009,2009-11-26,11,30.233,DAL,,OAK,W 24-7,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,36,9.00,0,0,0,0.0,0,0
79,2009,2009-12-06,12,30.243,DAL,@,NYG,L 24-31,,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2009,2009-12-13,13,30.250,DAL,,SDG,L 17-20,*,3,2,31,15.50,1,66.7%,10.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,6,0.0,0,0
81,2009,2009-12-19,14,30.256,DAL,@,NOR,W 24-17,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,35,17.50,0,0,0,0.0,0,0
82,2009,2009-12-27,15,30.264,DAL,@,WAS,W 17-0,,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,-2,-1.00,0,0,0,0.0,0,0
83,2009,2010-01-03,16,30.271,DAL,,PHI,W 24-0,,6,4,99,24.75,1,66.7%,16.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,24,6.00,0,1,6,0.0,0,0
84,2010,2010-09-19,2,31.165,SDG,,JAX,W 38-13,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
85,2010,2010-09-26,3,31.172,SDG,@,SEA,L 20-27,,4,3,57,19.00,0,75.0%,14.25,0,0,,0,0,0,,0,0,0,,0,,,,1,31,31.00,0,2,23,11.50,0,0,0,0.0,0,0
86,2010,2010-10-03,4,31.179,SDG,,ARI,W 41-10,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
87,2010,2010-10-10,5,31.186,SDG,@,OAK,L 27-35,,4,1,22,22.00,0,25.0%,5.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
88,2010,2010-10-17,6,31.193,SDG,@,STL,L 17-20,,7,6,117,19.50,0,85.7%,16.71,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
89,2010,2010-10-24,7,31.200,SDG,,NWE,L 20-23,*,13,7,82,11.71,0,53.8%,6.31,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
90,2010,2010-10-31,8,31.207,SDG,,TEN,W 33-25,,5,4,46,11.50,0,80.0%,9.20,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,0,0
91,2010,2010-11-07,9,31.214,SDG,@,HOU,W 29-23,,4,3,70,23.33,0,75.0%,17.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,0,0,0.0,1,0
92,2010,2010-11-22,10,31.229,SDG,,DEN,W 35-14,*,4,3,105,35.00,1,75.0%,26.25,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6,0.0,0,0
93,2011,2011-09-25,3,32.171,SDG,,KAN,W 20-17,*,7,5,47,9.40,0,71.4%,6.71,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
94,2011,2011-10-02,4,32.178,SDG,,MIA,W 26-16,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,22,7.33,0,0,0,0.0,0,0
95,2011,2011-10-09,5,32.185,SDG,@,DEN,W 29-24,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,65,13.00,0,0,0,0.0,1,0
96,2011,2011-10-23,6,32.199,SDG,@,NYJ,L 21-27,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
97,2011,2011-10-31,7,32.207,SDG,@,KAN,L 20-23,,4,3,50,16.67,0,75.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,53,17.67,0,0,0,0.0,0,0
98,2011,2011-11-06,8,32.213,SDG,,GNB,L 38-45,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,23,11.50,0,0,0,0.0,0,0
99,2011,2011-11-10,9,32.217,SDG,,OAK,L 17-24,,5,3,34,11.33,0,60.0%,6.80,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,9,3.00,0,0,0,0.0,0,0
100,2011,2011-11-20,10,32.227,SDG,@,CHI,L 20-31,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,1,0
101,2011,2011-11-27,11,32.234,SDG,,DEN,L 13-16,,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,16,5.33,0,0,0,0.0,0,0
102,2011,2011-12-05,12,32.242,SDG,@,JAX,W 38-14,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
103,2011,2011-12-11,13,32.248,SDG,,BUF,W 37-10,,3,3,37,12.33,1,100.0%,12.33,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,14,14.00,0,1,6,0.0,0,0
104,2011,2011-12-18,14,32.255,SDG,,BAL,W 34-14,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2011,2011-12-24,15,32.261,SDG,@,DET,L 10-38,,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
106,2011,2012-01-01,16,32.269,SDG,@,OAK,W 38-26,,1,1,23,23.00,0,100.0%,23.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0,0.0,0,0
