ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1992,1992-09-06,1,21.230,NYJ,@,ATL,L 17-20,1,1,23,23.00,0,100.0%,23.00,0,0
2,1992,1992-10-26,7,21.280,NYJ,,BUF,L 20-24,1,1,18,18.00,0,100.0%,18.00,0,0
3,1992,1992-11-01,8,21.286,NYJ,,MIA,W 26-14,5,4,78,19.50,1,80.0%,15.60,1,6
4,1992,1992-11-08,9,21.293,NYJ,@,DEN,L 16-27,3,2,22,11.00,0,66.7%,7.33,0,0
5,1992,1992-11-15,10,21.300,NYJ,,CIN,W 17-14,,0,0,,0,0.0%,,,
6,1992,1992-11-22,11,21.307,NYJ,@,NWE,L 3-24,2,0,0,,0,0.0%,0.00,,
7,1992,1992-11-29,12,21.314,NYJ,,KAN,L 7-23,5,3,41,13.67,0,60.0%,8.20,0,0
8,1992,1992-12-06,13,21.321,NYJ,@,BUF,W 24-17,,0,0,,0,0.0%,,,
9,1992,1992-12-13,14,21.328,NYJ,,IND,L 6-10,2,1,1,1.00,0,50.0%,0.50,0,0
10,1992,1992-12-20,15,21.335,NYJ,@,MIA,L 17-19,3,2,20,10.00,0,66.7%,6.67,0,0
11,1992,1992-12-26,16,21.341,NYJ,,NOR,L 0-20,7,2,7,3.50,0,28.6%,1.00,0,0
12,1993,1993-09-05,1,22.228,NYJ,,DEN,L 20-26,6,3,43,14.33,1,50.0%,7.17,1,6
13,1993,1993-09-12,2,22.235,NYJ,@,MIA,W 24-14,5,4,64,16.00,0,80.0%,12.80,0,0
14,1993,1993-09-26,3,22.249,NYJ,,NWE,W 45-7,4,2,52,26.00,0,50.0%,13.00,0,0
15,1993,1993-10-03,4,22.256,NYJ,,PHI,L 30-35,8,7,146,20.86,3,87.5%,18.25,3,18
16,1993,1993-10-10,5,22.263,NYJ,@,RAI,L 20-24,6,3,43,14.33,0,50.0%,7.17,0,0
17,1993,1993-10-24,6,22.277,NYJ,,BUF,L 10-19,5,2,26,13.00,0,40.0%,5.20,0,0
18,1993,1993-10-31,7,22.284,NYJ,@,NYG,W 10-6,1,1,14,14.00,0,100.0%,14.00,0,0
19,1993,1993-11-07,8,22.291,NYJ,,MIA,W 27-10,5,4,38,9.50,2,80.0%,7.60,2,12
20,1993,1993-11-14,9,22.298,NYJ,@,IND,W 31-17,5,3,58,19.33,0,60.0%,11.60,0,0
21,1993,1993-12-05,12,22.319,NYJ,,IND,L 6-9,6,1,10,10.00,0,16.7%,1.67,0,0
22,1993,1993-12-11,13,22.325,NYJ,@,WAS,W 3-0,,0,0,,0,0.0%,,,
23,1993,1993-12-18,14,22.332,NYJ,,DAL,L 7-28,5,2,16,8.00,0,40.0%,3.20,0,0
24,1993,1993-12-26,15,22.340,NYJ,@,BUF,L 14-16,8,6,78,13.00,0,75.0%,9.75,0,0
25,1993,1994-01-02,16,22.347,NYJ,@,HOU,L 0-24,9,1,42,42.00,0,11.1%,4.67,0,0
26,1994,1994-09-04,1,23.227,NYJ,@,BUF,W 23-3,6,2,74,37.00,0,33.3%,12.33,0,0
27,1994,1994-09-11,2,23.234,NYJ,,DEN,W 25-22,7,4,41,10.25,0,57.1%,5.86,0,0
28,1994,1994-09-18,3,23.241,NYJ,@,MIA,L 14-28,12,4,71,17.75,0,33.3%,5.92,0,0
29,1994,1994-09-25,4,23.248,NYJ,,CHI,L 7-19,8,4,65,16.25,0,50.0%,8.13,0,0
30,1994,1994-10-02,5,23.255,NYJ,@,CLE,L 7-27,11,5,79,15.80,0,45.5%,7.18,0,0
31,1994,1994-10-09,6,23.262,NYJ,,IND,W 16-6,5,1,1,1.00,1,20.0%,0.20,1,6
32,1994,1994-10-16,7,23.269,NYJ,,NWE,W 24-17,3,3,27,9.00,1,100.0%,9.00,1,6
33,1994,1994-10-30,8,23.283,NYJ,@,IND,L 25-28,7,3,26,8.67,0,42.9%,3.71,0,0
34,1994,1994-11-06,9,23.290,NYJ,,BUF,W 22-17,3,0,0,,0,0.0%,0.00,,
35,1994,1994-11-13,10,23.297,NYJ,@,GNB,L 10-17,6,4,50,12.50,0,66.7%,8.33,0,0
36,1994,1994-11-20,11,23.304,NYJ,@,MIN,W 31-21,13,11,120,10.91,0,84.6%,9.23,0,0
37,1994,1994-11-27,12,23.311,NYJ,,MIA,L 24-28,7,5,81,16.20,2,71.4%,11.57,2,12
38,1994,1994-12-04,13,23.318,NYJ,@,NWE,L 13-24,10,4,35,8.75,0,40.0%,3.50,0,0
39,1994,1994-12-10,14,23.324,NYJ,,DET,L 7-18,7,4,49,12.25,0,57.1%,7.00,0,0
40,1994,1994-12-18,15,23.332,NYJ,,SDG,L 6-21,3,3,23,7.67,0,100.0%,7.67,0,0
41,1994,1994-12-24,16,23.338,NYJ,@,HOU,L 10-24,3,1,7,7.00,0,33.3%,2.33,0,0
42,1995,1995-09-03,1,24.226,NYJ,@,MIA,L 14-52,3,2,23,11.50,0,66.7%,7.67,0,0
43,1995,1995-10-08,6,24.261,NYJ,@,BUF,L 10-29,3,2,13,6.50,0,66.7%,4.33,0,0
44,1995,1995-10-15,7,24.268,NYJ,@,CAR,L 15-26,4,1,7,7.00,0,25.0%,1.75,0,0
45,1995,1995-10-22,8,24.275,NYJ,,MIA,W 17-16,3,2,18,9.00,1,66.7%,6.00,1,6
46,1995,1995-10-29,9,24.282,NYJ,@,IND,L 10-17,4,3,42,14.00,1,75.0%,10.50,1,6
47,1995,1995-11-05,10,24.289,NYJ,,NWE,L 7-20,4,2,14,7.00,0,50.0%,3.50,0,0
48,1995,1995-11-19,11,24.303,NYJ,,BUF,L 26-28,10,5,87,17.40,1,50.0%,8.70,1,6
49,1995,1995-11-26,12,24.310,NYJ,@,SEA,W 16-10,7,5,50,10.00,0,71.4%,7.14,0,0
50,1995,1995-12-03,13,24.317,NYJ,,STL,L 20-23,4,2,19,9.50,0,50.0%,4.75,0,0
51,1995,1995-12-10,14,24.324,NYJ,@,NWE,L 28-31,15,9,108,12.00,1,60.0%,7.20,1,6
52,1995,1995-12-17,15,24.331,NYJ,@,HOU,L 6-23,12,7,72,10.29,1,58.3%,6.00,1,6
53,1995,1995-12-24,16,24.338,NYJ,,NOR,L 0-12,11,5,44,8.80,0,45.5%,4.00,0,0
54,1996,1996-11-28,13,25.313,DAL,,WAS,W 21-10,,0,0,,0,0.0%,,,
55,1996,1996-12-08,14,25.323,DAL,@,ARI,W 10-6,,0,0,,0,0.0%,,,
56,1996,1996-12-15,15,25.330,DAL,,NWE,W 12-6,1,0,0,,0,0.0%,0.00,,
57,1996,1996-12-22,16,25.337,DAL,@,WAS,L 10-37,1,1,17,17.00,0,100.0%,17.00,0,0
