ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-09-23,3,22.104,HOU,,IND,L 24-30,,,,,,,,,,
2,2007,2007-10-21,7,22.132,HOU,,TEN,L 36-38,,,,,,,,,,
3,2007,2007-10-28,8,22.139,HOU,@,SDG,L 10-35,,,,,,,,,,
4,2007,2007-11-04,9,22.146,HOU,@,OAK,W 24-17,,,,,,,,,,
5,2007,2007-11-18,10,22.160,HOU,,NOR,W 23-10,,,,,,,,,,
6,2007,2007-11-25,11,22.167,HOU,@,CLE,L 17-27,,,,,,,,,,
7,2007,2007-12-02,12,22.174,HOU,@,TEN,L 20-28,,,,,,,,,,
8,2007,2007-12-09,13,22.181,HOU,,TAM,W 28-14,,,,,,,,,,
9,2007,2007-12-13,14,22.185,HOU,,DEN,W 31-13,,,,,,,,,,
10,2007,2007-12-23,15,22.195,HOU,@,IND,L 15-38,,,,,,,,,,
11,2007,2007-12-30,16,22.202,HOU,,JAX,W 42-28,,,,,,,,,,
12,2008,2008-09-07,1,23.088,HOU,@,PIT,L 17-38,*,,0,0,0.0,11,2,0,0,0
13,2008,2008-09-21,2,23.102,HOU,@,TEN,L 12-31,*,,0,0,0.0,5,3,0,0,0
14,2008,2008-09-28,3,23.109,HOU,@,JAX,L 27-30,*,,0,0,0.0,5,1,0,0,0
15,2008,2008-10-05,4,23.116,HOU,,IND,L 27-31,*,,0,0,0.0,6,3,1,0,0
16,2008,2008-10-12,5,23.123,HOU,,MIA,W 29-28,*,,0,0,0.0,3,0,0,0,0
17,2008,2008-10-19,6,23.130,HOU,,DET,W 28-21,*,,0,0,1.0,5,1,0,0,0
18,2008,2008-10-26,7,23.137,HOU,,CIN,W 35-6,*,,0,0,0.0,7,5,0,0,0
19,2008,2008-11-02,8,23.144,HOU,@,MIN,L 21-28,*,,0,0,0.0,5,4,0,0,0
20,2009,2009-09-13,1,24.094,HOU,,NYJ,L 7-24,*,,0,0,0.0,4,0,0,0,0
21,2009,2009-09-20,2,24.101,HOU,@,TEN,W 34-31,*,,0,0,0.0,2,1,0,0,0
22,2009,2009-09-27,3,24.108,HOU,,JAX,L 24-31,*,,0,0,0.0,4,1,0,0,0
23,2009,2009-10-04,4,24.115,HOU,,OAK,W 29-6,*,,0,0,0.0,2,2,0,0,0
24,2009,2009-10-11,5,24.122,HOU,@,ARI,L 21-28,*,,0,0,0.0,2,0,0,0,0
25,2009,2009-10-18,6,24.129,HOU,@,CIN,W 28-17,*,,0,0,0.0,0,1,0,0,0
26,2009,2009-10-25,7,24.136,HOU,,SFO,W 24-21,*,,0,0,0.0,4,3,0,0,0
27,2009,2009-11-01,8,24.143,HOU,@,BUF,W 31-10,,,0,0,0.0,1,2,0,0,0
28,2009,2009-11-08,9,24.150,HOU,@,IND,L 17-20,,,,,,,,,,
29,2009,2009-11-23,10,24.165,HOU,,TEN,L 17-20,*,,0,0,0.0,8,1,0,0,0
30,2009,2009-11-29,11,24.171,HOU,,IND,L 27-35,,,0,0,0.0,0,1,0,0,0
31,2009,2009-12-06,12,24.178,HOU,@,JAX,L 18-23,*,1,0,2,0.0,6,2,0,0,0
32,2009,2009-12-13,13,24.185,HOU,,SEA,W 34-7,*,,0,0,0.0,3,1,0,0,0
33,2009,2009-12-20,14,24.192,HOU,@,STL,W 16-13,*,,0,0,0.0,4,0,0,0,0
34,2009,2009-12-27,15,24.199,HOU,@,MIA,W 27-20,*,,0,0,0.0,1,0,0,0,0
35,2009,2010-01-03,16,24.206,HOU,,NWE,W 34-27,,,0,0,0.0,4,2,0,0,0
36,2010,2010-09-12,1,25.093,HOU,,IND,W 34-24,*,,0,0,0.0,9,3,0,0,0
37,2010,2010-09-19,2,25.100,HOU,@,WAS,W 30-27,*,,0,0,0.0,5,3,0,0,0
38,2010,2010-09-26,3,25.107,HOU,,DAL,L 13-27,*,,0,0,0.0,7,0,0,0,0
39,2010,2010-10-03,4,25.114,HOU,@,OAK,W 31-24,*,,0,0,0.0,5,5,0,0,0
40,2010,2010-10-10,5,25.121,HOU,,NYG,L 10-34,*,,0,0,0.0,4,0,0,0,0
41,2010,2010-10-17,6,25.128,HOU,,KAN,W 35-31,,,0,0,0.0,2,1,0,0,0
42,2010,2010-11-01,7,25.143,HOU,@,IND,L 17-30,*,,0,0,0.0,10,1,0,0,0
43,2010,2010-11-07,8,25.149,HOU,,SDG,L 23-29,*,,0,0,0.0,3,5,0,0,0
44,2010,2010-11-14,9,25.156,HOU,@,JAX,L 24-31,*,,0,0,0.0,7,1,0,0,0
45,2010,2010-11-28,11,25.170,HOU,,TEN,W 20-0,,,0,0,0.0,0,1,0,0,0
46,2010,2010-12-02,12,25.174,HOU,@,PHI,L 24-34,,,0,0,0.0,1,0,0,0,0
47,2010,2010-12-13,13,25.185,HOU,,BAL,L 28-34,,,0,0,0.0,2,1,0,0,0
48,2010,2010-12-19,14,25.191,HOU,@,TEN,L 17-31,,,,,,,,,,
49,2010,2010-12-26,15,25.198,HOU,@,DEN,L 23-24,*,,0,0,0.0,0,2,0,0,0
50,2010,2011-01-02,16,25.205,HOU,,JAX,W 34-17,*,,0,0,0.0,3,0,0,0,0
51,2011,2011-09-11,1,26.092,TAM,,DET,L 20-27,,,,,,,,,,
52,2011,2011-09-18,2,26.099,TAM,@,MIN,W 24-20,,,,,,,,,,
