ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1999,1999-09-12,1,23.081,BAL,@,STL,L 10-27,,5,1,28,28.00,1,20.0%,5.60,0,0,,0,1,6,0.0,,
2,1999,1999-10-21,6,23.120,BAL,,KAN,L 8-35,,3,,,,,0.0%,,,,,,,,,,
3,2000,2000-11-05,10,24.135,BAL,@,CIN,W 27-7,,1,1,14,14.00,1,100.0%,14.00,0,0,,0,1,6,0.0,,
4,2000,2000-11-12,11,24.142,BAL,@,TEN,W 24-23,,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,,
5,2000,2000-11-19,12,24.149,BAL,,DAL,W 27-0,,2,1,32,32.00,0,50.0%,16.00,0,0,,0,0,0,0.0,,
6,2000,2000-11-26,13,24.156,BAL,,CLE,W 44-7,,6,4,68,17.00,0,66.7%,11.33,0,0,,0,0,0,0.0,,
7,2000,2000-12-10,14,24.170,BAL,,SDG,W 24-3,,4,4,55,13.75,1,100.0%,13.75,0,0,,0,1,6,0.0,,
8,2000,2000-12-17,15,24.177,BAL,@,ARI,W 13-7,,2,0,0,,0,0.0%,0.00,1,6,6.00,0,0,0,0.0,,
9,2000,2000-12-24,16,24.184,BAL,,NYJ,W 34-20,,,,,,,0.0%,,,,,,,,,,
10,2001,2001-09-09,1,25.078,BAL,,CHI,W 17-6,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,0.0,,
11,2001,2001-09-23,2,25.092,BAL,@,CIN,L 10-21,*,7,2,19,9.50,0,28.6%,2.71,0,0,,0,0,0,0.0,,
12,2001,2001-09-30,3,25.099,BAL,@,DEN,W 20-13,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
13,2001,2001-10-07,4,25.106,BAL,,TEN,W 26-7,,2,,,,,0.0%,,,,,,,,,,
