ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1977,1977-09-25,2,25.060,MIA,@,SFO,W 19-15,,,,,,,
2,1977,1977-10-02,3,25.067,MIA,,HOU,W 27-7,,,,,,,
3,1977,1977-10-09,4,25.074,MIA,@,BAL,L 28-45,,,,,,,
4,1977,1977-10-16,5,25.081,MIA,,NYJ,W 21-17,,,,,,,
5,1977,1977-10-23,6,25.088,MIA,,SEA,W 31-13,,,,,,,
6,1977,1977-10-30,7,25.095,MIA,,SDG,L 13-14,,,,,,,
7,1977,1977-11-06,8,25.102,MIA,@,NYJ,W 14-10,,,,,,,
8,1977,1977-11-13,9,25.109,MIA,,NWE,W 17-5,,,,,,,
9,1977,1977-11-20,10,25.116,MIA,@,CIN,L 17-23,,,,,,,
10,1977,1977-11-24,11,25.120,MIA,@,STL,W 55-14,,,,,,,
11,1977,1977-12-05,12,25.131,MIA,,BAL,W 17-6,,,,,,,
12,1977,1977-12-11,13,25.137,MIA,@,NWE,L 10-14,,,,,,,
13,1977,1977-12-17,14,25.143,MIA,,BUF,W 31-14,,,,,,,
14,1978,1978-09-03,1,26.038,MIA,@,NYJ,L 20-33,,,,,,,
15,1978,1978-09-10,2,26.045,MIA,@,BAL,W 42-0,0,0,,0,1,21,0
16,1978,1978-09-17,3,26.052,MIA,,BUF,W 31-24,,,,,,,
17,1978,1978-09-24,4,26.059,MIA,@,PHI,L 3-17,1,5,5.00,0,0,0,0
18,1978,1978-10-01,5,26.066,MIA,,STL,W 24-10,,,,,,,
19,1978,1978-10-09,6,26.074,MIA,,CIN,W 21-0,,,,,,,
20,1978,1978-10-15,7,26.080,MIA,@,SDG,W 28-21,,,,,,,
21,1978,1978-10-22,8,26.087,MIA,@,NWE,L 24-33,,,,,,,
22,1978,1978-10-29,9,26.094,MIA,,BAL,W 26-8,,,,,,,
23,1978,1978-11-05,10,26.101,MIA,,DAL,W 23-16,,,,,,,
24,1978,1978-11-12,11,26.108,MIA,@,BUF,W 25-24,,,,,,,
25,1978,1978-11-20,12,26.116,MIA,@,HOU,L 30-35,,,,,,,
26,1978,1978-11-26,13,26.122,MIA,,NYJ,L 13-24,,,,,,,
27,1978,1978-12-03,14,26.129,MIA,@,WAS,W 16-0,,,,,,,
28,1978,1978-12-10,15,26.136,MIA,,OAK,W 23-6,,,,,,,
29,1978,1978-12-18,16,26.144,MIA,,NWE,W 23-3,,,,,,,
30,1979,1979-09-02,1,27.037,SFO,@,MIN,L 22-28,,,,,,,
31,1979,1979-09-09,2,27.044,SFO,,DAL,L 13-21,,,,,,,
32,1979,1979-09-16,3,27.051,SFO,@,RAM,L 24-27,,,,,,,
33,1979,1979-09-23,4,27.058,SFO,,NOR,L 21-30,,,,,,,
34,1979,1979-09-30,5,27.065,SFO,@,SDG,L 9-31,,,,,,,
35,1979,1979-10-07,6,27.072,SFO,,SEA,L 24-35,,,,,,,
36,1979,1979-10-14,7,27.079,SFO,@,NYG,L 16-32,,,,,,,
37,1979,1979-10-21,8,27.086,SFO,,ATL,W 20-15,,,,,,,
38,1979,1979-10-28,9,27.093,SFO,,CHI,L 27-28,,,,,,,
39,1979,1979-11-04,10,27.100,SFO,@,OAK,L 10-23,0,0,,0,1,0,0
40,1979,1979-11-11,11,27.107,SFO,@,NOR,L 20-31,,,,,,,
41,1979,1979-11-18,12,27.114,SFO,,DEN,L 28-38,,,,,,,
42,1979,1979-11-25,13,27.121,SFO,,RAM,L 20-26,0,0,,0,1,0,0
43,1979,1979-12-02,14,27.128,SFO,@,STL,L 10-13,,,,,,,
44,1979,1979-12-09,15,27.135,SFO,,TAM,W 23-7,,,,,,,
45,1979,1979-12-16,16,27.142,SFO,@,ATL,L 21-31,0,0,,0,1,54,0
46,1980,1980-09-07,1,28.042,SFO,@,NOR,W 26-23,,,,,,,
47,1980,1980-09-14,2,28.049,SFO,,STL,W 24-21,,,,,,,
48,1980,1980-09-21,3,28.056,SFO,@,NYJ,W 37-27,,,,,,,
49,1980,1980-09-28,4,28.063,SFO,,ATL,L 17-20,,,,,,,
50,1980,1980-10-05,5,28.070,SFO,@,RAM,L 26-48,,,,,,,
51,1980,1980-10-12,6,28.077,SFO,@,DAL,L 14-59,,,,,,,
52,1980,1980-10-19,7,28.084,SFO,,RAM,L 17-31,,,,,,,
53,1980,1980-10-26,8,28.091,SFO,,TAM,L 23-24,,,,,,,
54,1980,1980-11-02,9,28.098,SFO,@,DET,L 13-17,,,,,,,
55,1980,1980-11-09,10,28.105,SFO,@,GNB,L 16-23,,,,,,,
56,1980,1980-11-16,11,28.112,SFO,@,MIA,L 13-17,,,,,,,
57,1980,1980-11-23,12,28.119,SFO,,NYG,W 12-0,,,,,,,
58,1980,1980-11-30,13,28.126,SFO,,NWE,W 21-17,,,,,,,
59,1980,1980-12-07,14,28.133,SFO,,NOR,W 38-35,,,,,,,
60,1980,1980-12-14,15,28.140,SFO,@,ATL,L 10-35,,,,,,,
61,1980,1980-12-21,16,28.147,SFO,,BUF,L 13-18,,,,,,,
