ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
42,2008,2008-11-20,11,25.328,CIN,@,PIT,L 10-27,*,16,35,2.19,0,2,1,4,4.00,0,50.0%,2.00,,0,0,0.0,0,0
43,2008,2008-11-30,12,25.338,CIN,,BAL,L 3-34,*,10,17,1.70,0,2,2,1,0.50,0,100.0%,0.50,,0,0,0.0,0,0
44,2008,2008-12-07,13,25.345,CIN,@,IND,L 3-35,*,16,57,3.56,0,2,2,1,0.50,0,100.0%,0.50,,0,0,0.0,0,0
45,2008,2008-12-14,14,25.352,CIN,,WAS,W 20-13,*,21,73,3.48,0,5,3,88,29.33,0,60.0%,17.60,,0,0,0.0,0,0
46,2008,2008-12-21,15,25.359,CIN,@,CLE,W 14-0,*,38,171,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
47,2008,2008-12-28,16,26.000,CIN,,KAN,W 16-6,*,25,111,4.44,1,2,2,19,9.50,0,100.0%,9.50,,1,6,0.0,0,0
48,2009,2009-09-13,1,26.259,CIN,,DEN,L 7-12,*,21,76,3.62,1,4,4,32,8.00,0,100.0%,8.00,,1,6,0.0,0,0
49,2009,2009-09-20,2,26.266,CIN,@,GNB,W 31-24,*,29,141,4.86,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
50,2009,2009-09-27,3,26.273,CIN,,PIT,W 23-20,*,16,76,4.75,1,2,1,5,5.00,0,50.0%,2.50,,1,6,0.0,0,0
51,2009,2009-10-04,4,26.280,CIN,@,CLE,W 23-20,*,18,74,4.11,0,3,1,12,12.00,0,33.3%,4.00,,0,0,0.0,0,0
52,2009,2009-10-11,5,26.287,CIN,@,BAL,W 17-14,*,27,120,4.44,1,3,2,16,8.00,0,66.7%,5.33,,1,6,0.0,0,0
53,2009,2009-10-18,6,26.294,CIN,,HOU,L 17-28,*,16,44,2.75,1,2,2,1,0.50,0,100.0%,0.50,,1,6,0.0,1,0
54,2009,2009-10-25,7,26.301,CIN,,CHI,W 45-10,*,37,189,5.11,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
55,2009,2009-11-08,8,26.315,CIN,,BAL,W 17-7,*,34,117,3.44,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
56,2009,2009-11-15,9,26.322,CIN,@,PIT,W 18-12,*,7,22,3.14,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
57,2009,2009-12-06,12,26.343,CIN,,DET,W 23-13,*,36,110,3.06,0,2,2,15,7.50,0,100.0%,7.50,,0,0,0.0,0,0
58,2009,2009-12-13,13,26.350,CIN,@,MIN,L 10-30,*,16,96,6.00,0,2,1,4,4.00,0,50.0%,2.00,,0,0,0.0,1,0
59,2009,2009-12-20,14,26.357,CIN,@,SDG,L 24-27,*,15,53,3.53,0,3,2,19,9.50,0,66.7%,6.33,,0,0,0.0,0,0
60,2009,2009-12-27,15,26.364,CIN,,KAN,W 17-10,*,29,133,4.59,0,2,2,7,3.50,0,100.0%,3.50,,0,0,0.0,0,0
61,2010,2010-09-12,1,27.258,CIN,@,NWE,L 24-38,*,15,43,2.87,1,2,1,11,11.00,0,50.0%,5.50,,1,6,0.0,0,0
62,2010,2010-09-19,2,27.265,CIN,,BAL,W 15-10,*,23,78,3.39,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
63,2010,2010-09-26,3,27.272,CIN,@,CAR,W 20-7,*,27,81,3.00,1,3,2,9,4.50,1,66.7%,3.00,,2,12,0.0,0,0
64,2010,2010-10-03,4,27.279,CIN,@,CLE,L 20-23,*,15,60,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
65,2010,2010-10-10,5,27.286,CIN,,TAM,L 21-24,*,23,144,6.26,0,3,2,19,9.50,0,66.7%,6.33,1,0,2,0.0,0,0
66,2010,2010-10-24,6,27.300,CIN,@,ATL,L 32-39,*,20,70,3.50,0,2,1,6,6.00,0,50.0%,3.00,,0,0,0.0,0,0
67,2010,2010-10-31,7,27.307,CIN,,MIA,L 14-22,*,20,69,3.45,0,3,3,12,4.00,0,100.0%,4.00,,0,0,0.0,0,0
68,2010,2010-11-08,8,27.315,CIN,,PIT,L 21-27,*,18,54,3.00,1,2,2,20,10.00,0,100.0%,10.00,,1,6,0.0,0,0
69,2010,2010-11-14,9,27.321,CIN,@,IND,L 17-23,*,14,24,1.71,0,5,5,27,5.40,0,100.0%,5.40,,0,0,0.0,0,0
70,2010,2010-11-21,10,27.328,CIN,,BUF,L 31-49,*,25,124,4.96,1,3,3,22,7.33,0,100.0%,7.33,,1,6,0.0,0,0
71,2010,2010-11-25,11,27.332,CIN,@,NYJ,L 10-26,*,18,41,2.28,0,3,1,0,0.00,0,33.3%,0.00,,0,0,0.0,0,0
72,2010,2010-12-05,12,27.342,CIN,,NOR,L 30-34,*,19,49,2.58,2,2,2,14,7.00,0,100.0%,7.00,,2,12,0.0,0,0
73,2010,2010-12-12,13,27.349,CIN,@,PIT,L 7-23,*,8,19,2.38,0,3,3,26,8.67,0,100.0%,8.67,,0,0,0.0,0,0
74,2010,2010-12-19,14,27.356,CIN,,CLE,W 19-17,*,31,150,4.84,1,1,0,0,,0,0.0%,0.00,,1,6,0.0,0,0
75,2010,2010-12-26,15,27.363,CIN,,SDG,W 34-20,*,24,52,2.17,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
76,2010,2011-01-02,16,28.005,CIN,@,BAL,L 7-13,*,21,53,2.52,0,4,3,12,4.00,0,75.0%,3.00,,0,0,0.0,0,0
77,2011,2011-09-11,1,28.257,CIN,@,CLE,W 27-17,*,25,121,4.84,1,1,1,2,2.00,0,100.0%,2.00,,1,6,0.0,0,0
78,2011,2011-09-18,2,28.264,CIN,@,DEN,L 22-24,*,16,59,3.69,0,3,3,17,5.67,0,100.0%,5.67,,0,0,0.0,0,0
79,2011,2011-09-25,3,28.271,CIN,,SFO,L 8-13,*,17,64,3.76,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
80,2011,2011-10-02,4,28.278,CIN,,BUF,W 23-20,*,19,104,5.47,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0
81,2011,2011-10-09,5,28.285,CIN,@,JAX,W 30-20,*,24,53,2.21,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
82,2011,2011-10-16,6,28.292,CIN,,IND,W 27-17,*,16,57,3.56,1,1,1,5,5.00,0,100.0%,5.00,,1,6,0.0,0,0
83,2011,2011-11-06,8,28.313,CIN,@,TEN,W 24-17,*,20,78,3.90,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
84,2011,2011-11-13,9,28.320,CIN,,PIT,L 17-24,*,15,57,3.80,0,1,1,5,5.00,0,100.0%,5.00,,0,0,0.0,0,1
85,2011,2011-11-20,10,28.327,CIN,@,BAL,L 24-31,*,15,41,2.73,2,1,0,0,,0,0.0%,0.00,,2,12,0.0,1,0
86,2011,2011-11-27,11,28.334,CIN,,CLE,W 23-20,*,21,106,5.05,1,5,4,24,6.00,0,80.0%,4.80,,1,6,0.0,0,0
87,2011,2011-12-04,12,28.341,CIN,@,PIT,L 7-35,*,13,52,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
88,2011,2011-12-11,13,28.348,CIN,,HOU,L 19-20,*,21,91,4.33,0,1,1,0,0.00,0,100.0%,0.00,,0,0,0.0,0,0
89,2011,2011-12-18,14,28.355,CIN,@,STL,W 20-13,*,22,76,3.45,1,2,1,11,11.00,0,50.0%,5.50,,1,6,0.0,0,0
90,2011,2011-12-24,15,28.361,CIN,,ARI,W 23-16,*,16,57,3.56,0,2,1,8,8.00,0,50.0%,4.00,,0,0,0.0,0,0
91,2011,2012-01-01,16,29.004,CIN,,BAL,L 16-24,*,13,51,3.92,0,3,2,10,5.00,0,66.7%,3.33,,0,0,0.0,0,0
92,2012,2012-09-09,1,29.256,GNB,,SFO,L 22-30,*,9,18,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
93,2012,2012-09-13,2,29.260,GNB,,CHI,W 23-10,*,20,81,4.05,0,4,4,35,8.75,0,100.0%,8.75,,0,0,0.0,0,0
94,2012,2012-09-24,3,29.271,GNB,@,SEA,L 12-14,*,17,45,2.65,1,5,4,19,4.75,0,80.0%,3.80,,1,6,0.0,0,0
95,2012,2012-09-30,4,29.277,GNB,,NOR,W 28-27,*,18,84,4.67,0,4,4,22,5.50,0,100.0%,5.50,,0,0,0.0,0,0
96,2012,2012-10-07,5,29.284,GNB,@,IND,L 27-30,*,7,20,2.86,0,2,2,21,10.50,0,100.0%,10.50,,0,0,0.0,0,0
