ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1984,1984-09-02,1,23.010,MIN,,SDG,L 13-42,0,0,,0,0,0,,0,0,
2,1984,1984-09-09,2,23.017,MIN,@,PHI,L 17-19,0,0,,0,1,-10,-10.00,0,0,0
3,1984,1984-09-16,3,23.024,MIN,,ATL,W 27-20,1,43,43.00,1,0,0,,0,1,6
4,1984,1984-09-23,4,23.031,MIN,@,DET,W 29-28,0,0,,0,0,0,,0,0,
5,1984,1984-09-30,5,23.038,MIN,,SEA,L 12-20,0,0,,0,0,0,,0,0,
6,1984,1984-10-07,6,23.045,MIN,@,TAM,L 31-35,0,0,,0,0,0,,0,0,
7,1984,1984-10-14,7,23.052,MIN,@,RAI,L 20-23,0,0,,0,0,0,,0,0,
8,1984,1984-10-21,8,23.059,MIN,,DET,L 14-16,0,0,,0,1,-5,-5.00,0,0,0
9,1984,1984-10-28,9,23.066,MIN,@,CHI,L 7-16,0,0,,0,0,0,,0,0,
10,1984,1984-11-04,10,23.073,MIN,,TAM,W 27-24,0,0,,0,0,0,,0,0,
11,1984,1984-11-11,11,23.080,MIN,@,GNB,L 17-45,1,33,33.00,0,0,0,,0,0,0
12,1984,1984-11-18,12,23.087,MIN,@,DEN,L 21-42,4,33,8.25,0,0,0,,0,0,0
13,1984,1984-11-25,13,23.094,MIN,,CHI,L 3-34,1,6,6.00,0,0,0,,0,0,0
14,1984,1984-11-29,14,23.098,MIN,,WAS,L 17-31,0,0,,0,0,0,,0,0,
15,1984,1984-12-08,15,23.107,MIN,@,SFO,L 7-51,1,6,6.00,0,0,0,,0,0,0
16,1984,1984-12-16,16,23.115,MIN,,GNB,L 14-38,3,22,7.33,0,1,1,1.00,0,0,0
