ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1991,1991-09-01,1,21.309,SEA,@,NOR,L 24-27,,3,3,100.0,1,2,50.0,0,6,0,0,,0
2,1991,1991-09-08,2,21.316,SEA,,NYJ,W 20-13,,2,2,100.0,2,3,66.7,0,8,0,0,,0
3,1991,1991-09-15,3,21.323,SEA,@,DEN,L 10-16,,1,1,100.0,1,1,100.0,0,4,0,0,,0
4,1991,1991-09-22,4,21.330,SEA,@,KAN,L 13-20,,1,1,100.0,2,3,66.7,0,7,0,0,,0
5,1991,1991-09-29,5,21.337,SEA,,IND,W 31-3,,4,4,100.0,1,1,100.0,0,7,0,0,,0
6,1991,1991-10-06,6,21.344,SEA,@,CIN,W 13-7,,1,1,100.0,2,3,66.7,0,7,0,0,,0
7,1991,1991-10-13,7,21.351,SEA,,RAI,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
8,1991,1991-10-20,8,21.358,SEA,@,PIT,W 27-7,,3,3,100.0,2,2,100.0,0,9,0,0,,0
9,1991,1991-10-27,9,22.000,SEA,,SDG,W 20-9,,2,2,100.0,2,2,100.0,0,8,0,0,,0
10,1991,1991-11-10,10,22.014,SEA,@,SDG,L 14-17,,2,2,100.0,,,,0,2,,,,
11,1991,1991-11-17,11,22.021,SEA,@,RAI,L 7-31,,1,1,100.0,,,,0,1,,,,
12,1991,1991-11-24,12,22.028,SEA,,DEN,W 13-10,,1,1,100.0,2,2,100.0,0,7,0,0,,0
13,1991,1991-12-01,13,22.035,SEA,,KAN,L 6-19,,,,,2,2,100.0,0,6,0,0,,0
14,1991,1991-12-08,14,22.042,SEA,,SFO,L 22-24,,1,1,100.0,3,4,75.0,0,10,0,0,,0
15,1991,1991-12-15,15,22.049,SEA,@,ATL,L 13-26,,1,1,100.0,2,3,66.7,0,7,0,0,,0
16,1991,1991-12-22,16,22.056,SEA,,RAM,W 23-9,,2,3,66.7,1,1,100.0,0,5,0,0,,0
17,1992,1992-09-06,1,22.315,SEA,,CIN,L 3-21,,,,,1,1,100.0,0,3,0,0,,0
18,1992,1992-09-13,2,22.322,SEA,@,KAN,L 7-26,,1,1,100.0,,,,0,1,,,,
19,1992,1992-09-20,3,22.329,SEA,@,NWE,W 10-6,,1,1,100.0,1,2,50.0,0,4,0,0,,0
20,1992,1992-09-27,4,22.336,SEA,,MIA,L 17-19,,2,2,100.0,1,1,100.0,0,5,0,0,,0
21,1992,1992-10-04,5,22.343,SEA,@,SDG,L 6-17,,,,,2,2,100.0,0,6,0,0,,0
22,1992,1992-10-11,6,22.350,SEA,@,DAL,L 0-27,,,,,,1,0.0,0,0,0,0,,0
23,1992,1992-10-18,7,22.357,SEA,,RAI,L 0-19,,,,,,,,,,,,,
24,1992,1992-10-25,8,22.364,SEA,@,NYG,L 10-23,,1,1,100.0,1,1,100.0,0,4,0,0,,0
25,1992,1992-11-08,9,23.012,SEA,,WAS,L 3-16,,,,,1,2,50.0,0,3,0,0,,0
26,1992,1992-11-15,10,23.019,SEA,@,RAI,L 3-20,,,,,1,2,50.0,0,3,0,0,,0
27,1992,1992-11-22,11,23.026,SEA,,KAN,L 14-24,,2,2,100.0,,,,0,2,,,,
28,1992,1992-11-30,12,23.034,SEA,,DEN,W 16-13,,1,1,100.0,3,4,75.0,0,10,0,0,,0
29,1992,1992-12-06,13,23.040,SEA,@,PIT,L 14-20,,2,2,100.0,,3,0.0,0,2,0,0,,0
30,1992,1992-12-13,14,23.047,SEA,,PHI,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
31,1992,1992-12-20,15,23.054,SEA,@,DEN,L 6-10,,,,,2,2,100.0,0,6,0,0,,0
32,1992,1992-12-27,16,23.061,SEA,,SDG,L 14-31,,2,2,100.0,,,,0,2,,,,
33,1993,1993-09-05,1,23.313,SEA,@,SDG,L 12-18,,1,1,100.0,1,2,50.0,0,4,0,0,,0
34,1993,1993-09-12,2,23.320,SEA,,RAI,L 13-17,,1,1,100.0,2,2,100.0,0,7,0,0,,0
35,1993,1993-09-19,3,23.327,SEA,@,NWE,W 17-14,,2,2,100.0,1,2,50.0,0,5,0,0,,0
36,1993,1993-09-26,4,23.334,SEA,@,CIN,W 19-10,,1,1,100.0,4,4,100.0,0,13,0,0,,0
37,1993,1993-10-03,5,23.341,SEA,,SDG,W 31-14,,4,4,100.0,1,1,100.0,0,7,0,0,,0
38,1993,1993-10-17,6,23.355,SEA,@,DET,L 10-30,,1,1,100.0,1,1,100.0,0,4,0,0,,0
39,1993,1993-10-24,7,23.362,SEA,,NWE,W 10-9,,1,1,100.0,1,1,100.0,0,4,0,0,,0
40,1993,1993-10-31,8,24.004,SEA,@,DEN,L 17-28,,2,2,100.0,1,1,100.0,0,5,0,0,,0
41,1993,1993-11-07,9,24.011,SEA,@,HOU,L 14-24,,2,2,100.0,,,,0,2,,,,
42,1993,1993-11-14,10,24.018,SEA,,CLE,W 22-5,,2,2,100.0,2,4,50.0,0,8,0,0,,0
43,1993,1993-11-28,11,24.032,SEA,,DEN,L 9-17,,1,1,100.0,,,,0,1,,,,
44,1993,1993-12-05,12,24.039,SEA,,KAN,L 16-31,,1,1,100.0,3,3,100.0,0,10,0,0,,0
45,1993,1993-12-12,13,24.046,SEA,@,RAI,L 23-27,,3,3,100.0,,,,0,3,,,,
46,1993,1993-12-19,14,24.053,SEA,,PHO,L 27-30,,3,3,100.0,2,3,66.7,0,9,0,0,,0
47,1993,1993-12-26,15,24.060,SEA,,PIT,W 16-6,,1,1,100.0,3,3,100.0,0,10,0,0,,0
48,1993,1994-01-02,16,24.067,SEA,@,KAN,L 24-34,,3,3,100.0,1,1,100.0,0,6,0,0,,0
49,1994,1994-09-04,1,24.312,SEA,@,WAS,W 28-7,,4,4,100.0,,,,0,4,,,,
50,1994,1994-09-11,2,24.319,SEA,@,RAI,W 38-9,,5,5,100.0,1,1,100.0,0,8,0,0,,0
51,1994,1994-09-18,3,24.326,SEA,,SDG,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
52,1994,1994-09-25,4,24.333,SEA,,PIT,W 30-13,,3,3,100.0,3,3,100.0,0,12,0,0,,0
53,1994,1994-10-02,5,24.340,SEA,@,IND,L 15-17,,1,1,100.0,2,3,66.7,0,7,0,0,,0
54,1994,1994-10-09,6,24.347,SEA,,DEN,L 9-16,,,,,3,3,100.0,0,9,0,0,,0
55,1994,1994-10-23,7,24.361,SEA,@,KAN,L 23-38,,1,1,100.0,,,,0,1,,,,
56,1994,1994-10-30,8,25.003,SEA,@,SDG,L 15-35,,1,1,100.0,,,,0,1,,,,
57,1994,1994-11-06,9,25.010,SEA,,CIN,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
58,1994,1994-11-13,10,25.017,SEA,@,DEN,L 10-17,,1,1,100.0,1,2,50.0,0,4,0,0,,0
59,1994,1994-11-20,11,25.024,SEA,,TAM,W 22-21,,2,2,100.0,,,,0,2,,,,
60,1994,1994-11-27,12,25.031,SEA,,KAN,W 10-9,,1,1,100.0,1,1,100.0,0,4,0,0,,0
61,1994,1994-12-04,13,25.038,SEA,,IND,L 19-31,,1,1,100.0,2,2,100.0,0,7,0,0,,0
62,1994,1994-12-11,14,25.045,SEA,@,HOU,W 16-14,,1,2,50.0,1,1,100.0,0,4,0,0,,0
63,1994,1994-12-18,15,25.052,SEA,,RAI,L 16-17,,1,1,100.0,3,4,75.0,0,10,0,0,,0
64,1994,1994-12-24,16,25.058,SEA,@,CLE,L 9-35,,,,,1,2,50.0,0,3,0,0,,0
65,1995,1995-09-03,1,25.311,CAR,@,ATL,L 20-23,,2,2,100.0,2,2,100.0,0,8,0,0,,0
66,1995,1995-09-10,2,25.318,CAR,@,BUF,L 9-31,,,,,3,4,75.0,0,9,1,32,32.00,0
67,1995,1995-09-17,3,25.325,CAR,,STL,L 10-31,,1,1,100.0,1,1,100.0,0,4,0,0,,0
68,1995,1995-10-01,4,25.339,CAR,,TAM,L 13-20,,1,2,50.0,,,,0,1,,,,
69,1995,1995-10-08,5,25.346,CAR,@,CHI,L 27-31,,3,3,100.0,2,2,100.0,0,9,0,0,,0
70,1995,1995-10-15,6,25.353,CAR,,NYJ,W 26-15,,2,2,100.0,4,5,80.0,0,14,0,0,,0
71,1995,1995-10-22,7,25.360,CAR,,NOR,W 20-3,,2,2,100.0,2,2,100.0,0,8,0,0,,0
72,1995,1995-10-29,8,26.002,CAR,@,NWE,W 20-17,,2,2,100.0,2,4,50.0,0,8,0,0,,0
73,1995,1995-11-05,9,26.009,CAR,@,SFO,W 13-7,,1,1,100.0,2,2,100.0,0,7,0,0,,0
74,1995,1995-11-12,10,26.016,CAR,@,STL,L 17-28,,2,2,100.0,1,2,50.0,0,5,0,0,,0
75,1995,1995-11-19,11,26.023,CAR,,ARI,W 27-7,,3,3,100.0,2,3,66.7,0,9,0,0,,0
76,1995,1995-11-26,12,26.030,CAR,@,NOR,L 26-34,,1,1,100.0,1,1,100.0,0,4,0,0,,0
77,1995,1995-12-03,13,26.037,CAR,,IND,W 13-10,,1,1,100.0,2,3,66.7,0,7,0,0,,0
78,1995,1995-12-10,14,26.044,CAR,,SFO,L 10-31,,1,1,100.0,1,1,100.0,0,4,0,0,,0
79,1995,1995-12-17,15,26.051,CAR,,ATL,W 21-17,,3,3,100.0,,,,0,3,,,,
80,1995,1995-12-24,16,26.058,CAR,@,WAS,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
81,1996,1996-09-01,1,26.310,CAR,,ATL,W 29-6,,2,2,100.0,5,5,100.0,0,17,0,0,,0
82,1996,1996-09-08,2,26.317,CAR,@,NOR,W 22-20,,1,1,100.0,5,5,100.0,0,16,0,0,,0
83,1996,1996-09-22,3,26.331,CAR,,SFO,W 23-7,,2,2,100.0,3,3,100.0,0,11,0,0,,0
84,1996,1996-09-29,4,26.338,CAR,@,JAX,L 14-24,,,1,0.0,,1,0.0,0,0,0,0,,0
85,1996,1996-10-06,5,26.345,CAR,@,MIN,L 12-14,,1,1,100.0,1,1,100.0,0,4,0,0,,0
86,1996,1996-10-13,6,26.352,CAR,,STL,W 45-13,,6,6,100.0,1,3,33.3,0,9,0,0,,0
87,1996,1996-10-20,7,26.359,CAR,,NOR,W 19-7,,1,1,100.0,4,5,80.0,0,13,0,0,,0
88,1996,1996-10-27,8,27.000,CAR,@,PHI,L 9-20,,,,,3,4,75.0,0,9,0,0,,0
89,1996,1996-11-03,9,27.007,CAR,@,ATL,L 17-20,,2,2,100.0,1,1,100.0,0,5,0,0,,0
90,1996,1996-11-10,10,27.014,CAR,,NYG,W 27-17,,3,3,100.0,2,3,66.7,0,9,0,0,,0
91,1996,1996-11-17,11,27.021,CAR,@,STL,W 20-10,,2,2,100.0,2,2,100.0,0,8,0,0,,0
92,1996,1996-11-24,12,27.028,CAR,@,HOU,W 31-6,,4,4,100.0,1,1,100.0,0,7,0,0,,0
93,1996,1996-12-01,13,27.035,CAR,,TAM,W 24-0,,3,3,100.0,1,1,100.0,0,6,1,30,30.00,0
94,1996,1996-12-08,14,27.042,CAR,@,SFO,W 30-24,,3,3,100.0,3,5,60.0,0,12,0,0,,0
95,1996,1996-12-15,15,27.049,CAR,,BAL,W 27-16,,3,3,100.0,2,2,100.0,0,9,0,0,,0
96,1996,1996-12-22,16,27.056,CAR,,PIT,W 18-14,,1,1,100.0,3,3,100.0,0,10,0,0,,0
97,1997,1997-08-31,1,27.308,CAR,,WAS,L 10-24,,1,1,100.0,1,1,100.0,0,4,0,0,,0
98,1997,1997-09-07,2,27.315,CAR,@,ATL,W 9-6,,,,,3,4,75.0,0,9,0,0,,0
99,1997,1997-09-14,3,27.322,CAR,@,SDG,W 26-7,,2,2,100.0,4,4,100.0,0,14,0,0,,0
100,1997,1997-09-21,4,27.329,CAR,,KAN,L 14-35,,2,2,100.0,,2,0.0,0,2,0,0,,0
101,1997,1997-09-29,5,27.337,CAR,,SFO,L 21-34,,3,3,100.0,,,,0,3,,,,
102,1997,1997-10-12,6,27.350,CAR,@,MIN,L 14-21,,2,2,100.0,,,,0,2,,,,
103,1997,1997-10-19,7,27.357,CAR,@,NOR,W 13-0,,1,1,100.0,2,2,100.0,0,7,0,0,,0
104,1997,1997-10-26,8,27.364,CAR,,ATL,W 21-12,,3,3,100.0,,,,0,3,,,,
105,1997,1997-11-02,9,28.006,CAR,,OAK,W 38-14,,5,5,100.0,1,1,100.0,0,8,0,0,,0
106,1997,1997-11-09,10,28.013,CAR,@,DEN,L 0-34,,,,,,,,,,,,,
