ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2007,2007-09-09,1,26.294,CAR,@,STL,W 27-13,,,,,,,,
2,2007,2007-09-16,2,26.301,CAR,,HOU,L 21-34,,,,,,,,
3,2007,2007-09-23,3,26.308,CAR,@,ATL,W 27-20,,,,,,,,
4,2007,2007-11-04,8,26.350,CAR,@,TEN,L 7-20,,,,,,,,
5,2007,2007-12-09,13,27.020,MIN,@,SFO,W 27-7,,0,0,,0,1.0,,
6,2007,2007-12-17,14,27.028,MIN,,CHI,W 20-13,,,,,,,,
7,2007,2007-12-23,15,27.034,MIN,,WAS,L 21-32,,1,2,2.00,0,0.0,,
8,2007,2007-12-30,16,27.041,MIN,@,DEN,L 19-22,,,,,,,,
9,2008,2008-09-08,1,27.294,MIN,@,GNB,L 19-24,,,,,,,,
10,2008,2008-09-14,2,27.300,MIN,,IND,L 15-18,,,,,,,,
11,2008,2008-09-21,3,27.307,MIN,,CAR,W 20-10,,0,0,,0,0.0,1,0
12,2008,2008-09-28,4,27.314,MIN,@,TEN,L 17-30,*,,,,,,,
13,2008,2008-10-06,5,27.322,MIN,@,NOR,W 30-27,,,,,,,,
14,2008,2008-10-12,6,27.328,MIN,,DET,W 12-10,,,,,,,,
15,2008,2008-11-09,9,27.356,MIN,,GNB,W 28-27,,,,,,,,
16,2008,2008-12-07,13,28.018,MIN,@,DET,W 20-16,,0,0,,0,0.0,0,0
