ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1974,1974-09-15,1,23.055,STL,,PHI,W 7-3,,,,,,,,,,
2,1974,1974-09-22,2,23.062,STL,@,WAS,W 17-10,1,5,5.00,0,0,0,,0,0,0
3,1974,1974-09-29,3,23.069,STL,,CLE,W 29-7,,,,,,,,,,
4,1974,1974-10-06,4,23.076,STL,@,SFO,W 34-9,1,15,15.00,0,0,0,,0,0,0
5,1974,1974-10-13,5,23.083,STL,,DAL,W 31-28,,,,,,,,,,
6,1974,1974-10-20,6,23.090,STL,@,HOU,W 31-27,2,16,8.00,0,0,0,,0,0,0
7,1974,1974-10-27,7,23.097,STL,,WAS,W 23-20,2,15,7.50,0,1,5,5.00,0,0,0
8,1974,1974-11-03,8,23.104,STL,@,DAL,L 14-17,1,13,13.00,0,0,0,,0,0,0
9,1974,1974-11-11,9,23.112,STL,,MIN,L 24-28,1,40,40.00,1,0,0,,0,1,6
10,1974,1974-11-17,10,23.118,STL,@,PHI,W 13-3,1,7,7.00,0,0,0,,0,0,0
11,1974,1974-11-24,11,23.125,STL,@,NYG,W 23-21,4,41,10.25,0,0,0,,0,0,0
12,1974,1974-12-01,12,23.132,STL,,KAN,L 13-17,,,,,,,,,,
13,1974,1974-12-08,13,23.139,STL,@,NOR,L 0-14,,,,,,,,,,
14,1974,1974-12-15,14,23.146,STL,,NYG,W 26-14,,,,,,,,,,
15,1975,1975-09-21,1,24.061,STL,,ATL,W 23-20,,,,,,,,,,
16,1975,1975-09-28,2,24.068,STL,@,DAL,L 31-37,1,10,10.00,0,0,0,,0,0,0
17,1975,1975-10-05,3,24.075,STL,,NYG,W 26-14,,,,,,,,,,
18,1975,1975-10-13,4,24.083,STL,@,WAS,L 17-27,,,,,,,,,,
19,1975,1975-10-19,5,24.089,STL,,PHI,W 31-20,,,,,,,,,,
20,1975,1975-10-25,6,24.095,STL,@,NYG,W 20-13,,,,,,,,,,
21,1975,1975-11-02,7,24.103,STL,,NWE,W 24-17,1,3,3.00,0,0,0,,0,0,0
22,1975,1975-11-09,8,24.110,STL,@,PHI,W 24-23,2,16,8.00,0,0,0,,0,0,0
23,1975,1975-11-16,9,24.117,STL,,WAS,W 20-17,5,56,11.20,1,0,0,,0,1,6
24,1975,1975-11-23,10,24.124,STL,@,NYJ,W 37-6,1,17,17.00,0,0,0,,0,0,0
25,1975,1975-11-27,11,24.128,STL,,BUF,L 14-32,,,,,,,,,,
26,1975,1975-12-07,12,24.138,STL,,DAL,W 31-17,1,17,17.00,0,0,0,,0,0,0
27,1975,1975-12-14,13,24.145,STL,@,CHI,W 34-20,1,15,15.00,0,0,0,,0,0,0
28,1975,1975-12-21,14,24.152,STL,@,DET,W 24-13,,,,,,,,,,
29,1976,1976-09-12,1,25.052,STL,@,SEA,W 30-24,,,,,,,,,,
