ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
16,1984,1984-09-09,2,23.172,DET,@,ATL,W 27-24,15,50,3.33,0,,5,44,8.80,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
17,1984,1984-09-16,3,23.179,DET,@,TAM,L 17-21,10,34,3.40,0,,5,40,8.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
18,1984,1984-09-23,4,23.186,DET,,MIN,L 28-29,3,12,4.00,0,,10,70,7.00,1,,,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,0,0,,0,1,6
19,1984,1984-09-30,5,23.193,DET,@,SDG,L 24-27,6,9,1.50,0,,7,45,6.43,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
20,1984,1984-10-07,6,23.200,DET,,DEN,L 7-28,4,28,7.00,0,,2,13,6.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
21,1984,1984-10-14,7,23.207,DET,,TAM,W 13-7,8,34,4.25,0,,2,26,13.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
22,1984,1984-10-21,8,23.214,DET,@,MIN,W 16-14,0,0,,0,,3,14,4.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
23,1984,1984-10-28,9,23.221,DET,@,GNB,L 9-41,5,20,4.00,0,,4,43,10.75,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
24,1984,1984-11-04,10,23.228,DET,,PHI,T 23-23,16,80,5.00,0,,5,38,7.60,1,,,2,2,100.00,49,1,0,158.3,0,0,24.50,34.50,0,0,,0,1,6
25,1984,1984-11-11,11,23.235,DET,@,WAS,L 14-28,9,83,9.22,1,,6,71,11.83,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
26,1984,1984-11-18,12,23.242,DET,@,CHI,L 14-16,17,42,2.47,1,,2,13,6.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
27,1984,1984-11-22,13,23.246,DET,,GNB,W 31-28,19,59,3.11,1,,7,75,10.71,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
28,1984,1984-12-02,14,23.256,DET,@,SEA,L 17-38,9,27,3.00,0,,6,42,7.00,1,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
29,1984,1984-12-10,15,23.264,DET,,RAI,L 3-24,4,7,1.75,0,,6,85,14.17,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
30,1984,1984-12-16,16,23.270,DET,,CHI,L 13-30,4,16,4.00,0,,2,18,9.00,1,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,1,6
31,1985,1985-09-08,1,24.171,DET,@,ATL,W 28-27,10,75,7.50,1,,3,50,16.67,1,,,0,0,,0,0,0,,0,,,,0,0,,0,2,12
32,1985,1985-09-15,2,24.178,DET,,DAL,W 26-21,4,4,1.00,1,,2,29,14.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
33,1985,1985-10-06,5,24.199,DET,@,GNB,L 10-43,9,29,3.22,0,,5,27,5.40,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
34,1985,1985-10-13,6,24.206,DET,@,WAS,L 3-24,7,16,2.29,0,,3,28,9.33,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
35,1985,1985-10-20,7,24.213,DET,,SFO,W 23-21,30,116,3.87,1,,1,5,5.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
36,1985,1985-10-27,8,24.220,DET,,MIA,W 31-21,36,114,3.17,1,,2,9,4.50,1,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,2,12
37,1985,1985-11-03,9,24.227,DET,@,MIN,L 13-16,21,50,2.38,0,,3,32,10.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
38,1985,1985-11-10,10,24.234,DET,@,CHI,L 3-24,19,68,3.58,0,,2,7,3.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
39,1985,1985-11-17,11,24.241,DET,,MIN,W 41-21,22,80,3.64,0,,4,27,6.75,1,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
40,1985,1985-11-24,12,24.248,DET,@,TAM,L 16-19,7,11,1.57,1,,7,49,7.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
41,1985,1985-11-28,13,24.252,DET,,NYJ,W 31-20,24,53,2.21,0,,2,15,7.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
42,1985,1985-12-08,14,24.262,DET,@,NWE,L 6-23,16,92,5.75,0,,3,12,4.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
43,1985,1985-12-15,15,24.269,DET,,GNB,L 23-26,23,104,4.52,0,,7,43,6.14,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
44,1985,1985-12-22,16,24.276,DET,,CHI,L 17-37,16,74,4.63,1,,1,1,1.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
45,1986,1986-09-07,1,25.170,DET,@,MIN,W 13-10,36,174,4.83,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
46,1986,1986-09-14,2,25.177,DET,,DAL,L 7-31,14,46,3.29,1,,5,17,3.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
47,1986,1986-09-21,3,25.184,DET,,TAM,L 20-24,15,51,3.40,2,,5,28,5.60,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
48,1986,1986-09-28,4,25.191,DET,@,CLE,L 21-24,23,68,2.96,0,,12,85,7.08,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
49,1986,1986-10-05,5,25.198,DET,,HOU,W 24-13,22,76,3.45,2,,2,15,7.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
50,1986,1986-10-12,6,25.205,DET,@,GNB,W 21-14,29,99,3.41,0,,3,16,5.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
51,1986,1986-10-19,7,25.212,DET,@,RAM,L 10-14,10,29,2.90,0,,8,46,5.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
52,1986,1986-10-26,8,25.219,DET,@,CHI,L 7-13,13,43,3.31,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
53,1986,1986-11-02,9,25.226,DET,,CIN,L 17-24,15,51,3.40,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
54,1986,1986-11-09,10,25.233,DET,,MIN,L 10-24,10,35,3.50,0,,4,24,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
55,1986,1986-11-16,11,25.240,DET,@,PHI,W 13-11,11,30,2.73,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
56,1986,1986-11-23,12,25.247,DET,@,TAM,W 38-17,13,64,4.92,1,,2,22,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
57,1986,1986-11-27,13,25.251,DET,,GNB,L 40-44,14,27,1.93,1,,2,25,12.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
58,1986,1986-12-07,14,25.261,DET,@,PIT,L 17-27,7,19,2.71,0,,4,17,4.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
59,1986,1986-12-15,15,25.269,DET,,CHI,L 13-16,9,24,2.67,0,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
60,1986,1986-12-21,16,25.275,DET,,ATL,L 6-20,11,67,6.09,0,,3,12,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
61,1987,1987-09-13,1,26.176,DET,@,MIN,L 19-34,15,58,3.87,0,,6,26,4.33,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
62,1987,1987-09-20,2,26.183,DET,@,RAI,L 7-27,9,23,2.56,0,,3,20,6.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
63,1987,1987-10-25,6,26.218,DET,,GNB,L 33-34,3,8,2.67,0,,9,81,9.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
64,1987,1987-11-01,7,26.225,DET,@,DEN,L 0-34,5,23,4.60,0,,3,20,6.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
65,1987,1987-11-08,8,26.232,DET,,DAL,W 27-17,9,46,5.11,0,,1,4,4.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
66,1987,1987-11-15,9,26.239,DET,@,WAS,L 13-20,16,53,3.31,0,,2,13,6.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
67,1987,1987-11-22,10,26.246,DET,@,CHI,L 10-30,4,12,3.00,0,,0,0,,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
68,1987,1987-12-06,12,26.260,DET,,RAM,L 16-37,6,14,2.33,0,,4,58,14.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
69,1987,1987-12-13,13,26.267,DET,@,TAM,W 20-10,14,40,2.86,0,,3,24,8.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
70,1987,1987-12-20,14,26.274,DET,,MIN,L 14-17,4,16,4.00,0,,0,0,,0,,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0,,0,0,0
71,1987,1987-12-27,15,26.281,DET,@,ATL,W 30-13,11,49,4.45,0,,3,16,5.33,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
72,1988,1988-09-11,2,27.174,DET,@,RAM,L 10-17,12,32,2.67,0,,2,48,24.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
73,1988,1988-09-18,3,27.181,DET,,NOR,L 14-22,6,21,3.50,0,,3,30,10.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
74,1988,1988-09-25,4,27.188,DET,,NYJ,L 10-17,9,30,3.33,0,,2,7,3.50,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
75,1988,1988-10-02,5,27.195,DET,@,SFO,L 13-20,4,6,1.50,0,,5,56,11.20,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
76,1988,1988-10-09,6,27.202,DET,,CHI,L 7-24,2,13,6.50,0,,2,12,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
77,1988,1988-10-16,7,27.209,DET,@,NYG,L 10-30,4,11,2.75,0,,1,26,26.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
78,1988,1988-10-23,8,27.216,DET,@,KAN,W 7-6,12,45,3.75,0,,1,13,13.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
79,1988,1988-11-06,10,27.230,DET,@,MIN,L 17-44,5,27,5.40,0,,1,6,6.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
80,1988,1988-11-13,11,27.237,DET,,TAM,L 20-23,9,40,4.44,0,,3,21,7.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
81,1988,1988-11-20,12,27.244,DET,@,GNB,W 19-9,10,33,3.30,0,,3,20,6.67,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
82,1988,1988-11-24,13,27.248,DET,,MIN,L 0-23,5,4,0.80,0,,2,4,2.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
83,1988,1988-12-04,14,27.258,DET,,GNB,W 30-14,6,12,2.00,0,,1,-8,-8.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
84,1988,1988-12-11,15,27.265,DET,@,CHI,L 12-13,7,26,3.71,0,,1,2,2.00,0,,,0,0,,0,0,0,,0,,,,0,0,,0,0,0
85,1988,1988-12-18,16,27.272,DET,@,TAM,L 10-21,5,14,2.80,0,,2,22,11.00,0,,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
86,1989,1989-10-01,4,28.194,SEA,@,RAI,W 24-20,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
87,1989,1989-10-29,8,28.222,SEA,,SDG,W 10-7,0,0,,0,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
88,1990,1990-09-09,1,29.172,SEA,@,CHI,L 0-17,0,0,,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,13,13.00,0,0,0
89,1990,1990-09-16,2,29.179,SEA,,RAI,L 13-17,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
90,1990,1990-09-23,3,29.186,SEA,@,DEN,L 31-34,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
91,1990,1990-10-01,4,29.194,SEA,,CIN,W 31-16,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
92,1990,1990-10-07,5,29.200,SEA,@,NWE,W 33-20,1,2,2.00,0,,1,22,22.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
93,1990,1990-10-14,6,29.207,SEA,@,RAI,L 17-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
94,1990,1990-10-21,7,29.214,SEA,,KAN,W 19-7,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
95,1990,1990-11-04,8,29.228,SEA,,SDG,L 14-31,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
96,1990,1990-11-11,9,29.235,SEA,@,KAN,W 17-16,1,5,5.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,8,8.00,0,0,0
97,1990,1990-11-18,10,29.242,SEA,,MIN,L 21-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
98,1990,1990-11-25,11,29.249,SEA,@,SDG,W 13-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
99,1990,1990-12-02,12,29.256,SEA,,HOU,W 13-10,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
100,1990,1990-12-09,13,29.263,SEA,@,GNB,W 20-14,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
101,1990,1990-12-16,14,29.270,SEA,@,MIA,L 17-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
102,1990,1990-12-23,15,29.277,SEA,,DEN,W 17-12,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
103,1990,1990-12-30,16,29.284,SEA,,DET,W 30-10,2,10,5.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
104,1991,1991-09-01,1,30.164,SEA,@,NOR,L 24-27,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
105,1991,1991-09-08,2,30.171,SEA,,NYJ,W 20-13,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
106,1991,1991-09-15,3,30.178,SEA,@,DEN,L 10-16,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
107,1991,1991-09-22,4,30.185,SEA,@,KAN,L 13-20,1,3,3.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
108,1991,1991-09-29,5,30.192,SEA,,IND,W 31-3,3,6,2.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
109,1991,1991-10-06,6,30.199,SEA,@,CIN,W 13-7,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
110,1991,1991-10-13,7,30.206,SEA,,RAI,L 20-23,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
111,1991,1991-10-20,8,30.213,SEA,@,PIT,W 27-7,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
112,1991,1991-10-27,9,30.220,SEA,,SDG,W 20-9,0,0,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,
113,1991,1991-11-10,10,30.234,SEA,@,SDG,L 14-17,4,22,5.50,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
114,1991,1991-11-17,11,30.241,SEA,@,RAI,L 7-31,3,4,1.33,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
115,1991,1991-11-24,12,30.248,SEA,,DEN,W 13-10,3,4,1.33,0,,1,4,4.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
116,1991,1991-12-01,13,30.255,SEA,,KAN,L 6-19,3,11,3.67,0,,1,29,29.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
117,1991,1991-12-08,14,30.262,SEA,,SFO,L 22-24,12,35,2.92,1,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
118,1991,1991-12-15,15,30.269,SEA,@,ATL,L 13-26,6,19,3.17,0,,2,30,15.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
119,1991,1991-12-22,16,30.276,SEA,,RAM,W 23-9,10,50,5.00,2,,1,11,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
120,1992,1992-09-06,1,31.169,SEA,,CIN,L 3-21,0,0,,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
121,1992,1992-09-13,2,31.176,SEA,@,KAN,L 7-26,0,0,,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,,,,,0,0,,0,0,0
122,1992,1992-09-20,3,31.183,SEA,@,NWE,W 10-6,0,0,,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
123,1992,1992-09-27,4,31.190,SEA,,MIA,L 17-19,0,0,,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0
124,1992,1992-10-04,5,31.197,SEA,@,SDG,L 6-17,,,,,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,,
125,1992,1992-10-11,6,31.204,SEA,@,DAL,L 0-27,,,,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,0,,0,,
126,1992,1992-10-18,7,31.211,SEA,,RAI,L 0-19,0,0,,0,5,1,7,7.00,0,20.0%,1.40,0,0,,0,0,0,,,,,,0,0,,0,0,0
127,1992,1992-10-25,8,31.218,SEA,@,NYG,L 10-23,,,,,,0,0,,0,0.0%,,,,,,,,,,,,,0,0,,0,,
128,1992,1992-11-08,9,31.232,SEA,,WAS,L 3-16,0,0,,0,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
129,1992,1992-11-15,10,31.239,SEA,@,RAI,L 3-20,0,0,,0,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
130,1992,1992-11-22,11,31.246,SEA,,KAN,L 14-24,0,0,,0,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
131,1992,1992-11-30,12,31.254,SEA,,DEN,W 16-13,0,0,,0,5,2,25,12.50,0,40.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
132,1992,1992-12-06,13,31.260,SEA,@,PIT,L 14-20,,,,,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,0,0,,0,,
133,1992,1992-12-13,14,31.267,SEA,,PHI,L 17-20,0,0,,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
134,1992,1992-12-20,15,31.274,SEA,@,DEN,L 6-10,0,0,,0,2,1,2,2.00,0,50.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
135,1992,1992-12-27,16,31.281,SEA,,SDG,L 14-31,0,0,,0,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
