ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1986,1986-09-07,1,23.188,CIN,@,KAN,L 14-24,
2,1986,1986-09-14,2,23.195,CIN,,BUF,W 36-33,
3,1986,1986-09-18,3,23.199,CIN,@,CLE,W 30-13,1.0
4,1986,1986-09-28,4,23.209,CIN,,CHI,L 7-44,
5,1986,1986-10-05,5,23.216,CIN,@,GNB,W 34-28,
6,1986,1986-10-13,6,23.224,CIN,,PIT,W 24-22,
7,1986,1986-10-19,7,23.230,CIN,,HOU,W 31-28,
8,1986,1986-10-26,8,23.237,CIN,@,PIT,L 9-30,
9,1986,1986-11-09,10,23.251,CIN,@,HOU,L 28-32,
10,1986,1986-11-16,11,23.258,CIN,,SEA,W 34-7,
11,1986,1986-11-23,12,23.265,CIN,,MIN,W 24-20,
12,1986,1986-11-30,13,23.272,CIN,@,DEN,L 28-34,
13,1986,1986-12-07,14,23.279,CIN,@,NWE,W 31-7,
14,1986,1986-12-14,15,23.286,CIN,,CLE,L 3-34,
15,1986,1986-12-21,16,23.293,CIN,,NYJ,W 52-21,
16,1987,1987-09-13,1,24.194,CIN,@,IND,W 23-21,
17,1987,1987-09-20,2,24.201,CIN,,SFO,L 26-27,
18,1987,1987-11-01,7,24.243,CIN,,HOU,L 29-31,
19,1987,1987-11-08,8,24.250,CIN,,MIA,L 14-20,
20,1987,1987-11-15,9,24.257,CIN,@,ATL,W 16-10,
21,1987,1987-11-22,10,24.264,CIN,,PIT,L 16-30,
22,1987,1987-11-29,11,24.271,CIN,@,NYJ,L 20-27,1.0
23,1987,1987-12-06,12,24.278,CIN,,KAN,W 30-27,
24,1987,1987-12-13,13,24.285,CIN,@,CLE,L 24-38,
25,1987,1987-12-20,14,24.292,CIN,,NOR,L 24-41,
26,1987,1987-12-27,15,24.299,CIN,@,HOU,L 17-21,
27,1989,1989-09-10,1,26.191,CIN,@,CHI,L 14-17,
28,1989,1989-09-17,2,26.198,CIN,,PIT,W 41-10,1.0
29,1989,1989-09-25,3,26.206,CIN,,CLE,W 21-14,
30,1989,1989-10-01,4,26.212,CIN,@,KAN,W 21-17,
31,1989,1989-10-08,5,26.219,CIN,@,PIT,W 26-16,0.5
32,1989,1989-10-15,6,26.226,CIN,,MIA,L 13-20,
33,1989,1989-10-22,7,26.233,CIN,,IND,L 12-23,
34,1989,1989-10-29,8,26.240,CIN,,TAM,W 56-23,
35,1989,1989-11-05,9,26.247,CIN,@,RAI,L 7-28,
36,1989,1989-11-13,10,26.255,CIN,@,HOU,L 24-26,
37,1989,1989-11-19,11,26.261,CIN,,DET,W 42-7,
38,1989,1989-11-26,12,26.268,CIN,@,BUF,L 7-24,
39,1989,1989-12-10,14,26.282,CIN,,SEA,L 17-24,
40,1989,1989-12-17,15,26.289,CIN,,HOU,W 61-7,
41,1989,1989-12-25,16,26.297,CIN,@,MIN,L 21-29,
42,1990,1990-09-09,1,27.190,CIN,,NYJ,W 25-20,1.0
43,1990,1990-09-16,2,27.197,CIN,@,SDG,W 21-16,
44,1990,1990-09-23,3,27.204,CIN,,NWE,W 41-7,1.0
45,1990,1990-10-01,4,27.212,CIN,@,SEA,L 16-31,
46,1990,1990-10-07,5,27.218,CIN,@,RAM,W 34-31,
47,1990,1990-10-14,6,27.225,CIN,@,HOU,L 17-48,
48,1990,1990-10-22,7,27.233,CIN,@,CLE,W 34-13,
49,1990,1990-10-28,8,27.239,CIN,@,ATL,L 17-38,
50,1990,1990-11-04,9,27.246,CIN,,NOR,L 7-21,
51,1990,1990-11-18,10,27.260,CIN,,PIT,W 27-3,
52,1990,1990-11-25,11,27.267,CIN,,IND,L 20-34,
53,1990,1990-12-02,12,27.274,CIN,@,PIT,W 16-12,
54,1990,1990-12-09,13,27.281,CIN,,SFO,L 17-20,
55,1990,1990-12-16,14,27.288,CIN,@,RAI,L 7-24,
56,1990,1990-12-30,16,27.302,CIN,,CLE,W 21-14,
