ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1996,1996-09-01,1,23.248,NWE,@,MIA,L 10-24,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
2,1996,1996-09-08,2,23.255,NWE,@,BUF,L 10-17,,0,0,,0,0,0,,,,,,1,1,100.0,1,4,25.0,0,4,0,0,,0
3,1996,1996-09-15,3,23.262,NWE,,ARI,W 31-0,,0,0,,0,0,0,,,,,,2,3,66.7,1,2,50.0,0,5,0,0,,0
4,1996,1996-09-22,4,23.269,NWE,,JAX,W 28-25,,0,0,,0,0,0,,,,,,1,2,50.0,5,6,83.3,0,16,0,0,,0
5,1996,1996-10-06,5,23.283,NWE,@,BAL,W 46-38,,0,0,,0,0,0,,,,,,3,3,100.0,3,3,100.0,0,12,0,0,,0
6,1996,1996-10-13,6,23.290,NWE,,WAS,L 22-27,,0,0,,0,0,0,,,,,,1,1,100.0,3,4,75.0,0,10,0,0,,0
7,1996,1996-10-20,7,23.297,NWE,@,IND,W 27-9,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
8,1996,1996-10-27,8,23.304,NWE,,BUF,W 28-25,,0,0,,0,0,0,,,,,,2,3,66.7,2,3,66.7,0,8,0,0,,0
9,1996,1996-11-03,9,23.311,NWE,,MIA,W 42-23,,0,0,,0,0,,,,,,,6,6,100.0,,,,0,6,,,,
10,1996,1996-11-10,10,23.318,NWE,@,NYJ,W 31-27,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
11,1996,1996-11-17,11,23.325,NWE,,DEN,L 8-34,,0,0,,0,0,0,,,,,,,,,,1,0.0,0,0,0,0,,0
12,1996,1996-11-24,12,23.332,NWE,,IND,W 27-13,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
13,1996,1996-12-01,13,23.339,NWE,@,SDG,W 45-7,,0,0,,0,0,0,,,,,,6,6,100.0,1,1,100.0,0,9,0,0,,0
14,1996,1996-12-08,14,23.346,NWE,,NYJ,W 34-10,,0,0,,0,0,0,,,,,,4,4,100.0,2,2,100.0,0,10,1,27,27.00,0
15,1996,1996-12-15,15,23.353,NWE,@,DAL,L 6-12,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
16,1996,1996-12-21,16,23.359,NWE,@,NYG,W 23-22,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
17,1997,1997-08-31,1,24.246,NWE,,SDG,W 41-7,,0,0,,0,0,0,,,,,,5,5,100.0,2,2,100.0,0,11,0,0,,0
18,1997,1997-09-07,2,24.253,NWE,@,IND,W 31-6,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
19,1997,1997-09-14,3,24.260,NWE,,NYJ,W 27-24,,0,0,,0,0,0,,,,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
20,1997,1997-09-21,4,24.267,NWE,,CHI,W 31-3,,0,0,,0,0,0,,,,,,4,4,100.0,1,1,100.0,0,7,0,0,,0
21,1997,1997-10-06,5,24.282,NWE,@,DEN,L 13-34,,0,0,,0,0,0,,,,,,1,1,100.0,2,2,100.0,0,7,0,0,,0
22,1997,1997-10-12,6,24.288,NWE,,BUF,W 33-6,,0,0,,0,0,0,,,,,,3,3,100.0,4,4,100.0,0,15,0,0,,0
23,1997,1997-10-19,7,24.295,NWE,@,NYJ,L 19-24,,0,0,,0,0,0,,,,,,2,2,100.0,1,1,100.0,0,5,0,0,,0
24,1997,1997-10-27,8,24.303,NWE,,GNB,L 10-28,,0,0,,0,0,0,,,,,,1,1,100.0,1,1,100.0,0,4,0,0,,0
25,1997,1997-11-02,9,24.309,NWE,@,MIN,L 18-23,,0,0,,0,0,0,,,,,,,,,2,2,100.0,0,6,0,0,,0
26,1997,1997-11-09,10,24.316,NWE,@,BUF,W 31-10,,0,0,,0,0,0,,,,,,4,4,100.0,1,3,33.3,0,7,0,0,,0
27,1997,1997-11-16,11,24.323,NWE,@,TAM,L 7-27,,0,0,,0,0,,,,,,,1,1,100.0,,,,0,1,,,,
28,1997,1997-11-23,12,24.330,NWE,,MIA,W 27-24,,0,0,,0,0,0,,,,,,3,3,100.0,2,3,66.7,0,9,0,0,,0
29,1997,1997-11-30,13,24.337,NWE,,IND,W 20-17,,0,0,,0,0,0,,,,,,2,2,100.0,2,2,100.0,0,8,0,0,,0
30,1997,1997-12-07,14,24.344,NWE,@,JAX,W 26-20,,0,0,,0,0,0,,,,,,2,2,100.0,4,5,80.0,0,14,0,0,,0
31,1997,1997-12-13,15,24.350,NWE,,PIT,L 21-24,,0,0,,0,0,,,,,,,3,3,100.0,,,,0,3,,,,
32,1997,1997-12-22,16,24.359,NWE,@,MIA,W 14-12,,0,0,,0,0,,,,,,,2,2,100.0,,,,0,2,,,,
33,1998,1998-09-07,1,25.253,NWE,@,DEN,L 21-27,,0,0,,0,0,0,,0,0,,,3,3,100.0,,2,0.0,0,3,0,0,,0
34,1998,1998-09-13,2,25.259,NWE,,IND,W 29-6,,0,0,,0,0,0,,0,0,,,2,2,100.0,3,4,75.0,0,11,0,0,,0
35,1998,1998-09-20,3,25.266,NWE,,TEN,W 27-16,,0,0,,0,0,0,,0,0,,,3,3,100.0,2,2,100.0,0,9,0,0,,0
