ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-22,3,23.268,NOR,,ARI,W 31-7,,4,38,9.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
2,2013,2013-09-30,4,23.276,NOR,,MIA,W 38-17,,12,37,3.08,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2013,2013-10-06,5,23.282,NOR,@,CHI,W 26-18,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
4,2013,2013-10-13,6,23.289,NOR,@,NWE,L 27-30,,7,53,7.57,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,0,0
5,2013,2013-10-27,7,23.303,NOR,,BUF,W 35-17,,7,9,1.29,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
6,2013,2013-11-21,11,23.328,NOR,@,ATL,W 17-13,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2013,2013-12-08,13,23.345,NOR,,CAR,W 31-13,,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
8,2013,2013-12-15,14,23.352,NOR,@,STL,L 16-27,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2013,2013-12-22,15,23.359,NOR,@,CAR,L 13-17,,6,18,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2013,2013-12-29,16,24.001,NOR,,TAM,W 42-17,,12,50,4.17,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
11,2014,2014-09-07,1,24.253,NOR,@,ATL,L 34-37,,6,28,4.67,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6,0.0,0,0
12,2014,2014-09-14,2,24.260,NOR,@,CLE,L 24-26,,8,31,3.88,0,0,0,0,,0,0.0%,,1,28,28.00,0,0,0,0.0,0,0
13,2014,2014-09-21,3,24.267,NOR,,MIN,W 20-9,*,18,69,3.83,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
14,2014,2014-09-28,4,24.274,NOR,@,DAL,L 17-38,*,8,87,10.88,0,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,0.0,0,0
15,2014,2014-10-05,5,24.281,NOR,,TAM,W 37-31,*,21,89,4.24,1,2,1,8,8.00,0,50.0%,4.00,0,0,,0,1,6,0.0,0,0
16,2014,2014-10-19,6,24.295,NOR,@,DET,L 23-24,,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2014,2014-12-07,13,24.344,NOR,,CAR,L 10-41,,,,,,,,,,,0.0%,,,,,,,,,,
18,2014,2014-12-15,14,24.352,NOR,@,CHI,W 31-15,,3,10,3.33,0,2,2,10,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
19,2014,2014-12-21,15,24.358,NOR,,ATL,L 14-30,,2,7,3.50,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
20,2014,2014-12-28,16,25.000,NOR,@,TAM,W 23-20,,7,15,2.14,1,2,2,22,11.00,0,100.0%,11.00,0,0,,0,1,6,0.0,0,0
21,2015,2015-09-13,1,25.259,NOR,@,ARI,L 19-31,,8,19,2.38,0,6,5,51,10.20,0,83.3%,8.50,0,0,,0,0,0,0.0,0,0
22,2015,2015-09-20,2,25.266,NOR,,TAM,L 19-26,,5,48,9.60,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
23,2015,2015-09-27,3,25.273,NOR,@,CAR,L 22-27,,7,12,1.71,1,2,2,8,4.00,0,100.0%,4.00,1,14,14.00,0,1,6,0.0,0,0
24,2015,2015-10-04,4,25.280,NOR,,DAL,W 26-20,,6,16,2.67,1,4,2,5,2.50,0,50.0%,1.25,0,0,,0,1,6,0.0,0,0
25,2015,2015-10-11,5,25.287,NOR,@,PHI,L 17-39,,5,30,6.00,0,2,2,2,1.00,0,100.0%,1.00,1,19,19.00,0,0,0,0.0,0,0
26,2015,2015-10-15,6,25.291,NOR,,ATL,W 31-21,,7,23,3.29,0,2,2,24,12.00,0,100.0%,12.00,0,0,,0,0,0,0.0,0,0
27,2015,2015-10-25,7,25.301,NOR,@,IND,W 27-21,,14,28,2.00,2,1,1,3,3.00,0,100.0%,3.00,0,0,,0,2,12,0.0,0,0
28,2015,2015-11-01,8,25.308,NOR,,NYG,W 52-49,,4,4,1.00,0,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,0.0,0,0
29,2016,2016-12-24,15,26.362,NYJ,@,NWE,L 3-41,,8,22,2.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
