ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2004,2004-09-12,1,22.344,NYG,@,PHI,L 17-31,,,,
2,2004,2004-09-19,2,22.351,NYG,,WAS,W 20-14,,,,
3,2004,2004-09-26,3,22.358,NYG,,CLE,W 27-10,,,,
4,2004,2004-10-03,4,22.365,NYG,@,GNB,W 14-7,,,,
5,2004,2004-10-10,5,23.006,NYG,@,DAL,W 26-10,,,,
6,2004,2004-10-24,6,23.020,NYG,,DET,L 13-28,,,,
7,2004,2004-10-31,7,23.027,NYG,@,MIN,W 34-13,,,,
8,2004,2004-11-07,8,23.034,NYG,,CHI,L 21-28,,,,
9,2004,2004-11-14,9,23.041,NYG,@,ARI,L 14-17,,,,
10,2004,2004-11-21,10,23.048,NYG,,ATL,L 10-14,,,,
11,2004,2004-11-28,11,23.055,NYG,,PHI,L 6-27,,,,
12,2004,2004-12-05,12,23.062,NYG,@,WAS,L 7-31,,,,
13,2004,2004-12-12,13,23.069,NYG,@,BAL,L 14-37,,,,
14,2004,2004-12-18,14,23.075,NYG,,PIT,L 30-33,,,,
15,2004,2004-12-26,15,23.083,NYG,@,CIN,L 22-23,,,,
16,2004,2005-01-02,16,23.090,NYG,,DAL,W 28-24,,,,
17,2005,2005-09-11,1,23.342,NYG,,ARI,W 42-19,*,,,
18,2005,2005-09-19,2,23.350,NYG,@,NOR,W 27-10,,,,
19,2005,2005-09-25,3,23.356,NYG,@,SDG,L 23-45,,,,
20,2005,2005-10-02,4,23.363,NYG,,STL,W 44-24,*,,,
21,2005,2005-10-16,5,24.012,NYG,@,DAL,L 13-16,*,1,20,0
22,2005,2005-10-23,6,24.019,NYG,,DEN,W 24-23,*,,,
23,2005,2005-10-30,7,24.026,NYG,,WAS,W 36-0,*,,,
24,2005,2005-11-06,8,24.033,NYG,@,SFO,W 24-6,*,,,
25,2005,2005-11-13,9,24.040,NYG,,MIN,L 21-24,*,,,
26,2005,2005-11-20,10,24.047,NYG,,PHI,W 27-17,*,,,
27,2005,2005-11-27,11,24.054,NYG,@,SEA,L 21-24,*,,,
28,2005,2005-12-04,12,24.061,NYG,,DAL,W 17-10,*,,,
29,2005,2005-12-11,13,24.068,NYG,@,PHI,W 26-23,*,,,
30,2005,2005-12-17,14,24.074,NYG,,KAN,W 27-17,*,,,
31,2005,2005-12-24,15,24.081,NYG,@,WAS,L 20-35,*,,,
32,2005,2005-12-31,16,24.088,NYG,@,OAK,W 30-21,,,,
33,2006,2006-09-10,1,24.341,NOR,@,CLE,W 19-14,,,,
34,2006,2006-09-17,2,24.348,NOR,@,GNB,W 34-27,,,,
35,2006,2006-09-25,3,24.356,NOR,,ATL,W 23-3,,,,
36,2006,2006-10-01,4,24.362,NOR,@,CAR,L 18-21,,,,
37,2006,2006-11-12,9,25.039,NOR,@,PIT,L 31-38,,,,
38,2006,2006-11-26,11,25.053,NOR,@,ATL,W 31-13,,,,
39,2006,2006-12-31,16,25.088,NOR,,CAR,L 21-31,,,,
40,2007,2007-09-09,1,25.340,CAR,@,STL,W 27-13,,,,
41,2007,2007-09-23,3,25.354,CAR,@,ATL,W 27-20,,,,
42,2007,2007-09-30,4,25.361,CAR,,TAM,L 7-20,,,,
43,2007,2007-10-07,5,26.003,CAR,@,NOR,W 16-13,,,,
44,2007,2007-10-14,6,26.010,CAR,@,ARI,W 25-10,,,,
45,2007,2007-10-28,7,26.024,CAR,,IND,L 7-31,,,,
