ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1997,1997-08-31,1,24.212,SDG,@,NWE,L 7-41,4,88,22.00,0,0,0,,0
2,1997,1997-09-07,2,24.219,SDG,@,NOR,W 20-6,1,26,26.00,0,0,0,,0
3,1997,1997-09-14,3,24.226,SDG,,CAR,L 7-26,4,99,24.75,0,0,0,,0
4,1997,1997-10-05,6,24.247,SDG,@,OAK,W 25-10,0,0,,0,,,,
5,1997,1997-10-16,7,24.258,SDG,@,KAN,L 3-31,2,36,18.00,0,0,0,,0
6,1997,1997-10-26,8,24.268,SDG,,IND,W 35-19,2,43,21.50,0,0,0,,0
7,1997,1997-11-02,9,24.275,SDG,@,CIN,L 31-38,2,44,22.00,0,0,0,,0
8,1997,1997-11-09,10,24.282,SDG,,SEA,L 31-37,0,0,,0,,,,
9,1997,1997-11-16,11,24.289,SDG,,OAK,L 13-38,0,0,,0,,,,
10,1997,1997-11-23,12,24.296,SDG,@,SFO,L 10-17,0,0,,0,,,,
11,1997,1997-11-30,13,24.303,SDG,,DEN,L 28-38,0,0,,0,,,,
12,1997,1997-12-07,14,24.310,SDG,,ATL,L 3-14,0,0,,0,,,,
13,1997,1997-12-14,15,24.317,SDG,,KAN,L 7-29,0,0,,0,,,,
14,1997,1997-12-21,16,24.324,SDG,@,DEN,L 3-38,0,0,,0,,,,
15,1998,1998-09-06,1,25.218,SDG,,BUF,W 16-14,0,0,,0,2,28,14.00,0
16,1998,1998-09-13,2,25.225,SDG,@,TEN,W 13-7,0,0,,0,2,21,10.50,0
17,1998,1998-09-20,3,25.232,SDG,@,KAN,L 7-23,2,27,13.50,0,3,36,12.00,0
18,1998,1998-09-27,4,25.239,SDG,,NYG,L 16-34,0,0,,0,3,18,6.00,0
19,1998,1998-10-04,5,25.246,SDG,@,IND,L 12-17,1,18,18.00,0,3,86,28.67,0
20,1998,1998-10-11,6,25.253,SDG,@,OAK,L 6-7,0,0,,0,8,105,13.13,0
21,1998,1998-10-18,7,25.260,SDG,,PHI,W 13-10,0,0,,0,3,32,10.67,0
22,1998,1998-10-25,8,25.267,SDG,,SEA,L 20-27,0,0,,0,1,13,13.00,0
23,1998,1998-11-08,9,25.281,SDG,@,DEN,L 10-27,1,25,25.00,0,1,9,9.00,0
24,1998,1998-11-15,10,25.288,SDG,,BAL,W 14-13,0,0,,0,3,12,4.00,0
25,1998,1998-11-22,11,25.295,SDG,,KAN,W 38-37,7,122,17.43,0,3,27,9.00,0
