ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2012,2012-09-09,1,23.263,JAX,@,MIN,L 23-26,,,,,,,0.0%,
2,2012,2012-09-16,2,23.270,JAX,,HOU,L 7-27,,,,,,,0.0%,
3,2012,2012-09-23,3,23.277,JAX,@,IND,W 22-17,,4,2,24,12.00,0,50.0%,6.00
4,2012,2012-09-30,4,23.284,JAX,,CIN,L 10-27,,3,1,5,5.00,0,33.3%,1.67
5,2012,2012-10-07,5,23.291,JAX,,CHI,L 3-41,,3,2,17,8.50,0,66.7%,5.67
6,2012,2012-10-21,6,23.305,JAX,@,OAK,L 23-26,,1,0,0,,0,0.0%,0.00
7,2012,2012-10-28,7,23.312,JAX,@,GNB,L 15-24,,2,0,0,,0,0.0%,0.00
8,2012,2012-11-04,8,23.319,JAX,,DET,L 14-31,,,,,,,0.0%,
9,2012,2012-11-08,9,23.323,JAX,,IND,L 10-27,,,,,,,0.0%,
10,2012,2012-11-18,10,23.333,JAX,@,HOU,L 37-43,,,0,0,,0,0.0%,
11,2012,2012-11-25,11,23.340,JAX,,TEN,W 24-19,,2,0,0,,0,0.0%,0.00
12,2012,2012-12-02,12,23.347,JAX,@,BUF,L 18-34,,6,2,24,12.00,0,33.3%,4.00
13,2012,2012-12-09,13,23.354,JAX,,NYJ,L 10-17,*,10,3,38,12.67,0,30.0%,3.80
