ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1983,1983-09-03,1,23.180,SFO,,PHI,L 17-22,,,,,
2,1983,1983-09-08,2,23.185,SFO,@,MIN,W 48-17,,,,,
3,1983,1983-09-18,3,23.195,SFO,@,STL,W 42-27,,,,,
4,1983,1983-09-25,4,23.202,SFO,,ATL,W 24-20,,,,,
5,1983,1983-10-02,5,23.209,SFO,@,NWE,W 33-13,,,,,
6,1983,1983-10-09,6,23.216,SFO,,RAM,L 7-10,,,,,
7,1983,1983-10-16,7,23.223,SFO,@,NOR,W 32-13,,,,,
8,1983,1983-10-23,8,23.230,SFO,@,RAM,W 45-35,,,,,
9,1983,1983-10-30,9,23.237,SFO,,NYJ,L 13-27,,,,,
10,1983,1983-11-06,10,23.244,SFO,,MIA,L 17-20,,,,,
11,1983,1983-11-13,11,23.251,SFO,,NOR,W 27-0,,,,,
12,1983,1983-11-20,12,23.258,SFO,@,ATL,L 24-28,,,,,
13,1983,1983-11-27,13,23.265,SFO,@,CHI,L 3-13,,,,,
14,1983,1983-12-04,14,23.272,SFO,,TAM,W 35-21,,,,,
15,1983,1983-12-11,15,23.279,SFO,@,BUF,W 23-10,,,,,
16,1983,1983-12-19,16,23.287,SFO,,DAL,W 42-17,,,,,
17,1984,1984-09-02,1,24.179,SFO,@,DET,W 30-27,,,,,
18,1984,1984-09-10,2,24.187,SFO,,WAS,W 37-31,,,,,
19,1984,1984-09-16,3,24.193,SFO,,NOR,W 30-20,,,,,
20,1984,1984-09-23,4,24.200,SFO,@,PHI,W 21-9,,,,,
21,1984,1984-09-30,5,24.207,SFO,,ATL,W 14-5,,,,,
22,1984,1984-10-08,6,24.215,SFO,@,NYG,W 31-10,,,,,
23,1984,1984-10-14,7,24.221,SFO,,PIT,L 17-20,,,,,
24,1984,1984-10-21,8,24.228,SFO,@,HOU,W 34-21,,,,,
25,1984,1984-10-28,9,24.235,SFO,@,RAM,W 33-0,,,,,
26,1984,1984-11-04,10,24.242,SFO,,CIN,W 23-17,,,,,
27,1984,1984-11-11,11,24.249,SFO,@,CLE,W 41-7,,,,,
28,1984,1984-11-18,12,24.256,SFO,,TAM,W 24-17,,,,,
29,1984,1984-11-25,13,24.263,SFO,@,NOR,W 35-3,,,,,
