ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1988,1988-09-04,1,23.201,CLE,@,KAN,W 6-3,
2,1988,1988-09-11,2,23.208,CLE,,NYJ,L 3-23,
3,1988,1988-09-19,3,23.216,CLE,,IND,W 23-17,
4,1988,1988-09-25,4,23.222,CLE,@,CIN,L 17-24,
5,1988,1988-10-02,5,23.229,CLE,@,PIT,W 23-9,
6,1988,1988-10-09,6,23.236,CLE,,SEA,L 10-16,
7,1988,1988-10-16,7,23.243,CLE,,PHI,W 19-3,
8,1988,1988-10-23,8,23.250,CLE,@,PHO,W 29-21,
9,1988,1988-10-30,9,23.257,CLE,,CIN,W 23-16,
10,1988,1988-11-07,10,23.265,CLE,@,HOU,L 17-24,
11,1988,1988-11-13,11,23.271,CLE,@,DEN,L 7-30,
12,1988,1988-11-20,12,23.278,CLE,,PIT,W 27-7,
13,1988,1988-11-27,13,23.285,CLE,@,WAS,W 17-13,
14,1988,1988-12-04,14,23.292,CLE,,DAL,W 24-21,
15,1988,1988-12-12,15,23.300,CLE,@,MIA,L 31-38,
16,1988,1988-12-18,16,23.306,CLE,,HOU,W 28-23,
17,1989,1989-09-10,1,24.206,CLE,@,PIT,W 51-0,1.0
18,1989,1989-09-17,2,24.213,CLE,,NYJ,W 38-24,
19,1989,1989-09-25,3,24.221,CLE,@,CIN,L 14-21,
20,1989,1989-10-01,4,24.227,CLE,,DEN,W 16-13,
21,1989,1989-10-08,5,24.234,CLE,@,MIA,L 10-13,
22,1989,1989-10-15,6,24.241,CLE,,PIT,L 7-17,
23,1989,1989-10-23,7,24.249,CLE,,CHI,W 27-7,
24,1989,1989-10-29,8,24.255,CLE,,HOU,W 28-17,
25,1989,1989-11-05,9,24.262,CLE,@,TAM,W 42-31,
26,1989,1989-11-19,11,24.276,CLE,,KAN,T 10-10,
27,1989,1989-11-23,12,24.280,CLE,@,DET,L 10-13,
28,1989,1989-12-03,13,24.290,CLE,,CIN,L 0-21,
29,1989,1989-12-10,14,24.297,CLE,@,IND,L 17-23,
30,1989,1989-12-17,15,24.304,CLE,,MIN,W 23-17,
31,1989,1989-12-23,16,24.310,CLE,@,HOU,W 24-20,
