ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1965,1965-12-05,12,22.012,MIN,@,GNB,L 19-24,2,20,0
2,1965,1965-12-19,14,22.026,MIN,@,CHI,W 24-17,2,25,0
