ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1991,1991-09-01,1,23.091,PIT,,SDG,W 26-20,1,1,1.00,0,0,0,0
2,1991,1991-09-08,2,23.098,PIT,@,BUF,L 34-52,0,0,,0,,,
3,1991,1991-09-15,3,23.105,PIT,,NWE,W 20-6,0,0,,0,,,
4,1991,1991-09-22,4,23.112,PIT,@,PHI,L 14-23,0,0,,0,,,
5,1991,1991-11-17,11,23.168,PIT,,WAS,L 14-41,0,0,,0,,,
6,1991,1991-11-24,12,23.175,PIT,,HOU,W 26-14,0,0,,0,2,52,0
7,1991,1991-11-28,13,23.179,PIT,@,DAL,L 10-20,0,0,,0,,,
8,1991,1991-12-08,14,23.189,PIT,@,HOU,L 6-31,0,0,,0,,,
9,1991,1991-12-15,15,23.196,PIT,,CIN,W 17-10,0,0,,0,,,
10,1991,1991-12-22,16,23.203,PIT,,CLE,W 17-10,0,0,,0,,,
