ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1997,1997-10-12,6,24.090,CIN,@,TEN,L 7-30,,
2,1997,1997-10-19,7,24.097,CIN,,PIT,L 10-26,,
3,1997,1997-10-26,8,24.104,CIN,@,NYG,L 27-29,,
4,1997,1997-11-02,9,24.111,CIN,,SDG,W 38-31,,
5,1997,1997-11-16,11,24.125,CIN,@,PIT,L 3-20,,
6,1997,1997-11-30,13,24.139,CIN,@,PHI,L 42-44,,
7,1997,1997-12-14,15,24.153,CIN,,DAL,W 31-24,,
8,1998,1998-11-01,8,25.110,CIN,,DEN,L 26-33,,1.0
9,1998,1998-11-08,9,25.117,CIN,@,JAX,L 11-24,,
10,1998,1998-11-15,10,25.124,CIN,@,MIN,L 3-24,,
11,1998,1998-11-29,12,25.138,CIN,,JAX,L 17-34,,
12,1998,1998-12-06,13,25.145,CIN,,BUF,L 20-33,,
13,1998,1998-12-13,14,25.152,CIN,@,IND,L 26-39,,
14,1998,1998-12-20,15,25.159,CIN,@,PIT,W 25-24,,
15,1998,1998-12-27,16,25.166,CIN,,TAM,L 0-35,,
16,1999,1999-09-26,3,26.074,CIN,@,CAR,L 3-27,,
17,1999,1999-11-07,9,26.116,CIN,@,SEA,L 20-37,,
18,1999,1999-11-14,10,26.123,CIN,,TEN,L 14-24,,
19,1999,1999-11-21,11,26.130,CIN,,BAL,L 31-34,,
20,1999,1999-11-28,12,26.137,CIN,@,PIT,W 27-20,,
