ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,21.050,PIT,,ATL,W 15-9,*,,,,,,0.0%,,,,
2,2010,2010-09-19,2,21.057,PIT,@,TEN,W 19-11,*,,,,,,0.0%,,,,
3,2010,2010-09-26,3,21.064,PIT,@,TAM,W 38-13,*,,,,,,0.0%,,,,
4,2010,2010-10-03,4,21.071,PIT,,BAL,L 14-17,*,0,,,,,0.0%,,,,
5,2010,2010-10-17,5,21.085,PIT,,CLE,W 28-10,*,,,,,,0.0%,,,,
6,2010,2010-10-24,6,21.092,PIT,@,MIA,W 23-22,*,,0,0,,0,0.0%,,0.0,0,0
7,2010,2010-10-31,7,21.099,PIT,@,NOR,L 10-20,*,,,,,,0.0%,,,,
8,2010,2010-11-08,8,21.107,PIT,@,CIN,W 27-21,*,,,,,,0.0%,,,,
9,2010,2010-11-14,9,21.113,PIT,,NWE,L 26-39,*,,,,,,0.0%,,,,
10,2010,2010-11-21,10,21.120,PIT,,OAK,W 35-3,*,,,,,,0.0%,,,,
11,2010,2010-11-28,11,21.127,PIT,@,BUF,W 19-16,*,,0,0,,0,0.0%,,0.0,1,0
12,2010,2010-12-05,12,21.134,PIT,@,BAL,W 13-10,*,,0,0,,0,0.0%,,0.0,0,0
13,2010,2010-12-12,13,21.141,PIT,,CIN,W 23-7,*,,,,,,0.0%,,,,
14,2010,2010-12-19,14,21.148,PIT,,NYJ,L 17-22,*,,,,,,0.0%,,,,
15,2010,2010-12-23,15,21.152,PIT,,CAR,W 27-3,*,,,,,,0.0%,,,,
16,2010,2011-01-02,16,21.162,PIT,@,CLE,W 41-9,*,,,,,,0.0%,,,,
17,2011,2011-09-11,1,22.049,PIT,@,BAL,L 7-35,*,,0,0,,0,0.0%,,0.0,1,0
18,2011,2011-09-18,2,22.056,PIT,,SEA,W 24-0,*,,,,,,0.0%,,,,
19,2011,2011-09-25,3,22.063,PIT,@,IND,W 23-20,*,,,,,,0.0%,,,,
20,2011,2011-10-02,4,22.070,PIT,@,HOU,L 10-17,*,0,,,,,0.0%,,,,
21,2011,2011-10-09,5,22.077,PIT,,TEN,W 38-17,*,,,,,,0.0%,,,,
22,2011,2011-10-16,6,22.084,PIT,,JAX,W 17-13,*,0,,,,,0.0%,,,,
23,2011,2011-10-23,7,22.091,PIT,@,ARI,W 32-20,*,,,,,,0.0%,,,,
24,2011,2011-10-30,8,22.098,PIT,,NWE,W 25-17,*,,,,,,0.0%,,,,
25,2011,2011-11-06,9,22.105,PIT,,BAL,L 20-23,*,,,,,,0.0%,,,,
26,2011,2011-11-13,10,22.112,PIT,@,CIN,W 24-17,*,,,,,,0.0%,,,,
27,2011,2011-11-27,11,22.126,PIT,@,KAN,W 13-9,*,,,,,,0.0%,,,,
28,2011,2011-12-04,12,22.133,PIT,,CIN,W 35-7,*,,,,,,0.0%,,,,
29,2011,2011-12-08,13,22.137,PIT,,CLE,W 14-3,*,,,,,,0.0%,,,,
30,2011,2012-01-01,16,22.161,PIT,@,CLE,W 13-9,*,0,,,,,0.0%,,,,
31,2012,2012-09-09,1,23.047,PIT,@,DEN,L 19-31,*,,,,,,0.0%,,,,
32,2012,2012-09-16,2,23.054,PIT,,NYJ,W 27-10,*,0,,,,,0.0%,,,,
33,2012,2012-09-23,3,23.061,PIT,@,OAK,L 31-34,*,,,,,,0.0%,,,,
34,2012,2012-10-07,4,23.075,PIT,,PHI,W 16-14,*,,0,0,,0,0.0%,,0.0,0,0
35,2012,2012-10-11,5,23.079,PIT,@,TEN,L 23-26,*,,,,,,0.0%,,,,
36,2012,2012-10-28,7,23.096,PIT,,WAS,W 27-12,*,,,,,,0.0%,,,,
37,2012,2012-11-04,8,23.103,PIT,@,NYG,W 24-20,*,,,,,,0.0%,,,,
38,2012,2012-11-12,9,23.111,PIT,,KAN,W 16-13,*,,,,,,0.0%,,,,
39,2012,2012-11-18,10,23.117,PIT,,BAL,L 10-13,*,,0,0,,0,0.0%,,0.0,0,0
40,2012,2012-11-25,11,23.124,PIT,@,CLE,L 14-20,*,,,,,,0.0%,,,,
41,2012,2012-12-02,12,23.131,PIT,@,BAL,W 23-20,*,0,,,,,0.0%,,,,
42,2012,2012-12-09,13,23.138,PIT,,SDG,L 24-34,*,,0,0,,0,0.0%,,0.0,0,0
43,2012,2012-12-16,14,23.145,PIT,@,DAL,L 24-27,*,,,,,,0.0%,,,,
44,2012,2012-12-23,15,23.152,PIT,,CIN,L 10-13,*,,,,,,0.0%,,,,
45,2012,2012-12-30,16,23.159,PIT,,CLE,W 24-10,*,,,,,,0.0%,,,,
46,2013,2013-09-08,1,24.046,PIT,,TEN,L 9-16,*,,,,,,0.0%,,,,
47,2014,2014-09-07,1,25.045,PIT,,CLE,W 30-27,*,,,,,,0.0%,,,,
48,2014,2014-09-11,2,25.049,PIT,@,BAL,L 6-26,*,,,,,,0.0%,,,,
49,2014,2014-09-21,3,25.059,PIT,@,CAR,W 37-19,*,0,,,,,0.0%,,,,
50,2014,2014-09-28,4,25.066,PIT,,TAM,L 24-27,*,0,,,,,0.0%,,,,
51,2014,2014-10-05,5,25.073,PIT,@,JAX,W 17-9,*,,0,0,,0,0.0%,,0.0,1,0
52,2014,2014-10-12,6,25.080,PIT,@,CLE,L 10-31,*,,,,,,0.0%,,,,
53,2014,2014-10-20,7,25.088,PIT,,HOU,W 30-23,*,,,,,,0.0%,,,,
54,2014,2014-10-26,8,25.094,PIT,,IND,W 51-34,*,,,,,,0.0%,,,,
55,2014,2014-11-02,9,25.101,PIT,,BAL,W 43-23,*,0,,,,,0.0%,,,,
56,2014,2014-11-09,10,25.108,PIT,@,NYJ,L 13-20,*,0,,,,,0.0%,,,,
57,2014,2014-11-17,11,25.116,PIT,@,TEN,W 27-24,*,,,,,,0.0%,,,,
58,2014,2014-11-30,12,25.129,PIT,,NOR,L 32-35,*,,,,,,0.0%,,,,
59,2014,2014-12-07,13,25.136,PIT,@,CIN,W 42-21,*,,,,,,0.0%,,,,
60,2014,2014-12-14,14,25.143,PIT,@,ATL,W 27-20,*,,,,,,0.0%,,,,
61,2014,2014-12-21,15,25.150,PIT,,KAN,W 20-12,*,0,,,,,0.0%,,,,
62,2014,2014-12-28,16,25.157,PIT,,CIN,W 27-17,*,1,1,0,0.00,0,100.0%,0.00,0.0,0,0
63,2016,2016-09-12,1,27.050,PIT,@,WAS,W 38-16,*,0,0,0,,0,0.0%,,0.0,0,0
64,2016,2016-09-18,2,27.056,PIT,,CIN,W 24-16,*,0,0,0,,0,0.0%,,0.0,0,0
65,2016,2016-09-25,3,27.063,PIT,@,PHI,L 3-34,*,0,0,0,,0,0.0%,,0.0,0,0
66,2016,2016-10-02,4,27.070,PIT,,KAN,W 43-14,*,0,0,0,,0,0.0%,,0.0,0,0
67,2016,2016-10-09,5,27.077,PIT,,NYJ,W 31-13,*,0,0,0,,0,0.0%,,0.0,0,0
68,2016,2016-10-16,6,27.084,PIT,@,MIA,L 15-30,*,0,0,0,,0,0.0%,,0.0,0,0
69,2016,2016-10-23,7,27.091,PIT,,NWE,L 16-27,*,0,0,0,,0,0.0%,,0.0,0,0
70,2016,2016-11-06,8,27.105,PIT,@,BAL,L 14-21,*,0,0,0,,0,0.0%,,0.0,0,0
71,2016,2016-11-13,9,27.112,PIT,,DAL,L 30-35,*,0,0,0,,0,0.0%,,0.0,0,0
72,2016,2016-11-20,10,27.119,PIT,@,CLE,W 24-9,*,0,0,0,,0,0.0%,,0.0,0,0
73,2016,2016-11-24,11,27.123,PIT,@,IND,W 28-7,*,0,0,0,,0,0.0%,,0.0,0,0
74,2016,2016-12-04,12,27.133,PIT,,NYG,W 24-14,*,0,0,0,,0,0.0%,,0.0,0,0
75,2016,2016-12-11,13,27.140,PIT,@,BUF,W 27-20,*,0,0,0,,0,0.0%,,0.0,0,0
76,2016,2016-12-18,14,27.147,PIT,@,CIN,W 24-20,*,0,0,0,,0,0.0%,,0.0,0,0
77,2016,2016-12-25,15,27.154,PIT,,BAL,W 31-27,*,0,0,0,,0,0.0%,,0.0,0,0
78,2017,2017-09-10,1,28.048,PIT,@,CLE,W 21-18,*,0,0,0,,0,0.0%,,0.0,0,0
79,2017,2017-09-17,2,28.055,PIT,,MIN,W 26-9,*,0,0,0,,0,0.0%,,0.0,0,0
