ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2014,2014-09-07,1,24.189,NWE,@,MIA,L 20-33,,0.0,2,0,0,0,0
2,2014,2014-09-14,2,24.196,NWE,@,MIN,W 30-7,,0.0,1,0,0,0,0
3,2014,2014-09-21,3,24.203,NWE,,OAK,W 16-9,,,,,,,
4,2014,2014-09-29,4,24.211,NWE,@,KAN,L 14-41,,0.0,1,0,0,0,0
5,2014,2014-10-26,8,24.238,NWE,,CHI,W 51-23,,0.0,0,0,0,0,0
6,2014,2014-11-02,9,24.245,NWE,,DEN,W 43-21,,0.0,4,0,0,0,0
7,2014,2014-11-16,10,24.259,NWE,@,IND,W 42-20,,,,,,,
8,2014,2014-12-07,13,24.280,NWE,@,SDG,W 23-14,,,,,,,
9,2014,2014-12-14,14,24.287,NWE,,MIA,W 41-13,*,0.0,2,0,0,0,0
10,2014,2014-12-21,15,24.294,NWE,@,NYJ,W 17-16,,,,,,,
11,2014,2014-12-28,16,24.301,NWE,,BUF,L 9-17,,0.0,4,1,0,0,0
12,2015,2015-09-10,1,25.192,NWE,,PIT,W 28-21,*,0.0,3,2,0,0,0
13,2015,2015-09-20,2,25.202,NWE,@,BUF,W 40-32,*,0.0,4,2,1,9,0
14,2015,2015-09-27,3,25.209,NWE,,JAX,W 51-17,*,0.0,4,0,0,0,0
15,2015,2015-10-11,4,25.223,NWE,@,DAL,W 30-6,*,0.0,1,0,0,0,0
16,2015,2015-10-18,5,25.230,NWE,@,IND,W 34-27,*,0.0,7,1,0,0,0
17,2015,2015-10-25,6,25.237,NWE,,NYJ,W 30-23,*,0.0,5,2,0,0,0
18,2015,2015-10-29,7,25.241,NWE,,MIA,W 36-7,*,0.0,5,0,0,0,0
19,2015,2015-11-08,8,25.251,NWE,,WAS,W 27-10,*,0.0,4,1,0,0,0
20,2015,2015-11-15,9,25.258,NWE,@,NYG,W 27-26,*,0.0,2,0,0,0,0
21,2015,2015-11-23,10,25.266,NWE,,BUF,W 20-13,*,0.0,3,0,0,0,0
22,2015,2015-11-29,11,25.272,NWE,@,DEN,L 24-30,*,0.0,7,0,0,0,0
23,2015,2015-12-06,12,25.279,NWE,,PHI,L 28-35,*,0.0,1,0,0,0,0
24,2015,2015-12-13,13,25.286,NWE,@,HOU,W 27-6,*,0.0,1,0,0,0,0
25,2015,2015-12-20,14,25.293,NWE,,TEN,W 33-16,*,0.0,3,2,1,0,0
26,2015,2015-12-27,15,25.300,NWE,@,NYJ,L 20-26,*,0.0,2,1,0,0,0
27,2015,2016-01-03,16,25.307,NWE,@,MIA,L 10-20,*,0.0,4,0,0,0,0
28,2016,2016-09-11,1,26.193,NWE,@,ARI,W 23-21,*,0.0,3,1,0,0,0
29,2016,2016-09-18,2,26.200,NWE,,MIA,W 31-24,*,0.0,7,1,0,0,0
30,2016,2016-09-22,3,26.204,NWE,,HOU,W 27-0,*,0.0,2,2,0,0,0
31,2016,2016-10-02,4,26.214,NWE,,BUF,L 0-16,*,0.0,3,0,0,0,0
32,2016,2016-10-09,5,26.221,NWE,@,CLE,W 33-13,*,0.0,1,0,0,0,0
33,2016,2016-10-16,6,26.228,NWE,,CIN,W 35-17,*,0.0,2,1,0,0,0
34,2016,2016-10-23,7,26.235,NWE,@,PIT,W 27-16,*,0.0,3,3,1,0,0
35,2016,2016-10-30,8,26.242,NWE,@,BUF,W 41-25,*,0.0,3,1,0,0,0
36,2016,2016-11-13,9,26.256,NWE,,SEA,L 24-31,*,0.0,7,2,0,0,0
37,2016,2016-11-20,10,26.263,NWE,@,SFO,W 30-17,*,1.0,2,0,0,0,0
38,2016,2016-11-27,11,26.270,NWE,@,NYJ,W 22-17,*,0.0,5,0,0,0,0
39,2016,2016-12-04,12,26.277,NWE,,LAR,W 26-10,*,0.0,1,0,1,7,0
40,2016,2016-12-12,13,26.285,NWE,,BAL,W 30-23,*,0.0,3,1,0,0,0
41,2016,2016-12-18,14,26.291,NWE,@,DEN,W 16-3,*,0.0,3,0,0,0,0
42,2016,2016-12-24,15,26.297,NWE,,NYJ,W 41-3,*,0.0,0,0,2,21,0
43,2016,2017-01-01,16,26.305,NWE,@,MIA,W 35-14,*,0.0,3,3,0,0,0
44,2017,2017-09-07,1,27.189,NWE,,KAN,L 27-42,*,0.0,4,0,0,0,0
45,2017,2017-09-17,2,27.199,NWE,@,NOR,W 36-20,,0.0,2,0,0,0,0
46,2017,2017-09-24,3,27.206,NWE,,HOU,W 36-33,*,0.0,2,1,0,0,0
47,2017,2017-10-01,4,27.213,NWE,,CAR,L 30-33,*,0.0,7,1,1,-2,0
48,2017,2017-10-05,5,27.217,NWE,@,TAM,W 19-14,*,0.0,3,1,0,0,0
49,2017,2017-10-15,6,27.227,NWE,@,NYJ,W 24-17,*,0.0,4,0,1,1,0
50,2017,2017-10-22,7,27.234,NWE,,ATL,W 23-7,*,0.0,6,0,0,0,0
51,2017,2017-10-29,8,27.241,NWE,,LAC,W 21-13,*,0.0,1,0,0,0,0
52,2017,2017-11-12,9,27.255,NWE,@,DEN,W 41-16,*,0.0,3,0,0,0,0
53,2017,2017-11-19,10,27.262,NWE,@,OAK,W 33-8,*,0.0,2,0,0,0,0
54,2017,2017-11-26,11,27.269,NWE,,MIA,W 35-17,*,0.0,3,1,0,0,0
55,2017,2017-12-03,12,27.276,NWE,@,BUF,W 23-3,*,0.0,7,1,0,0,0
56,2017,2017-12-11,13,27.284,NWE,@,MIA,L 20-27,*,0.0,3,0,0,0,0
57,2017,2017-12-17,14,27.290,NWE,@,PIT,W 27-24,*,0.0,3,0,0,0,0
58,2017,2017-12-24,15,27.297,NWE,,BUF,W 37-16,*,1.0,3,0,0,0,0
59,2017,2017-12-31,16,27.304,NWE,,NYJ,W 26-6,*,0.0,2,0,0,0,0
60,2018,2018-09-09,1,28.191,TEN,@,MIA,L 20-27,*,0.0,4,1,1,34,0
61,2018,2018-09-16,2,28.198,TEN,,HOU,W 20-17,*,0.0,7,0,0,0,0
62,2018,2018-09-23,3,28.205,TEN,@,JAX,W 9-6,*,0.0,3,0,0,0,0
