ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2002,2002-11-03,8,24.080,IND,,TEN,L 15-23,,1,1,11,11.00,0,100.0%,11.00,2,19,9.50,0
2,2004,2004-10-24,6,26.070,BUF,@,BAL,L 6-20,,,,,,,0.0%,,,,,
