ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
73,1956,1956-10-21,4,28.314,PIT,@,NYG,L 10-38,7,17,2.43,0,3,13,4.33,0,0,0,,0,0,,,,,,
74,1956,1956-10-28,5,28.321,PIT,@,CLE,W 24-16,10,62,6.20,0,3,24,8.00,0,0,0,,0,0,,,,,,
75,1956,1956-11-04,6,28.328,PIT,,NYG,L 14-17,10,45,4.50,0,2,-5,-2.50,0,0,0,,0,0,,,,,,
76,1956,1956-11-11,7,28.335,PIT,@,PHI,L 7-14,12,33,2.75,0,3,2,0.67,0,0,0,,0,0,,,,,,
77,1956,1956-11-18,8,28.342,PIT,,CRD,W 14-7,18,112,6.22,1,0,0,,0,0,0,,0,0,,,,,,
78,1956,1956-11-25,9,28.349,PIT,@,CRD,L 27-38,7,21,3.00,0,1,11,11.00,0,0,0,,0,0,,,,,,
79,1956,1956-12-02,10,28.356,PIT,,RAM,W 30-13,17,69,4.06,1,3,3,1.00,0,0,0,,0,0,,,,,,
80,1956,1956-12-09,11,28.363,PIT,@,DET,L 7-45,8,20,2.50,0,1,2,2.00,0,0,0,,0,0,,,,,,
81,1956,1956-12-16,12,29.004,PIT,@,WAS,W 23-0,16,30,1.88,0,0,0,,0,0,0,,0,0,,,,,,
82,1957,1957-09-29,1,29.291,PIT,,WAS,W 28-7,8,17,2.13,0,3,19,6.33,0,0,0,,0,0,,,,,,
83,1957,1957-10-05,2,29.297,PIT,,CLE,L 12-23,1,4,4.00,0,1,-8,-8.00,0,0,0,,0,0,,,,,,
84,1957,1957-10-13,3,29.305,PIT,,CRD,W 29-20,14,51,3.64,0,1,4,4.00,0,0,0,,0,0,,,,,,
85,1957,1957-10-20,4,29.312,PIT,@,NYG,L 0-35,8,23,2.88,0,3,32,10.67,0,0,0,,0,0,,,,,,
86,1957,1957-11-03,6,29.326,PIT,@,BAL,W 19-13,6,11,1.83,0,2,-4,-2.00,0,0,0,,0,0,,,,,,
87,1957,1957-11-24,8,29.347,PIT,,GNB,L 10-27,6,19,3.17,0,3,22,7.33,0,0,0,,0,0,,,,,,
88,1957,1957-12-01,9,29.354,PIT,@,PHI,L 6-7,7,50,7.14,0,3,30,10.00,0,0,0,,0,0,,,,,,
89,1957,1957-12-07,10,29.360,PIT,,NYG,W 21-10,5,15,3.00,0,0,0,,0,0,0,,0,0,,,,,,
90,1957,1957-12-15,11,30.003,PIT,@,WAS,L 3-10,2,9,4.50,0,1,6,6.00,0,0,0,,0,0,,,,,,
91,1957,1957-12-22,12,30.010,PIT,@,CRD,W 27-2,11,33,3.00,1,3,27,9.00,0,0,0,,0,0,,,,,,
