ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,24.311,NYG,@,DAL,L 31-36,*,,0,0,,0,0.0%,,0,0,0.0,0,1
2,2013,2013-09-15,2,24.318,NYG,,DEN,L 23-41,,3,3,31,10.33,0,100.0%,10.33,0,0,0.0,0,1
3,2013,2013-09-22,3,24.325,NYG,@,CAR,L 0-38,,,0,0,,0,0.0%,,0,0,0.0,0,0
4,2013,2013-09-29,4,24.332,NYG,@,KAN,L 7-31,,,,,,,0.0%,,,,,,
5,2013,2013-10-06,5,24.339,NYG,,PHI,L 21-36,,,,,,,0.0%,,,,,,
6,2013,2013-10-10,6,24.343,NYG,@,CHI,L 21-27,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
7,2013,2013-10-21,7,24.354,NYG,,MIN,W 23-7,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
8,2013,2013-10-27,8,24.360,NYG,@,PHI,W 15-7,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
9,2013,2013-11-10,9,25.009,NYG,,OAK,W 24-20,,,,,,,0.0%,,,,,,
10,2013,2013-11-17,10,25.016,NYG,,GNB,W 27-13,,0,0,0,,0,0.0%,,0,0,0.0,1,0
11,2013,2013-11-24,11,25.023,NYG,,DAL,L 21-24,,,,,,,0.0%,,,,,,
12,2013,2013-12-01,12,25.030,NYG,@,WAS,W 24-17,,,,,,,0.0%,,,,,,
13,2013,2013-12-08,13,25.037,NYG,@,SDG,L 14-37,,,0,0,,0,0.0%,,0,0,0.0,0,1
14,2013,2013-12-15,14,25.044,NYG,,SEA,L 0-23,,,,,,,0.0%,,,,,,
15,2013,2013-12-22,15,25.051,NYG,@,DET,W 23-20,,,,,,,0.0%,,,,,,
16,2013,2013-12-29,16,25.058,NYG,,WAS,W 20-6,,,,,,,0.0%,,,,,,
17,2014,2014-09-08,1,25.311,NYG,@,DET,L 14-35,,8,5,56,11.20,1,62.5%,7.00,1,6,0.0,0,0
