ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,22.297,RAI,@,HOU,W 24-14,,,,,,,,,,
2,1984,1984-09-09,2,22.304,RAI,,GNB,W 28-7,,,,,,,,,,
3,1984,1984-09-16,3,22.311,RAI,@,KAN,W 22-20,,,,,,,,,,
4,1984,1984-09-24,4,22.319,RAI,,SDG,W 33-30,,,,,,,,,,
5,1984,1984-09-30,5,22.325,RAI,@,DEN,L 13-16,,,,,,,,,,
6,1984,1984-10-07,6,22.332,RAI,,SEA,W 28-14,,,,,,,,,,
7,1984,1984-10-14,7,22.339,RAI,,MIN,W 23-20,,,,,,,,,,
8,1984,1984-10-21,8,22.346,RAI,@,SDG,W 44-37,,,,,,,,,,
9,1984,1984-10-28,9,22.353,RAI,,DEN,L 19-22,,,,,,,,,,
10,1984,1984-11-04,10,22.360,RAI,@,CHI,L 6-17,,,,,,,,,,
11,1984,1984-11-12,11,23.002,RAI,@,SEA,L 14-17,,,,,,,,,,
12,1984,1984-11-18,12,23.008,RAI,,KAN,W 17-7,,,,,,,,,,
13,1984,1984-11-25,13,23.015,RAI,,IND,W 21-7,,,,,,,,,,
14,1984,1984-12-02,14,23.022,RAI,@,MIA,W 45-34,,,,,,,,,,
15,1984,1984-12-10,15,23.030,RAI,@,DET,W 24-3,,,,,,,,,,
16,1984,1984-12-16,16,23.036,RAI,,PIT,L 7-13,,,,,,,,,,
17,1985,1985-09-08,1,23.302,RAI,,NYJ,W 31-0,0,0,,0,1,6,0.0,1,76,1
18,1985,1985-09-12,2,23.306,RAI,@,KAN,L 20-36,,,,,,,,,,
19,1985,1985-09-22,3,23.316,RAI,,SFO,L 10-34,,,,,,,,,,
20,1985,1985-09-29,4,23.323,RAI,@,NWE,W 35-20,,,,,,,,,,
21,1985,1985-10-06,5,23.330,RAI,,KAN,W 19-10,,,,,,,,,,
22,1985,1985-10-13,6,23.337,RAI,,NOR,W 23-13,,,,,,,,,,
23,1985,1985-10-20,7,23.344,RAI,@,CLE,W 21-20,,,,,,,,,,
24,1985,1985-10-28,8,23.352,RAI,,SDG,W 34-21,,,,,,,,,,
25,1985,1985-11-03,9,23.358,RAI,@,SEA,L 3-33,,,,,,,,,,
26,1985,1985-11-10,10,24.000,RAI,@,SDG,L 34-40,,,,,,,,,,
27,1985,1985-11-17,11,24.007,RAI,,CIN,W 13-6,,,,,,,,,,
28,1985,1985-11-24,12,24.014,RAI,,DEN,W 31-28,,,,,,,,,,
29,1985,1985-12-01,13,24.021,RAI,@,ATL,W 34-24,,,,,,,,,,
30,1985,1985-12-08,14,24.028,RAI,@,DEN,W 17-14,0,0,,0,0,0,1.0,0,0,0
31,1985,1985-12-15,15,24.035,RAI,,SEA,W 13-3,,,,,,,,,,
32,1985,1985-12-23,16,24.043,RAI,@,RAM,W 16-6,,,,,,,,,,
33,1986,1986-09-07,1,24.301,RAI,@,DEN,L 36-38,,,,,,,,,,
34,1986,1986-09-14,2,24.308,RAI,@,WAS,L 6-10,0,0,,0,0,0,0.0,1,9,0
35,1986,1986-09-21,3,24.315,RAI,,NYG,L 9-14,,,,,,,,,,
36,1986,1986-09-28,4,24.322,RAI,,SDG,W 17-13,,,,,,,,,,
37,1986,1986-10-05,5,24.329,RAI,@,KAN,W 24-17,0,0,,0,0,0,1.0,0,0,0
38,1986,1986-10-12,6,24.336,RAI,,SEA,W 14-10,,,,,,,,,,
39,1986,1986-10-19,7,24.343,RAI,@,MIA,W 30-28,,,,,,,,,,
40,1986,1986-10-26,8,24.350,RAI,@,HOU,W 28-17,,,,,,,,,,
41,1986,1986-11-02,9,24.357,RAI,,DEN,L 10-21,,,,,,,,,,
42,1986,1986-11-09,10,24.364,RAI,@,DAL,W 17-13,0,0,,0,0,0,1.0,0,0,0
43,1986,1986-11-16,11,25.006,RAI,,CLE,W 27-14,0,0,,0,0,0,0.0,1,19,0
44,1986,1986-11-20,12,25.010,RAI,@,SDG,W 37-31,0,0,,0,0,0,1.0,0,0,0
45,1986,1986-11-30,13,25.020,RAI,,PHI,L 27-33,0,0,,0,0,0,2.0,0,0,0
46,1986,1986-12-08,14,25.028,RAI,@,SEA,L 0-37,,,,,,,,,,
47,1986,1986-12-14,15,25.034,RAI,,KAN,L 17-20,0,0,,0,0,0,1.0,0,0,0
48,1986,1986-12-21,16,25.041,RAI,,IND,L 24-30,,,,,,,,,,
49,1987,1987-09-13,1,25.307,RAI,@,GNB,W 20-0,,,,,,,,,,
