ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists
1,2011,2011-09-11,1,22.126,IND,@,HOU,L 7-34,,0.0,4,0
2,2011,2011-09-18,2,22.133,IND,,CLE,L 19-27,,0.0,1,5
3,2011,2011-09-25,3,22.140,IND,,PIT,L 20-23,,0.0,1,2
4,2011,2011-10-03,4,22.148,IND,@,TAM,L 17-24,,0.0,2,1
5,2011,2011-11-13,10,22.189,IND,,JAX,L 3-17,,0.0,1,2
6,2012,2012-09-09,1,23.124,IND,@,CHI,L 21-41,,0.0,1,0
7,2012,2012-09-16,2,23.131,IND,,MIN,W 23-20,,0.0,1,2
8,2012,2012-09-23,3,23.138,IND,,JAX,L 17-22,,0.0,1,0
9,2012,2012-10-07,4,23.152,IND,,GNB,W 30-27,,0.0,1,2
10,2012,2012-10-14,5,23.159,IND,@,NYJ,L 9-35,*,0.0,0,3
11,2012,2012-10-21,6,23.166,IND,,CLE,W 17-13,*,,,
12,2012,2012-10-28,7,23.173,IND,@,TEN,W 19-13,*,1.0,2,0
13,2012,2012-11-04,8,23.180,IND,,MIA,W 23-20,,0.0,0,2
14,2012,2012-11-08,9,23.184,IND,@,JAX,W 27-10,,0.0,1,0
15,2013,2013-09-29,4,24.144,DAL,@,SDG,L 21-30,,0.0,1,0
16,2013,2013-10-06,5,24.151,DAL,,DEN,L 48-51,,0.0,2,0
17,2013,2013-10-13,6,24.158,DAL,,WAS,W 31-16,,0.0,1,0
18,2013,2013-10-20,7,24.165,DAL,@,PHI,W 17-3,,0.0,1,0
19,2013,2013-10-27,8,24.172,DAL,@,DET,L 30-31,,0.0,0,1
20,2013,2013-11-03,9,24.179,DAL,,MIN,W 27-23,,0.0,0,1
21,2013,2013-11-10,10,24.186,DAL,@,NOR,L 17-49,,0.0,1,1
22,2013,2013-11-24,11,24.200,DAL,@,NYG,W 24-21,,0.0,1,0
23,2013,2013-11-28,12,24.204,DAL,,OAK,W 31-24,,0.0,1,0
24,2013,2013-12-09,13,24.215,DAL,@,CHI,L 28-45,,0.0,2,0
25,2013,2013-12-15,14,24.221,DAL,,GNB,L 36-37,,,,
26,2013,2013-12-29,16,24.235,JAX,@,IND,L 10-30,,0.0,1,1
