ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1987,1987-10-04,3,29.247,CLE,@,NWE,W 20-10,1,0,0.00,0
2,1987,1987-10-11,4,29.254,CLE,,HOU,L 10-15,0,0,,0
3,1987,1987-10-18,5,29.261,CLE,@,CIN,W 34-0,0,0,,0
