ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
15,1991,1991-10-27,8,24.143,NWE,,DEN,L 6-9,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
16,1991,1991-11-03,9,24.150,NWE,@,BUF,L 17-22,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
17,1991,1991-11-10,10,24.157,NWE,@,MIA,L 20-30,,1,22,22.00,0,,,1,-4,-4.00,0,0,0,,0,0,0,,0,0,0
18,1991,1991-11-17,11,24.164,NWE,,NYJ,L 21-28,,2,37,18.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
19,1991,1991-11-24,12,24.171,NWE,,BUF,W 16-13,,1,19,19.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
20,1991,1991-12-01,13,24.178,NWE,@,DEN,L 3-20,,0,0,,0,,,0,0,,0,0,0,,0,,,,,0,
21,1991,1991-12-08,14,24.185,NWE,,IND,W 23-17,,3,84,28.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
22,1991,1991-12-15,15,24.192,NWE,@,NYJ,W 6-3,,5,63,12.60,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
23,1991,1991-12-22,16,24.199,NWE,@,CIN,L 7-29,,7,150,21.43,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
24,1992,1992-09-13,1,25.099,NWE,@,RAM,L 0-14,7,4,51,12.75,0,57.1%,7.29,0,0,,0,0,0,,0,4,37,9.25,0,0,0
25,1992,1992-09-20,2,25.106,NWE,,SEA,L 6-10,4,2,23,11.50,0,50.0%,5.75,0,0,,0,1,0,0.00,0,4,10,2.50,0,0,0
26,1992,1992-09-27,3,25.113,NWE,,BUF,L 7-41,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0
27,1992,1992-10-04,4,25.120,NWE,@,NYJ,L 21-30,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
28,1992,1992-10-11,5,25.127,NWE,,SFO,L 12-24,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
29,1992,1992-10-18,6,25.134,NWE,@,MIA,L 17-38,8,6,74,12.33,1,75.0%,9.25,0,0,,0,0,0,,0,0,0,,0,1,6
30,1992,1992-10-25,7,25.141,NWE,,CLE,L 17-19,12,3,41,13.67,0,25.0%,3.42,0,0,,0,0,0,,0,0,0,,0,0,0
31,1992,1992-11-01,8,25.148,NWE,@,BUF,L 7-16,4,2,18,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0
32,1992,1992-11-08,9,25.155,NWE,,NOR,L 14-31,,0,0,,0,0.0%,,,,,,0,0,,0,0,0,,0,,
33,1992,1992-11-15,10,25.162,NWE,@,IND,W 37-34,3,3,54,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0,,0,0,0
34,1992,1992-11-22,11,25.169,NWE,,NYJ,W 24-3,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
35,1992,1992-11-29,12,25.176,NWE,@,ATL,L 0-34,1,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
36,1992,1992-12-06,13,25.183,NWE,,IND,L 0-6,4,0,0,,0,0.0%,0.00,,,,,0,0,,0,0,0,,0,,
37,1992,1992-12-13,14,25.190,NWE,@,KAN,L 20-27,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
38,1992,1992-12-20,15,25.197,NWE,@,CIN,L 10-20,1,0,0,,0,0.0%,0.00,0,0,,0,1,28,28.00,0,0,0,,0,0,0
39,1992,1992-12-27,16,25.204,NWE,,MIA,L 13-16,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0
40,1993,1993-09-05,1,26.091,NWE,@,BUF,L 14-38,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,
41,1993,1993-09-12,2,26.098,NWE,,DET,L 16-19,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0,,0,0,0
42,1993,1993-09-19,3,26.105,NWE,,SEA,L 14-17,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,0
43,1993,1993-09-26,4,26.112,NWE,@,NYJ,L 7-45,7,5,60,12.00,0,71.4%,8.57,0,0,,0,0,0,,0,0,0,,0,0,0
44,1993,1993-10-10,5,26.126,NWE,@,PHO,W 23-21,3,1,20,20.00,0,33.3%,6.67,0,0,,0,0,0,,0,0,0,,0,0,0
45,1993,1993-10-17,6,26.133,NWE,,HOU,L 14-28,7,5,52,10.40,0,71.4%,7.43,0,0,,0,0,0,,0,0,0,,0,0,0
46,1993,1993-10-24,7,26.140,NWE,@,SEA,L 9-10,4,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,
47,1993,1993-10-31,8,26.147,NWE,@,IND,L 6-9,5,3,29,9.67,0,60.0%,5.80,0,0,,0,0,0,,0,0,0,,0,0,0
48,1993,1993-11-07,9,26.154,NWE,,BUF,L 10-13,3,1,26,26.00,0,33.3%,8.67,0,0,,0,0,0,,0,0,0,,0,0,0
49,1993,1993-11-21,10,26.168,NWE,@,MIA,L 13-17,8,5,60,12.00,0,62.5%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0
50,1993,1993-11-28,11,26.175,NWE,,NYJ,L 0-6,4,3,58,19.33,0,75.0%,14.50,0,0,,0,0,0,,0,0,0,,0,0,0
51,1993,1993-12-05,12,26.182,NWE,@,PIT,L 14-17,17,4,97,24.25,0,23.5%,5.71,0,0,,0,0,0,,0,0,0,,0,0,0
52,1993,1993-12-12,13,26.189,NWE,,CIN,W 7-2,7,3,35,11.67,0,42.9%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
53,1993,1993-12-19,14,26.196,NWE,@,CLE,W 20-17,9,3,42,14.00,0,33.3%,4.67,0,0,,0,0,0,,0,0,0,,0,0,0
54,1993,1993-12-26,15,26.203,NWE,,IND,W 38-0,2,2,59,29.50,1,100.0%,29.50,0,0,,0,0,0,,0,0,0,,0,1,6
55,1993,1994-01-02,16,26.210,NWE,,MIA,W 33-27,7,4,75,18.75,1,57.1%,10.71,0,0,,0,0,0,,0,0,0,,0,1,6
56,1994,1994-09-04,1,27.090,NWE,@,MIA,L 35-39,7,6,69,11.50,1,85.7%,9.86,1,4,4.00,0,0,0,,0,0,0,,0,1,6
57,1994,1994-09-11,2,27.097,NWE,,BUF,L 35-38,7,5,101,20.20,1,71.4%,14.43,0,0,,0,1,28,28.00,0,0,0,,0,1,6
58,1994,1994-09-18,3,27.104,NWE,@,CIN,W 31-28,15,10,125,12.50,1,66.7%,8.33,0,0,,0,0,0,,0,0,0,,0,1,6
59,1994,1994-09-25,4,27.111,NWE,@,DET,W 23-17,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,0
60,1994,1994-10-02,5,27.118,NWE,,GNB,W 17-16,9,4,29,7.25,0,44.4%,3.22,0,0,,0,0,0,,0,0,0,,0,0,0
61,1994,1994-10-09,6,27.125,NWE,,RAI,L 17-21,6,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,,0,
62,1994,1994-10-30,8,27.146,NWE,,MIA,L 3-23,9,2,26,13.00,0,22.2%,2.89,0,0,,0,0,0,,0,0,0,,0,0,0
63,1994,1994-11-06,9,27.153,NWE,@,CLE,L 6-13,15,7,69,9.86,0,46.7%,4.60,0,0,,0,0,0,,0,0,0,,0,0,0
64,1994,1994-11-13,10,27.160,NWE,,MIN,W 26-20,12,10,113,11.30,0,83.3%,9.42,0,0,,0,0,0,,0,0,0,,0,0,0
65,1994,1994-11-20,11,27.167,NWE,,SDG,W 23-17,9,8,82,10.25,0,88.9%,9.11,0,0,,0,0,0,,0,0,0,,0,0,0
66,1994,1994-11-27,12,27.174,NWE,@,IND,W 12-10,6,4,71,17.75,0,66.7%,11.83,0,0,,0,0,0,,0,0,0,,0,0,0
67,1994,1994-12-04,13,27.181,NWE,,NYJ,W 24-13,7,4,44,11.00,0,57.1%,6.29,0,0,,0,0,0,,0,0,0,,0,0,0
68,1994,1994-12-11,14,27.188,NWE,,IND,W 28-13,11,5,54,10.80,0,45.5%,4.91,0,0,,0,0,0,,0,0,0,,0,0,0
69,1994,1994-12-18,15,27.195,NWE,@,BUF,W 41-17,4,3,71,23.67,0,75.0%,17.75,0,0,,0,0,0,,0,0,0,,0,0,0
70,1994,1994-12-24,16,27.201,NWE,@,CHI,W 13-3,5,4,61,15.25,0,80.0%,12.20,1,10,10.00,0,0,0,,0,0,0,,0,0,0
71,1995,1995-09-03,1,28.089,CHI,,MIN,W 31-14,1,1,8,8.00,0,100.0%,8.00,0,0,,0,3,62,20.67,0,0,0,,0,0,0
72,1995,1995-09-11,2,28.097,CHI,,GNB,L 24-27,1,0,0,,0,0.0%,0.00,0,0,,0,6,141,23.50,0,0,0,,0,0,0
73,1995,1995-09-17,3,28.103,CHI,@,TAM,W 25-6,2,2,31,15.50,0,100.0%,15.50,0,0,,0,1,31,31.00,0,0,0,,0,0,0
74,1995,1995-09-24,4,28.110,CHI,@,STL,L 28-34,4,3,31,10.33,1,75.0%,7.75,0,0,,0,3,42,14.00,0,0,0,,0,1,6
75,1995,1995-10-08,5,28.124,CHI,,CAR,W 31-27,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
76,1995,1995-10-15,6,28.131,CHI,@,JAX,W 30-27,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,,0,
77,1995,1995-10-22,7,28.138,CHI,,HOU,W 35-32,5,3,31,10.33,0,60.0%,6.20,0,0,,0,0,0,,0,0,0,,0,0,0
78,1995,1995-10-30,8,28.146,CHI,@,MIN,W 14-6,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,0,0
79,1995,1995-11-05,9,28.152,CHI,,PIT,L 34-37,2,1,14,14.00,0,50.0%,7.00,0,0,,0,3,57,19.00,0,0,0,,0,0,0
80,1995,1995-11-12,10,28.159,CHI,@,GNB,L 28-35,4,0,0,,0,0.0%,0.00,1,16,16.00,0,0,0,,0,0,0,,0,0,0
81,1995,1995-11-19,11,28.166,CHI,,DET,L 17-24,3,2,35,17.50,0,66.7%,11.67,0,0,,0,0,0,,0,0,0,,0,0,0
82,1995,1995-11-26,12,28.173,CHI,@,NYG,W 27-24,5,3,23,7.67,1,60.0%,4.60,1,6,6.00,1,0,0,,0,0,0,,0,2,12
83,1995,1995-12-04,13,28.181,CHI,@,DET,L 7-27,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,51,,0,0,,,0,0,0
84,1995,1995-12-10,14,28.187,CHI,@,CIN,L 10-16,6,2,24,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
85,1995,1995-12-17,15,28.194,CHI,,TAM,W 31-10,2,1,13,13.00,0,50.0%,6.50,0,0,,0,2,36,18.00,0,0,0,,0,0,0
86,1995,1995-12-24,16,28.201,CHI,,PHI,W 20-14,4,2,20,10.00,0,50.0%,5.00,1,6,6.00,0,0,0,,0,0,0,,0,0,0
87,1996,1996-09-02,1,29.088,CHI,,DAL,W 22-6,5,3,56,18.67,0,60.0%,11.20,1,8,8.00,0,0,0,,0,0,0,,0,0,0
88,1996,1996-09-08,2,29.094,CHI,@,WAS,L 3-10,12,6,77,12.83,0,50.0%,6.42,0,0,,0,0,0,,0,0,0,,0,0,0
89,1996,1996-09-15,3,29.101,CHI,,MIN,L 14-20,15,5,54,10.80,0,33.3%,3.60,0,0,,0,0,0,,0,0,0,,0,0,0
90,1996,1996-09-29,5,29.115,CHI,,OAK,W 19-17,6,2,59,29.50,0,33.3%,9.83,0,0,,0,0,0,,0,0,0,,0,0,0
91,1996,1996-10-06,6,29.122,CHI,,GNB,L 6-37,6,4,54,13.50,0,66.7%,9.00,0,0,,0,0,0,,0,0,0,,0,0,0
92,1996,1996-10-13,7,29.129,CHI,@,NOR,L 24-27,11,5,52,10.40,0,45.5%,4.73,0,0,,0,0,0,,0,0,0,,0,0,0
93,1996,1996-10-28,8,29.144,CHI,@,MIN,W 15-13,10,7,78,11.14,0,70.0%,7.80,0,0,,0,0,0,,0,0,0,,0,0,0
94,1996,1996-11-03,9,29.150,CHI,,TAM,W 13-10,7,2,8,4.00,0,28.6%,1.14,1,13,13.00,0,0,0,,0,0,0,,0,0,0
95,1996,1996-11-10,10,29.157,CHI,@,DEN,L 12-17,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,0,0,0
96,1996,1996-11-17,11,29.164,CHI,@,KAN,L 10-14,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
97,1996,1996-11-24,12,29.171,CHI,,DET,W 31-14,6,5,76,15.20,0,83.3%,12.67,1,0,0.00,0,0,0,,0,0,0,,0,0,0
98,1996,1996-12-01,13,29.178,CHI,@,GNB,L 17-28,6,4,38,9.50,0,66.7%,6.33,0,0,,0,0,0,,0,0,0,,0,0,0
99,1996,1996-12-08,14,29.185,CHI,,STL,W 35-9,6,6,111,18.50,0,100.0%,18.50,0,0,,0,0,0,,0,0,0,,0,0,0
100,1996,1996-12-14,15,29.191,CHI,,SDG,W 27-14,7,5,51,10.20,0,71.4%,7.29,0,0,,0,0,0,,0,0,0,,0,0,0
101,1996,1996-12-22,16,29.199,CHI,@,TAM,L 19-34,6,4,35,8.75,0,66.7%,5.83,0,0,,0,0,0,,0,0,0,,0,0,0
102,1997,1997-08-31,1,30.086,PHI,@,NYG,L 17-31,11,9,125,13.89,0,81.8%,11.36,0,0,,0,0,0,,0,0,0,,0,0,0
103,1997,1997-09-07,2,30.093,PHI,,GNB,W 10-9,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
104,1997,1997-09-15,3,30.101,PHI,@,DAL,L 20-21,7,4,42,10.50,0,57.1%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
105,1997,1997-09-28,4,30.114,PHI,@,MIN,L 19-28,12,6,59,9.83,0,50.0%,4.92,0,0,,0,0,0,,0,0,0,,0,0,0
106,1997,1997-10-05,5,30.121,PHI,,WAS,W 24-10,5,1,22,22.00,0,20.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,0
107,1997,1997-10-12,6,30.128,PHI,@,JAX,L 21-38,3,1,9,9.00,0,33.3%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
108,1997,1997-10-26,8,30.142,PHI,,DAL,W 13-12,5,1,5,5.00,0,20.0%,1.00,0,0,,0,0,0,,0,0,0,,0,0,0
109,1997,1997-11-02,9,30.149,PHI,@,ARI,L 21-31,8,4,48,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
110,1997,1997-11-10,10,30.157,PHI,,SFO,L 12-24,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,0,0
111,1997,1997-11-16,11,30.163,PHI,@,BAL,T 10-10,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,0,0,,0,0,0
112,1997,1997-11-23,12,30.170,PHI,,PIT,W 23-20,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,
113,1997,1997-11-30,13,30.177,PHI,,CIN,W 44-42,6,6,73,12.17,1,100.0%,12.17,0,0,,0,0,0,,0,0,0,,0,1,6
114,1997,1997-12-07,14,30.184,PHI,,NYG,L 21-31,8,5,54,10.80,0,62.5%,6.75,0,0,,0,0,0,,0,0,0,,0,0,0
115,1997,1997-12-14,15,30.191,PHI,@,ATL,L 17-20,6,1,3,3.00,1,16.7%,0.50,0,0,,0,0,0,,0,0,0,,0,1,6
116,1997,1997-12-21,16,30.198,PHI,@,WAS,L 32-35,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,
