ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2005,2005-09-11,1,22.076,JAX,,SEA,W 26-14,,,,,,,,,,,,,,,,,
2,2005,2005-09-18,2,22.083,JAX,@,IND,L 3-10,,,,,,,,,,,,,,,,,
3,2005,2005-09-25,3,22.090,JAX,@,NYJ,W 26-20,,,,,,,,,,,,,,,,,
4,2005,2005-10-02,4,22.097,JAX,,DEN,L 7-20,,,,,,,,,,,,,,,,,
5,2005,2005-10-09,5,22.104,JAX,,CIN,W 23-20,,,,,,,,,,,,,,,,,
6,2005,2005-10-16,6,22.111,JAX,@,PIT,W 23-17,,,,,,,,,,,,,,,,,
7,2005,2005-10-30,7,22.125,JAX,@,STL,L 21-24,,,,,,,,,,,,,,,,,
8,2005,2005-11-06,8,22.132,JAX,,HOU,W 21-14,,,,,,,,,,,,,,,,,
9,2005,2005-11-13,9,22.139,JAX,,BAL,W 30-3,,,,,,,,,,,,,,,,,
10,2005,2005-11-20,10,22.146,JAX,@,TEN,W 31-28,,,,,,,,,,,,,,,,,
11,2005,2005-11-27,11,22.153,JAX,@,ARI,W 24-17,,,,,,,,,,,,,,,,,
12,2005,2005-12-04,12,22.160,JAX,@,CLE,W 20-14,,,,,,,,,,,,,,,,,
13,2005,2005-12-11,13,22.167,JAX,,IND,L 18-26,,,,,,,,,,,,,,,,,
14,2005,2005-12-18,14,22.174,JAX,,SFO,W 10-9,,,,,,,,,,,,,,,,,
15,2005,2005-12-24,15,22.180,JAX,@,HOU,W 38-20,,,,,,,,,,,,,,,,,
16,2005,2006-01-01,16,22.188,JAX,,TEN,W 40-13,,,,,,,,,,,,,,,,,
17,2006,2006-09-10,1,23.075,JAX,,DAL,W 24-17,,,,,,,,,,,,,,,,,
18,2006,2006-09-18,2,23.083,JAX,,PIT,W 9-0,,,,,,,,,,,,,,,,,
19,2006,2006-09-24,3,23.089,JAX,@,IND,L 14-21,,,,,,,,,,,,,,,,,
20,2006,2006-10-01,4,23.096,JAX,@,WAS,L 30-36,,,,,,,,,,,,,,,,,
21,2006,2006-10-08,5,23.103,JAX,,NYJ,W 41-0,,,,,,,,,,,,,,,,,
22,2006,2006-10-22,6,23.117,JAX,@,HOU,L 7-27,,,,,,,,,,,,,,,,,
23,2006,2006-10-29,7,23.124,JAX,@,PHI,W 13-6,,,,,,,,,,,,,,,,,
24,2006,2006-11-05,8,23.131,JAX,,TEN,W 37-7,,0,0,,0,0,0,,0,1,6,0.0,,,1,55,1
25,2006,2006-11-12,9,23.138,JAX,,HOU,L 10-13,*,,,,,,,,,,,,,,,,
26,2006,2006-11-20,10,23.146,JAX,,NYG,W 26-10,,,,,,,,,,,,,,,,,
27,2006,2006-11-26,11,23.152,JAX,@,BUF,L 24-27,,,,,,,,,,,,,,,,,
28,2006,2006-12-03,12,23.159,JAX,@,MIA,W 24-10,,,,,,,,,,,,,,,,,
29,2006,2006-12-10,13,23.166,JAX,,IND,W 44-17,,,,,,,,,,,,,,,,,
30,2006,2006-12-17,14,23.173,JAX,@,TEN,L 17-24,,,,,,,,,,,,,,,,,
