ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
23,1991,1991-10-13,7,24.348,PHO,@,MIN,L 7-34,,1,10,10.00,0,,,0,0
24,1991,1991-10-20,8,24.355,PHO,,ATL,W 16-10,,1,11,11.00,0,,,0,0
25,1991,1991-10-27,9,24.362,PHO,,MIN,L 0-28,,0,0,,0,,,,
26,1991,1991-11-03,10,25.004,PHO,@,DAL,L 7-27,,2,12,6.00,0,,,0,0
27,1991,1991-11-10,11,25.011,PHO,,NYG,L 14-21,,0,0,,0,,,,
28,1991,1991-11-17,12,25.018,PHO,@,SFO,L 10-14,,0,0,,0,,,,
29,1991,1991-11-24,13,25.025,PHO,,PHI,L 14-34,,1,14,14.00,0,,,0,0
30,1991,1991-12-08,14,25.039,PHO,,WAS,L 14-20,,0,0,,0,,,,
31,1991,1991-12-15,15,25.046,PHO,@,DEN,L 19-24,,1,6,6.00,0,,,0,0
32,1991,1991-12-22,16,25.053,PHO,,NOR,L 3-27,,2,20,10.00,0,,,0,0
33,1992,1992-09-13,2,25.319,PIT,,NYJ,W 27-10,,0,0,,0,0.0%,,,
34,1992,1992-09-20,3,25.326,PIT,@,SDG,W 23-6,,0,0,,0,0.0%,,,
35,1992,1992-09-27,4,25.333,PIT,@,GNB,L 3-17,1,1,8,8.00,0,100.0%,8.00,0,0
36,1992,1992-10-11,5,25.347,PIT,@,CLE,L 9-17,,0,0,,0,0.0%,,,
37,1992,1992-10-19,6,25.355,PIT,,CIN,W 20-0,1,1,6,6.00,0,100.0%,6.00,0,0
38,1992,1992-10-25,7,25.361,PIT,@,KAN,W 27-3,,0,0,,0,0.0%,,,
39,1992,1992-11-01,8,26.002,PIT,,HOU,W 21-20,,0,0,,0,0.0%,,,
40,1992,1992-11-08,9,26.009,PIT,@,BUF,L 20-28,,0,0,,0,0.0%,,,
41,1992,1992-11-15,10,26.016,PIT,,DET,W 17-14,2,1,1,1.00,1,50.0%,0.50,1,6
42,1992,1992-11-22,11,26.023,PIT,,IND,W 30-14,1,0,0,,0,0.0%,0.00,,
43,1992,1992-11-29,12,26.030,PIT,@,CIN,W 21-9,,0,0,,0,0.0%,,,
44,1992,1992-12-06,13,26.037,PIT,,SEA,W 20-14,,0,0,,0,0.0%,,,
45,1992,1992-12-13,14,26.044,PIT,@,CHI,L 6-30,1,1,6,6.00,0,100.0%,6.00,0,0
46,1992,1992-12-20,15,26.051,PIT,,MIN,L 3-6,2,1,5,5.00,0,50.0%,2.50,0,0
47,1992,1992-12-27,16,26.058,PIT,,CLE,W 23-13,1,1,2,2.00,1,100.0%,2.00,1,6
48,1993,1993-09-05,1,26.310,PIT,,SFO,L 13-24,,0,0,,0,0.0%,,,
49,1993,1993-09-12,2,26.317,PIT,@,RAM,L 0-27,,0,0,,0,0.0%,,,
50,1993,1993-09-19,3,26.324,PIT,,CIN,W 34-7,,0,0,,0,0.0%,,,
51,1993,1993-09-27,4,26.332,PIT,@,ATL,W 45-17,,0,0,,0,0.0%,,,
52,1993,1993-10-10,5,26.345,PIT,,SDG,W 16-3,,0,0,,0,0.0%,,,
53,1993,1993-10-17,6,26.352,PIT,,NOR,W 37-14,,0,0,,0,0.0%,,,
54,1993,1993-10-24,7,26.359,PIT,@,CLE,L 23-28,,0,0,,0,0.0%,,,
55,1993,1993-11-07,8,27.008,PIT,@,CIN,W 24-16,1,0,0,,0,0.0%,0.00,,
56,1993,1993-11-15,9,27.016,PIT,,BUF,W 23-0,,0,0,,0,0.0%,,,
57,1993,1993-11-21,10,27.022,PIT,@,DEN,L 13-37,1,1,12,12.00,0,100.0%,12.00,0,0
58,1993,1993-11-28,11,27.029,PIT,@,HOU,L 3-23,,0,0,,0,0.0%,,,
59,1993,1993-12-05,12,27.036,PIT,,NWE,W 17-14,,0,0,,0,0.0%,,,
60,1993,1993-12-13,13,27.044,PIT,@,MIA,W 21-20,,0,0,,0,0.0%,,,
61,1993,1993-12-19,14,27.050,PIT,,HOU,L 17-26,,0,0,,0,0.0%,,,
62,1993,1993-12-26,15,27.057,PIT,@,SEA,L 6-16,2,0,0,,0,0.0%,0.00,,
63,1993,1994-01-02,16,27.064,PIT,,CLE,W 16-9,,0,0,,0,0.0%,,,
