ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
1,1968,1968-10-06,4,26.091,DEN,,CIN,W 10-7,3,24,8.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
2,1968,1968-10-20,6,26.105,DEN,@,SDG,L 24-55,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
3,1968,1968-11-10,9,26.126,DEN,,OAK,L 7-43,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
4,1968,1968-11-17,10,26.133,DEN,@,HOU,L 17-38,0,0,,0,0,0,,0,1,1,100.00,18,0,0,118.7,0,0,18.00,18.00,0,0
5,1968,1968-12-01,12,26.147,DEN,,SDG,L 23-47,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
6,1968,1968-12-08,13,26.154,DEN,@,OAK,L 27-33,2,44,22.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
7,1968,1968-12-14,14,26.160,DEN,,KAN,L 7-30,4,122,30.50,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
8,1969,1969-09-14,1,27.069,DEN,,BOS,W 35-7,3,72,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
9,1969,1969-09-21,2,27.076,DEN,,NYJ,W 21-19,4,60,15.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
10,1969,1969-09-28,3,27.083,DEN,@,BUF,L 28-41,4,48,12.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,2,12
11,1969,1969-10-05,4,27.090,DEN,,KAN,L 13-26,3,44,14.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
12,1969,1969-10-12,5,27.097,DEN,,OAK,L 14-24,6,94,15.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
13,1969,1969-10-19,6,27.104,DEN,@,CIN,W 30-23,3,61,20.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
14,1969,1969-10-26,7,27.111,DEN,@,HOU,L 21-24,6,102,17.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
15,1969,1969-11-02,8,27.118,DEN,,SDG,W 13-0,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
16,1969,1969-11-09,9,27.125,DEN,@,OAK,L 10-41,2,26,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
17,1970,1970-09-20,1,28.075,DEN,@,BUF,W 25-10,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
18,1970,1970-09-27,2,28.082,DEN,,PIT,W 16-13,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
19,1970,1970-10-04,3,28.089,DEN,,KAN,W 26-13,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
20,1970,1970-10-11,4,28.096,DEN,@,OAK,L 23-35,2,50,25.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,1,6
21,1970,1970-10-18,5,28.103,DEN,,ATL,W 24-10,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
22,1970,1970-10-25,6,28.110,DEN,@,SFO,L 14-19,,,,,,,,,,,,,,,,,,,,,
23,1970,1970-11-01,7,28.117,DEN,,WAS,L 3-19,1,11,11.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0
24,1970,1970-11-08,8,28.124,DEN,@,SDG,L 21-24,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
25,1970,1970-11-15,9,28.131,DEN,,OAK,L 19-24,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
26,1970,1970-11-22,10,28.138,DEN,@,NOR,W 31-6,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0
27,1970,1970-11-29,11,28.145,DEN,@,HOU,L 21-31,,,,,,,,,,,,,,,,,,,,,
28,1971,1971-12-05,12,29.151,CIN,@,CLE,L 27-31,,,,,,,,,,,,,,,,,,,,,
29,1971,1971-12-12,13,29.158,CIN,,PIT,L 13-21,,,,,,,,,,,,,,,,,,,,,
30,1971,1971-12-19,14,29.165,CIN,@,NYJ,L 21-35,,,,,,,,,,,,,,,,,,,,,
