ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists
1,2009,2009-09-14,1,25.049,BUF,@,NWE,L 24-25,,,,,,,0.0%,,,,,,,,
2,2009,2009-09-27,3,25.062,BUF,,NOR,L 7-27,,1,,,,,0.0%,,,,,,,,
3,2009,2009-10-11,5,25.076,BUF,,CLE,L 3-6,,,,,,,0.0%,,,,,,,,
4,2009,2009-10-18,6,25.083,BUF,@,NYJ,W 16-13,,,,,,,0.0%,,,,,,,,
5,2009,2009-10-25,7,25.090,BUF,@,CAR,W 20-9,,1,,,,,0.0%,,,,,,,,
6,2009,2009-11-01,8,25.097,BUF,,HOU,L 10-31,,0,0,0,,0,0.0%,,1,11,11.00,0,0.0,0,0
7,2009,2009-11-15,9,25.111,BUF,@,TEN,L 17-41,,,,,,,0.0%,,,,,,,,
8,2009,2009-11-22,10,25.118,BUF,@,JAX,L 15-18,,,,,,,0.0%,,,,,,,,
9,2009,2009-11-29,11,25.125,BUF,,MIA,W 31-14,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0.0,0,0
10,2009,2009-12-03,12,25.129,BUF,,NYJ,L 13-19,*,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0.0,0,0
11,2009,2009-12-13,13,25.139,BUF,@,KAN,W 16-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0.0,0,0
12,2009,2009-12-20,14,25.146,BUF,,NWE,L 10-17,,0,0,0,,0,0.0%,,0,0,,0,0.0,0,0
13,2009,2009-12-27,15,25.153,BUF,@,ATL,L 3-31,,2,0,0,,0,0.0%,0.00,0,0,,0,0.0,0,0
14,2009,2010-01-03,16,25.160,BUF,,IND,W 30-7,*,4,3,14,4.67,0,75.0%,3.50,0,0,,0,0.0,0,0
15,2010,2010-09-12,1,26.047,BUF,,MIA,L 10-15,,,,,,,0.0%,,,,,,,,
16,2010,2010-09-19,2,26.054,BUF,@,GNB,L 7-34,*,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0.0,0,0
17,2010,2010-09-26,3,26.061,BUF,@,NWE,L 30-38,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0.0,0,0
18,2010,2010-10-03,4,26.068,BUF,,NYJ,L 14-38,,,0,0,,0,0.0%,,0,0,,0,0.0,0,1
19,2010,2010-10-10,5,26.075,BUF,,JAX,L 26-36,*,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0.0,0,0
20,2010,2010-10-24,6,26.089,BUF,@,BAL,L 34-37,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0.0,0,0
21,2010,2010-10-31,7,26.096,BUF,@,KAN,L 10-13,,,,,,,0.0%,,,,,,,,
22,2010,2010-11-07,8,26.103,BUF,,CHI,L 19-22,,,,,,,0.0%,,,,,,,,
23,2010,2010-11-14,9,26.110,BUF,,DET,W 14-12,,,,,,,0.0%,,,,,,,,
24,2010,2010-11-21,10,26.117,BUF,@,CIN,W 49-31,,,,,,,0.0%,,,,,,,,
25,2010,2010-11-28,11,26.124,BUF,,PIT,L 16-19,,,,,,,0.0%,,,,,,,,
26,2010,2010-12-05,12,26.131,BUF,@,MIN,L 14-38,,,,,,,0.0%,,,,,,,,
27,2010,2010-12-12,13,26.138,BUF,,CLE,W 13-6,,3,3,45,15.00,0,100.0%,15.00,0,0,,0,0.0,0,0
28,2010,2010-12-19,14,26.145,BUF,@,MIA,W 17-14,,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0.0,0,0
29,2010,2010-12-26,15,26.152,BUF,,NWE,L 3-34,,,0,0,,0,0.0%,,0,0,,0,0.0,1,0
30,2010,2011-01-02,16,26.159,BUF,@,NYJ,L 7-38,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0.0,2,0
