ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1970,1970-09-20,1,23.094,ATL,@,NOR,W 14-3,2,2,100.0,,,,0,2
2,1970,1970-09-27,2,23.101,ATL,@,GNB,L 24-27,3,3,100.0,1,4,25.0,0,6
3,1970,1970-10-04,3,23.108,ATL,,SFO,W 21-20,3,3,100.0,,2,0.0,0,3
4,1970,1970-10-11,4,23.115,ATL,@,DAL,L 0-13,,,,,1,0.0,0,0
5,1970,1970-10-18,5,23.122,ATL,@,DEN,L 10-24,1,1,100.0,1,1,100.0,0,4
6,1970,1970-10-25,6,23.129,ATL,,NOR,W 32-14,2,4,50.0,2,2,100.0,0,8
7,1970,1970-11-01,7,23.136,ATL,,CHI,L 14-23,2,2,100.0,,2,0.0,0,2
8,1970,1970-11-08,8,23.143,ATL,@,RAM,T 10-10,1,1,100.0,1,2,50.0,0,4
9,1970,1970-11-15,9,23.150,ATL,@,PHI,T 13-13,1,1,100.0,2,2,100.0,0,7
10,1970,1970-11-22,10,23.157,ATL,,RAM,L 7-17,1,1,100.0,,2,0.0,0,1
11,1970,1970-11-30,11,23.165,ATL,,MIA,L 7-20,1,1,100.0,,2,0.0,0,1
12,1970,1970-12-06,12,23.171,ATL,@,SFO,L 20-24,2,3,66.7,,1,0.0,0,2
13,1970,1970-12-13,13,23.178,ATL,,PIT,W 27-16,3,3,100.0,2,3,66.7,0,9
14,1970,1970-12-20,14,23.185,ATL,,MIN,L 7-37,1,1,100.0,,1,0.0,0,1
