ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2016,2016-11-13,10,24.205,NYJ,,LAR,L 6-9,*,0,0,0,,0,0.0%,,0,0
2,2016,2016-11-27,11,24.219,NYJ,,NWE,L 17-22,,0,0,0,,0,0.0%,,0,0
3,2016,2016-12-05,12,24.227,NYJ,,IND,L 10-41,*,0,0,0,,0,0.0%,,0,0
4,2016,2016-12-11,13,24.233,NYJ,@,SFO,W 23-17,*,0,0,0,,0,0.0%,,0,0
5,2016,2016-12-17,14,24.239,NYJ,,MIA,L 13-34,,0,0,0,,0,0.0%,,0,0
6,2016,2016-12-24,15,24.246,NYJ,@,NWE,L 3-41,*,0,0,0,,0,0.0%,,0,0
7,2016,2017-01-01,16,24.254,NYJ,,BUF,W 30-10,*,0,0,0,,0,0.0%,,0,0
8,2017,2017-09-10,1,25.141,NYJ,@,BUF,L 12-21,*,2,2,25,12.50,0,100.0%,12.50,0,0
9,2017,2017-10-01,4,25.162,NYJ,,JAX,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0
10,2017,2017-10-08,5,25.169,NYJ,@,CLE,W 17-14,*,1,1,34,34.00,0,100.0%,34.00,0,0
11,2017,2017-10-15,6,25.176,NYJ,,NWE,L 17-24,*,1,0,0,,0,0.0%,0.00,0,0
12,2017,2017-10-22,7,25.183,NYJ,@,MIA,L 28-31,,1,1,26,26.00,0,100.0%,26.00,0,0
13,2017,2017-10-29,8,25.190,NYJ,,ATL,L 20-25,*,1,1,20,20.00,1,100.0%,20.00,1,6
14,2017,2017-11-02,9,25.194,NYJ,,BUF,W 34-21,*,2,1,6,6.00,0,50.0%,3.00,0,0
15,2017,2017-11-12,10,25.204,NYJ,@,TAM,L 10-15,*,0,0,0,,0,0.0%,,0,0
16,2017,2017-11-26,11,25.218,NYJ,,CAR,L 27-35,*,0,0,0,,0,0.0%,,0,0
17,2017,2017-12-03,12,25.225,NYJ,,KAN,W 38-31,*,0,0,0,,0,0.0%,,0,0
18,2017,2017-12-10,13,25.232,NYJ,@,DEN,L 0-23,,0,0,0,,0,0.0%,,0,0
19,2017,2017-12-17,14,25.239,NYJ,@,NOR,L 19-31,*,0,0,0,,0,0.0%,,0,0
20,2017,2017-12-24,15,25.246,NYJ,,LAC,L 7-14,*,0,0,0,,0,0.0%,,0,0
21,2017,2017-12-31,16,25.253,NYJ,@,NWE,L 6-26,*,2,2,10,5.00,0,100.0%,5.00,0,0
22,2018,2018-09-10,1,26.141,NYJ,@,DET,W 48-17,*,1,1,7,7.00,0,100.0%,7.00,0,0
23,2018,2018-09-16,2,26.147,NYJ,,MIA,L 12-20,*,2,1,24,24.00,0,50.0%,12.00,0,0
24,2018,2018-09-20,3,26.151,NYJ,@,CLE,L 17-21,*,2,1,14,14.00,0,50.0%,7.00,0,0
