ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2003,2003-09-07,1,23.109,NOR,@,SEA,L 10-27,
2,2003,2003-09-14,2,23.116,NOR,,HOU,W 31-10,
3,2003,2003-09-21,3,23.123,NOR,@,TEN,L 12-27,
4,2003,2003-09-28,4,23.130,NOR,,IND,L 21-55,
5,2003,2003-10-05,5,23.137,NOR,@,CAR,L 13-19,
6,2003,2003-10-12,6,23.144,NOR,,CHI,W 20-13,
7,2003,2003-10-19,7,23.151,NOR,@,ATL,W 45-17,
8,2003,2003-10-26,8,23.158,NOR,,CAR,L 20-23,
9,2003,2003-11-02,9,23.165,NOR,@,TAM,W 17-14,
10,2003,2003-11-16,10,23.179,NOR,,ATL,W 23-20,*
11,2003,2003-11-23,11,23.186,NOR,@,PHI,L 20-33,*
12,2003,2003-11-30,12,23.193,NOR,@,WAS,W 24-20,*
13,2003,2003-12-07,13,23.200,NOR,,TAM,L 7-14,*
14,2003,2003-12-14,14,23.207,NOR,,NYG,W 45-7,*
15,2003,2003-12-21,15,23.214,NOR,@,JAX,L 19-20,*
16,2003,2003-12-28,16,23.221,NOR,,DAL,W 13-7,*
17,2004,2004-09-12,1,24.114,NOR,,SEA,L 7-21,*
18,2004,2004-09-19,2,24.121,NOR,,SFO,W 30-27,*
19,2004,2004-09-26,3,24.128,NOR,@,STL,W 28-25,*
20,2004,2004-10-03,4,24.135,NOR,@,ARI,L 10-34,*
21,2004,2004-10-10,5,24.142,NOR,,TAM,L 17-20,*
22,2004,2004-10-17,6,24.149,NOR,,MIN,L 31-38,*
23,2004,2004-10-24,7,24.156,NOR,@,OAK,W 31-26,*
24,2004,2004-11-07,8,24.170,NOR,@,SDG,L 17-43,*
25,2004,2004-11-14,9,24.177,NOR,,KAN,W 27-20,*
26,2004,2004-11-21,10,24.184,NOR,,DEN,L 13-34,*
27,2004,2004-11-28,11,24.191,NOR,@,ATL,L 21-24,*
28,2004,2004-12-26,15,24.219,NOR,,ATL,W 26-13,*
29,2004,2005-01-02,16,24.226,NOR,@,CAR,W 21-18,*
30,2005,2005-09-11,1,25.113,NOR,@,CAR,W 23-20,
31,2005,2005-09-19,2,25.121,NOR,,NYG,L 10-27,
32,2005,2005-09-25,3,25.127,NOR,@,MIN,L 16-33,
33,2005,2005-10-02,4,25.134,NOR,,BUF,W 19-7,*
34,2005,2005-10-09,5,25.141,NOR,@,GNB,L 3-52,
35,2005,2005-10-16,6,25.148,NOR,,ATL,L 31-34,*
36,2005,2005-10-23,7,25.155,NOR,@,STL,L 17-28,
37,2005,2005-11-06,9,25.169,NOR,,CHI,L 17-20,*
38,2005,2005-11-20,10,25.183,NOR,@,NWE,L 17-24,*
39,2005,2005-11-27,11,25.190,NOR,@,NYJ,W 21-19,*
40,2005,2005-12-04,12,25.197,NOR,,TAM,L 3-10,*
41,2005,2005-12-12,13,25.205,NOR,@,ATL,L 17-36,*
42,2005,2005-12-18,14,25.211,NOR,,CAR,L 10-27,*
43,2005,2005-12-24,15,25.217,NOR,,DET,L 12-13,*
44,2005,2006-01-01,16,25.225,NOR,@,TAM,L 13-27,*
45,2006,2006-09-17,2,26.119,NOR,@,GNB,W 34-27,
46,2006,2006-10-01,4,26.133,NOR,@,CAR,L 18-21,
47,2006,2006-10-08,5,26.140,NOR,,TAM,W 24-21,
48,2006,2006-10-15,6,26.147,NOR,,PHI,W 27-24,
49,2006,2006-10-29,7,26.161,NOR,,BAL,L 22-35,
50,2006,2006-11-05,8,26.168,NOR,@,TAM,W 31-14,
51,2006,2006-11-12,9,26.175,NOR,@,PIT,L 31-38,
52,2006,2006-12-31,16,26.224,NOR,,CAR,L 21-31,
53,2007,2007-09-09,1,27.111,DEN,@,BUF,W 15-14,*
54,2007,2007-09-16,2,27.118,DEN,,OAK,W 23-20,*
55,2007,2007-09-23,3,27.125,DEN,,JAX,L 14-23,*
56,2007,2007-09-30,4,27.132,DEN,@,IND,L 20-38,*
57,2007,2007-10-07,5,27.139,DEN,,SDG,L 3-41,*
58,2007,2007-10-21,6,27.153,DEN,,PIT,W 31-28,*
59,2007,2007-10-29,7,27.161,DEN,,GNB,L 13-19,*
60,2007,2007-11-04,8,27.167,DEN,@,DET,L 7-44,*
61,2007,2007-11-11,9,27.174,DEN,@,KAN,W 27-11,*
62,2007,2007-11-19,10,27.182,DEN,,TEN,W 34-20,*
63,2007,2007-11-25,11,27.188,DEN,@,CHI,L 34-37,*
64,2007,2007-12-02,12,27.195,DEN,@,OAK,L 20-34,*
65,2007,2007-12-09,13,27.202,DEN,,KAN,W 41-7,*
66,2007,2007-12-13,14,27.206,DEN,@,HOU,L 13-31,*
67,2007,2007-12-24,15,27.217,DEN,@,SDG,L 3-23,*
68,2007,2007-12-30,16,27.223,DEN,,MIN,W 22-19,*
69,2008,2008-10-05,5,28.137,DAL,,CIN,W 31-22,
70,2008,2008-10-12,6,28.144,DAL,@,ARI,L 24-30,
71,2008,2008-10-19,7,28.151,DAL,@,STL,L 14-34,
72,2008,2008-10-26,8,28.158,DAL,,TAM,W 13-9,
73,2008,2008-11-02,9,28.165,DAL,@,NYG,L 14-35,
74,2008,2008-11-27,12,28.190,DAL,,SEA,W 34-9,*
75,2008,2008-12-07,13,28.200,DAL,@,PIT,L 13-20,*
76,2010,2010-09-12,1,30.114,DAL,@,WAS,L 7-13,*
77,2010,2010-09-19,2,30.121,DAL,,CHI,L 20-27,
78,2010,2010-09-26,3,30.128,DAL,@,HOU,W 27-13,
79,2010,2010-10-10,4,30.142,DAL,,TEN,L 27-34,
80,2010,2010-10-17,5,30.149,DAL,@,MIN,L 21-24,
81,2010,2010-10-25,6,30.157,DAL,,NYG,L 35-41,*
82,2010,2010-11-14,9,30.177,DAL,@,NYG,W 33-20,
83,2010,2010-11-21,10,30.184,DAL,,DET,W 35-19,
84,2010,2010-11-25,11,30.188,DAL,,NOR,L 27-30,
85,2010,2010-12-05,12,30.198,DAL,@,IND,W 38-35,
86,2010,2010-12-12,13,30.205,DAL,,PHI,L 27-30,
87,2010,2010-12-19,14,30.212,DAL,,WAS,W 33-30,
88,2010,2010-12-25,15,30.218,DAL,@,ARI,L 26-27,
89,2010,2011-01-02,16,30.226,DAL,@,PHI,W 14-13,
90,2011,2011-10-23,6,31.155,DAL,,STL,W 34-7,*
91,2011,2011-10-30,7,31.162,DAL,@,PHI,L 7-34,*
92,2011,2011-11-06,8,31.169,DAL,,SEA,W 23-13,*
93,2011,2011-11-13,9,31.176,DAL,,BUF,W 44-7,*
94,2011,2011-11-20,10,31.183,DAL,@,WAS,W 27-24,*
95,2011,2011-11-24,11,31.187,DAL,,MIA,W 20-19,*
96,2011,2011-12-04,12,31.197,DAL,@,ARI,L 13-19,*
97,2011,2011-12-11,13,31.204,DAL,,NYG,L 34-37,*
98,2011,2011-12-17,14,31.210,DAL,@,TAM,W 31-15,*
99,2011,2011-12-24,15,31.217,DAL,,PHI,L 7-20,*
