ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,21.284,SEA,,SDG,L 13-34,,,
2,1980,1980-09-14,2,21.291,SEA,@,KAN,W 17-16,,,
3,1980,1980-09-21,3,21.298,SEA,,NWE,L 31-37,,,
4,1980,1980-09-28,4,21.305,SEA,@,WAS,W 14-0,,,
5,1980,1980-10-05,5,21.312,SEA,@,HOU,W 26-7,1,0,0
6,1980,1980-10-12,6,21.319,SEA,,CLE,L 3-27,,,
7,1980,1980-10-19,7,21.326,SEA,@,NYJ,W 27-17,,,
8,1980,1980-10-26,8,21.333,SEA,@,OAK,L 14-33,,,
9,1980,1980-11-02,9,21.340,SEA,,PHI,L 20-27,,,
10,1980,1980-11-09,10,21.347,SEA,,KAN,L 30-31,,,
11,1980,1980-11-17,11,21.355,SEA,,OAK,L 17-19,,,
12,1980,1980-11-23,12,21.361,SEA,@,DEN,L 20-36,,,
13,1980,1980-11-27,13,21.365,SEA,@,DAL,L 7-51,,,
14,1980,1980-12-07,14,22.009,SEA,,NYG,L 21-27,,,
15,1980,1980-12-13,15,22.015,SEA,@,SDG,L 14-21,,,
16,1980,1980-12-21,16,22.023,SEA,,DEN,L 17-25,,,
17,1981,1981-11-29,13,23.001,SEA,,OAK,L 31-32,,,
18,1981,1981-12-06,14,23.008,SEA,,NYJ,W 27-23,,,
19,1981,1981-12-13,15,23.015,SEA,@,DEN,L 13-23,,,
20,1981,1981-12-20,16,23.022,SEA,,CLE,W 42-21,,,
