ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,22.103,BAL,@,SDG,W 16-14,,,
2,1970,1970-09-28,2,22.111,BAL,,KAN,L 24-44,,,
3,1970,1970-10-04,3,22.117,BAL,@,BOS,W 14-6,,,
4,1970,1970-10-11,4,22.124,BAL,@,HOU,W 24-20,,,
5,1970,1970-10-18,5,22.131,BAL,@,NYJ,W 29-22,,,
6,1970,1970-10-25,6,22.138,BAL,,BOS,W 27-3,,,
7,1970,1970-11-01,7,22.145,BAL,,MIA,W 35-0,,,
8,1970,1970-11-09,8,22.153,BAL,@,GNB,W 13-10,,,
9,1970,1970-11-15,9,22.159,BAL,,BUF,T 17-17,,,
10,1970,1970-11-22,10,22.166,BAL,@,MIA,L 17-34,,,
11,1971,1971-09-26,2,23.109,BAL,,CLE,L 13-14,,,
12,1971,1971-10-03,3,23.116,BAL,@,NWE,W 23-3,,,
13,1971,1971-10-10,4,23.123,BAL,@,BUF,W 43-0,,,
14,1971,1971-10-17,5,23.130,BAL,@,NYG,W 31-7,,,
15,1971,1971-10-25,6,23.138,BAL,@,MIN,L 3-10,,,
16,1971,1971-10-31,7,23.144,BAL,,PIT,W 34-21,,,
17,1971,1971-11-08,8,23.152,BAL,,RAM,W 24-17,,,
18,1971,1971-11-14,9,23.158,BAL,@,NYJ,W 14-13,,,
19,1971,1971-11-21,10,23.165,BAL,@,MIA,L 14-17,,,
20,1971,1971-11-28,11,23.172,BAL,@,OAK,W 37-14,,,
21,1971,1971-12-05,12,23.179,BAL,,BUF,W 24-0,,,
22,1971,1971-12-11,13,23.185,BAL,,MIA,W 14-3,,,
23,1971,1971-12-19,14,23.193,BAL,,NWE,L 17-21,,,
24,1972,1972-09-17,1,24.100,BAL,,STL,L 3-10,,,
25,1972,1972-09-24,2,24.107,BAL,,NYJ,L 34-44,,,
26,1972,1972-10-01,3,24.114,BAL,@,BUF,W 17-0,,,
27,1972,1972-10-08,4,24.121,BAL,,SDG,L 20-23,,,
28,1972,1972-10-15,5,24.128,BAL,,DAL,L 0-21,,,
29,1972,1972-10-22,6,24.135,BAL,@,NYJ,L 20-24,,,
30,1972,1972-10-29,7,24.142,BAL,,MIA,L 0-23,,,
31,1972,1972-11-06,8,24.150,BAL,@,NWE,W 24-17,,,
32,1972,1972-11-12,9,24.156,BAL,@,SFO,L 21-24,,,
33,1972,1972-11-19,10,24.163,BAL,@,CIN,W 20-19,,,
34,1972,1972-11-26,11,24.170,BAL,,NWE,W 31-0,,,
35,1972,1972-12-03,12,24.177,BAL,,BUF,W 35-7,,,
36,1972,1972-12-10,13,24.184,BAL,@,KAN,L 10-24,,,
37,1972,1972-12-16,14,24.190,BAL,@,MIA,L 0-16,,,
38,1973,1973-09-16,1,25.099,BAL,@,CLE,L 14-24,,,
39,1973,1973-09-23,2,25.106,BAL,,NYJ,L 10-34,,,
40,1973,1973-09-30,3,25.113,BAL,,NOR,W 14-10,,,
41,1973,1973-10-07,4,25.120,BAL,@,NWE,L 16-24,,,
42,1973,1973-10-14,5,25.127,BAL,@,BUF,L 13-31,,,
43,1973,1973-10-21,6,25.134,BAL,@,DET,W 29-27,,,
44,1973,1973-10-28,7,25.141,BAL,,OAK,L 21-34,,,
45,1973,1973-11-04,8,25.148,BAL,,HOU,L 27-31,,,
46,1973,1973-11-11,9,25.155,BAL,@,MIA,L 0-44,,,
47,1973,1973-11-18,10,25.162,BAL,@,WAS,L 14-22,,,
48,1973,1973-11-25,11,25.169,BAL,,BUF,L 17-24,,,
49,1973,1973-12-02,12,25.176,BAL,@,NYJ,L 17-20,,,
50,1973,1973-12-09,13,25.183,BAL,,MIA,W 16-3,,,
51,1973,1973-12-16,14,25.190,BAL,,NWE,W 18-13,,,
52,1974,1974-09-15,1,26.098,BAL,@,PIT,L 0-30,,,
53,1974,1974-09-22,2,26.105,BAL,,GNB,L 13-20,,,
54,1974,1974-09-29,3,26.112,BAL,@,PHI,L 10-30,,,
55,1974,1974-10-06,4,26.119,BAL,@,NWE,L 3-42,,,
56,1974,1974-10-13,5,26.126,BAL,,BUF,L 14-27,,,
57,1974,1974-10-20,6,26.133,BAL,@,NYJ,W 35-20,,,
58,1974,1974-10-27,7,26.140,BAL,@,MIA,L 7-17,,,
59,1974,1974-11-03,8,26.147,BAL,,CIN,L 14-24,,,
60,1974,1974-11-10,9,26.154,BAL,,DEN,L 6-17,,,
61,1974,1974-11-17,10,26.161,BAL,@,ATL,W 17-7,,,
62,1974,1974-11-24,11,26.168,BAL,,NWE,L 17-27,,,
63,1974,1974-12-01,12,26.175,BAL,@,BUF,L 0-6,,,
64,1974,1974-12-08,13,26.182,BAL,,MIA,L 16-17,,,
65,1974,1974-12-15,14,26.189,BAL,,NYJ,L 38-45,,,
66,1975,1975-09-21,1,27.104,NYJ,@,BUF,L 14-42,,,
67,1975,1975-09-28,2,27.111,NYJ,@,KAN,W 30-24,,,
68,1975,1975-10-05,3,27.118,NYJ,,NWE,W 36-7,,,
69,1975,1975-10-12,4,27.125,NYJ,@,MIN,L 21-29,,,
70,1975,1975-10-19,5,27.132,NYJ,,MIA,L 0-43,,,
71,1975,1975-10-26,6,27.139,NYJ,,BAL,L 28-45,,,
72,1975,1975-11-02,7,27.146,NYJ,,BUF,L 23-24,,,
73,1975,1975-11-09,8,27.153,NYJ,@,MIA,L 7-27,,,
74,1975,1975-11-16,9,27.160,NYJ,@,BAL,L 19-52,,,
75,1975,1975-11-23,10,27.167,NYJ,,STL,L 6-37,,,
76,1975,1975-11-30,11,27.174,NYJ,,PIT,L 7-20,,,
77,1975,1975-12-07,12,27.181,NYJ,@,NWE,W 30-28,,,
78,1975,1975-12-15,13,27.189,NYJ,@,SDG,L 16-24,,,
79,1975,1975-12-21,14,27.195,NYJ,,DAL,L 21-31,1,8,0
80,1976,1976-09-12,1,28.095,ATL,,RAM,L 14-30,,,
81,1976,1976-09-19,2,28.102,ATL,@,DET,L 10-24,,,
82,1976,1976-09-26,3,28.109,ATL,@,CHI,W 10-0,,,
83,1976,1976-10-03,4,28.116,ATL,,PHI,L 13-14,,,
84,1976,1976-10-10,5,28.123,ATL,@,NOR,L 0-30,,,
85,1976,1976-10-17,6,28.130,ATL,,CLE,L 17-20,,,
86,1976,1976-10-23,7,28.136,ATL,@,SFO,L 0-15,,,
87,1977,1977-09-18,1,29.101,ATL,,RAM,W 17-6,,,
88,1977,1977-09-25,2,29.108,ATL,@,WAS,L 6-10,,,
89,1977,1977-10-02,3,29.115,ATL,,NYG,W 17-3,,,
90,1977,1977-10-09,4,29.122,ATL,@,SFO,W 7-0,,,
91,1977,1977-10-16,5,29.129,ATL,@,BUF,L 0-3,,,
92,1977,1977-10-23,6,29.136,ATL,@,CHI,W 16-10,,,
93,1977,1977-10-30,7,29.143,ATL,,MIN,L 7-14,,,
94,1977,1977-11-06,8,29.150,ATL,,SFO,L 3-10,,,
95,1977,1977-11-13,9,29.157,ATL,,DET,W 17-6,,,
96,1977,1977-11-20,10,29.164,ATL,@,NOR,L 20-21,,,
97,1977,1977-11-27,11,29.171,ATL,@,TAM,W 17-0,,,
98,1977,1977-12-04,12,29.178,ATL,,NWE,L 10-16,,,
99,1977,1977-12-11,13,29.185,ATL,@,RAM,L 7-23,,,
100,1977,1977-12-18,14,29.192,ATL,,NOR,W 35-7,,,
101,1978,1978-09-03,1,30.086,ATL,,HOU,W 20-14,,,
102,1978,1978-09-10,2,30.093,ATL,@,RAM,L 0-10,,,
103,1978,1978-09-17,3,30.100,ATL,,CLE,L 16-24,,,
104,1978,1978-09-24,4,30.107,ATL,@,TAM,L 9-14,,,
105,1978,1978-10-01,5,30.114,ATL,,NYG,W 23-20,,,
106,1978,1978-10-08,6,30.121,ATL,@,PIT,L 7-31,,,
107,1978,1978-10-15,7,30.128,ATL,,DET,W 14-0,,,
