ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1972,1972-12-17,14,22.042,CIN,@,HOU,W 61-17,,,,,,,
2,1973,1973-09-16,1,22.315,CIN,@,DEN,L 10-28,,,,,,,
3,1973,1973-09-23,2,22.322,CIN,,HOU,W 24-10,,,,,,,
4,1973,1973-09-30,3,22.329,CIN,@,SDG,W 20-13,,,,,,,
5,1973,1973-10-07,4,22.336,CIN,@,CLE,L 10-17,,,,,,,
6,1973,1973-10-14,5,22.343,CIN,,PIT,W 19-7,,,,,,,
7,1973,1973-10-21,6,22.350,CIN,,KAN,W 14-6,,,,,,,
8,1973,1973-10-28,7,22.357,CIN,@,PIT,L 13-20,,,,,,,
9,1973,1973-11-04,8,22.364,CIN,@,DAL,L 10-38,,,,,,,
10,1973,1973-11-11,9,23.006,CIN,@,BUF,W 16-13,,,,,,,
11,1973,1973-11-18,10,23.013,CIN,,NYJ,W 20-14,,,,,,,
12,1973,1973-11-25,11,23.020,CIN,,STL,W 42-24,,,,,,,
13,1973,1973-12-02,12,23.027,CIN,,MIN,W 27-0,,,,,,,
14,1973,1973-12-09,13,23.034,CIN,,CLE,W 34-17,,,,,,,
15,1973,1973-12-16,14,23.041,CIN,@,HOU,W 27-24,,,,,,,
16,1974,1974-09-15,1,23.314,CIN,,CLE,W 33-7,,,,,,,
17,1974,1974-09-22,2,23.321,CIN,,SDG,L 17-20,,,,,,,
18,1974,1974-09-29,3,23.328,CIN,@,SFO,W 21-3,,,,,,,
19,1974,1974-10-06,4,23.335,CIN,,WAS,W 28-17,,,,,,,
20,1974,1974-10-13,5,23.342,CIN,@,CLE,W 34-24,,,,,,,
21,1974,1974-10-20,6,23.349,CIN,@,OAK,L 27-30,,,,,,,
22,1974,1974-10-27,7,23.356,CIN,,HOU,L 21-34,,,,,,,
23,1974,1974-11-03,8,23.363,CIN,@,BAL,W 24-14,,,,,,,
24,1974,1974-11-24,11,24.019,CIN,,KAN,W 33-6,,,,,,,
25,1974,1974-12-02,12,24.027,CIN,@,MIA,L 3-24,,,,,,,
26,1974,1974-12-08,13,24.033,CIN,,DET,L 19-23,,,,,,,
27,1974,1974-12-14,14,24.039,CIN,@,PIT,L 3-27,,,,,,,
28,1975,1975-09-21,1,24.320,KAN,@,DEN,L 33-37,,,,,,,
29,1975,1975-09-28,2,24.327,KAN,,NYJ,L 24-30,,,,,,,
30,1975,1975-10-05,3,24.334,KAN,,SFO,L 3-20,,,,,,,
31,1975,1975-10-12,4,24.341,KAN,,OAK,W 42-10,,,,,,,
32,1975,1975-10-19,5,24.348,KAN,@,SDG,W 12-10,,,,,,,
33,1975,1975-10-26,6,24.355,KAN,,DEN,W 26-13,,,,,,,
34,1975,1975-11-02,7,24.362,KAN,,HOU,L 13-17,,,,,,,
35,1975,1975-11-10,8,25.005,KAN,@,DAL,W 34-31,,,,,,,
36,1975,1975-11-16,9,25.011,KAN,@,PIT,L 3-28,,,,,,,
37,1975,1975-11-23,10,25.018,KAN,,DET,W 24-21,,,,,,,
38,1975,1975-11-30,11,25.025,KAN,@,BAL,L 14-28,,,,,,,
39,1975,1975-12-07,12,25.032,KAN,,SDG,L 20-28,,,,,,,
40,1975,1975-12-14,13,25.039,KAN,@,CLE,L 14-40,,,,,,,
41,1975,1975-12-21,14,25.046,KAN,@,OAK,L 20-28,,,,,,,
42,1976,1976-09-26,3,25.326,STL,@,SDG,L 24-43,,,,,,,
43,1976,1976-10-03,4,25.333,STL,,NYG,W 27-21,,,,,,,
44,1976,1976-10-10,5,25.340,STL,,PHI,W 33-14,,,,,,,
45,1976,1976-10-17,6,25.347,STL,,DAL,W 21-17,,,,,,,
46,1976,1976-10-25,7,25.355,STL,@,WAS,L 10-20,,,,,,,
47,1976,1976-10-31,8,25.361,STL,,SFO,W 23-20,,,,,,,
48,1976,1976-11-07,9,26.002,STL,@,PHI,W 17-14,,,,,,,
49,1976,1976-11-14,10,26.009,STL,@,RAM,W 30-28,0,0,,0,1,0,0
50,1976,1976-11-21,11,26.016,STL,,WAS,L 10-16,,,,,,,
51,1976,1976-11-25,12,26.020,STL,@,DAL,L 14-19,,,,,,,
52,1976,1976-12-04,13,26.029,STL,,BAL,W 24-17,,,,,,,
53,1976,1976-12-12,14,26.037,STL,@,NYG,W 17-14,,,,,,,
54,1977,1977-09-18,1,26.317,STL,@,DEN,L 0-7,,,,,,,
55,1977,1977-09-25,2,26.324,STL,,CHI,W 16-13,,,,,,,
56,1977,1977-10-02,3,26.331,STL,@,WAS,L 14-24,,,,,,,
57,1977,1977-10-09,4,26.338,STL,,DAL,L 24-30,,,,,,,
58,1977,1977-10-16,5,26.345,STL,@,PHI,W 21-17,,,,,,,
59,1977,1977-10-23,6,26.352,STL,,NOR,W 49-31,,,,,,,
60,1977,1977-10-31,7,26.360,STL,,NYG,W 28-0,,,,,,,
61,1977,1977-11-06,8,27.001,STL,@,MIN,W 27-7,,,,,,,
62,1977,1977-11-14,9,27.009,STL,@,DAL,W 24-17,,,,,,,
63,1977,1977-11-20,10,27.015,STL,,PHI,W 21-16,,,,,,,
64,1977,1977-11-24,11,27.019,STL,,MIA,L 14-55,,,,,,,
65,1977,1977-12-04,12,27.029,STL,@,NYG,L 7-27,,,,,,,
66,1977,1977-12-10,13,27.035,STL,,WAS,L 20-26,,,,,,,
67,1977,1977-12-18,14,27.043,STL,@,TAM,L 7-17,,,,,,,
68,1978,1978-09-03,1,27.302,STL,@,CHI,L 10-17,,,,,,,
69,1978,1978-09-10,2,27.309,STL,,NWE,L 6-16,,,,,,,
70,1978,1978-09-17,3,27.316,STL,,WAS,L 10-28,,,,,,,
71,1978,1978-09-24,4,27.323,STL,@,DAL,L 12-21,,,,,,,
72,1978,1978-10-01,5,27.330,STL,@,MIA,L 10-24,,,,,,,
73,1978,1978-10-08,6,27.337,STL,,BAL,L 17-30,,,,,,,
74,1978,1978-10-22,8,27.351,STL,@,NYJ,L 10-23,,,,,,,
75,1978,1978-10-29,9,27.358,STL,@,PHI,W 16-10,,,,,,,
76,1978,1978-11-05,10,28.000,STL,,NYG,W 20-10,,,,,,,
77,1978,1978-11-12,11,28.007,STL,@,SFO,W 16-10,,,,,,,
78,1978,1978-11-19,12,28.014,STL,@,WAS,W 27-17,,,,,,,
79,1978,1978-11-26,13,28.021,STL,,PHI,L 10-14,,,,,,,
80,1978,1978-12-03,14,28.028,STL,,DET,W 21-14,1,22,22.00,0,1,8,0
81,1978,1978-12-10,15,28.035,STL,@,NYG,L 0-17,,,,,,,
82,1978,1978-12-17,16,28.042,STL,,ATL,W 42-21,,,,,,,
83,1979,1979-09-02,1,28.301,STL,,DAL,L 21-22,,,,,,,
84,1979,1979-09-09,2,28.308,STL,@,NYG,W 27-14,,,,,,,
85,1979,1979-09-16,3,28.315,STL,,PIT,L 21-24,,,,,,,
86,1979,1979-09-23,4,28.322,STL,,WAS,L 7-17,,,,,,,
87,1979,1979-09-30,5,28.329,STL,@,RAM,L 0-21,,,,,,,
88,1980,1980-09-07,1,29.307,STL,,NYG,L 35-41,,,,,,,
89,1980,1980-09-14,2,29.314,STL,@,SFO,L 21-24,,,,,,,
90,1980,1980-09-21,3,29.321,STL,@,DET,L 7-20,,,,,,,
91,1980,1980-09-28,4,29.328,STL,,PHI,W 24-14,,,,,,,
92,1980,1980-10-05,5,29.335,STL,@,NOR,W 40-7,0,0,,0,1,22,0
93,1980,1980-10-12,6,29.342,STL,,RAM,L 13-21,,,,,,,
94,1980,1980-10-19,7,29.349,STL,@,WAS,L 0-23,,,,,,,
95,1980,1980-10-26,8,29.356,STL,@,BAL,W 17-10,,,,,,,
96,1980,1980-11-02,9,29.363,STL,,DAL,L 24-27,,,,,,,
97,1980,1980-11-09,10,30.004,STL,,ATL,L 27-33,,,,,,,
98,1980,1980-11-23,12,30.018,STL,,KAN,L 13-21,,,,,,,
99,1980,1980-11-30,13,30.025,STL,@,NYG,W 23-7,,,,,,,
100,1980,1980-12-07,14,30.032,STL,,DET,W 24-23,,,,,,,
101,1981,1981-09-06,1,30.305,STL,,MIA,L 7-20,,,,,,,
102,1981,1981-09-13,2,30.312,STL,@,DAL,L 17-30,,,,,,,
103,1981,1981-09-20,3,30.319,STL,,WAS,W 40-30,,,,,,,
104,1981,1981-09-27,4,30.326,STL,@,TAM,L 10-20,,,,,,,
105,1981,1981-10-04,5,30.333,STL,,DAL,W 20-17,,,,,,,
106,1981,1981-10-11,6,30.340,STL,@,NYG,L 14-34,,,,,,,
