ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,2001,2001-09-09,1,23.235,SFO,,ATL,W 16-13,,,,
2,2001,2001-09-23,2,23.249,SFO,,STL,L 26-30,,,,
3,2001,2001-10-01,3,23.257,SFO,@,NYJ,W 19-17,,,,
4,2001,2001-10-07,4,23.263,SFO,,CAR,W 24-14,,,,
5,2001,2001-10-14,5,23.270,SFO,@,ATL,W 37-31,,,,
6,2001,2001-10-28,6,23.284,SFO,@,CHI,L 31-37,,,,
7,2001,2001-11-04,7,23.291,SFO,,DET,W 21-13,,,,
8,2001,2001-11-11,8,23.298,SFO,,NOR,W 28-27,,,,
9,2001,2001-11-18,9,23.305,SFO,@,CAR,W 25-22,,,,
10,2001,2001-11-25,10,23.312,SFO,@,IND,W 40-21,,1,19,0
11,2001,2001-12-02,11,23.319,SFO,,BUF,W 35-0,,,,
12,2001,2001-12-09,12,23.326,SFO,@,STL,L 14-27,,,,
13,2001,2001-12-16,13,23.333,SFO,,MIA,W 21-0,,,,
14,2001,2001-12-22,14,23.339,SFO,,PHI,W 13-3,,,,
15,2001,2001-12-30,15,23.347,SFO,@,DAL,L 21-27,,,,
16,2001,2002-01-06,16,23.354,SFO,@,NOR,W 38-0,*,,,
17,2002,2002-09-05,1,24.231,SFO,@,NYG,W 16-13,,,,
18,2002,2002-09-15,2,24.241,SFO,,DEN,L 14-24,,,,
19,2002,2002-09-22,3,24.248,SFO,,WAS,W 20-10,,,,
20,2002,2002-10-06,4,24.262,SFO,,STL,W 37-13,,,,
21,2002,2002-10-14,5,24.270,SFO,@,SEA,W 28-21,,,,
22,2002,2002-10-20,6,24.276,SFO,@,NOR,L 27-35,,,,
23,2002,2002-10-27,7,24.283,SFO,,ARI,W 38-28,,,,
24,2002,2002-11-03,8,24.290,SFO,@,OAK,W 23-20,,,,
25,2002,2002-11-10,9,24.297,SFO,,KAN,W 17-13,,,,
26,2002,2002-11-17,10,24.304,SFO,@,SDG,L 17-20,,,,
27,2002,2002-11-25,11,24.312,SFO,,PHI,L 17-38,,,,
28,2002,2002-12-01,12,24.318,SFO,,SEA,W 31-24,,1,1,0
29,2002,2002-12-08,13,24.325,SFO,@,DAL,W 31-27,,,,
30,2002,2002-12-15,14,24.332,SFO,,GNB,L 14-20,,,,
31,2002,2002-12-21,15,24.338,SFO,@,ARI,W 17-14,,,,
32,2002,2002-12-30,16,24.347,SFO,@,STL,L 20-31,,,,
33,2003,2003-09-07,1,25.233,SFO,,CHI,W 49-7,,,,
34,2003,2003-09-28,4,25.254,SFO,@,MIN,L 7-35,,,,
35,2003,2003-10-05,5,25.261,SFO,,DET,W 24-17,,,,
36,2003,2003-10-12,6,25.268,SFO,@,SEA,L 19-20,,,,
37,2003,2003-10-19,7,25.275,SFO,,TAM,W 24-7,,,,
38,2003,2003-10-26,8,25.282,SFO,@,ARI,L 13-16,,,,
39,2003,2003-11-02,9,25.289,SFO,,STL,W 30-10,,,,
40,2003,2003-11-17,10,25.304,SFO,,PIT,W 30-14,,,,
41,2003,2003-11-23,11,25.310,SFO,@,GNB,L 10-20,,,,
42,2003,2003-11-30,12,25.317,SFO,@,BAL,L 6-44,,,,
43,2003,2003-12-07,13,25.324,SFO,,ARI,W 50-14,,,,
44,2003,2003-12-14,14,25.331,SFO,@,CIN,L 38-41,,,,
45,2003,2003-12-21,15,25.338,SFO,@,PHI,W 31-28,,,,
46,2003,2003-12-27,16,25.344,SFO,,SEA,L 17-24,,,,
