ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1998,1998-09-06,1,22.222,JAX,@,CHI,W 24-23,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,
2,1998,1998-09-13,2,22.229,JAX,,KAN,W 21-16,,6,44,7.33,0,0,0,0,,0,0.0%,,0,0,0.0,,
3,1998,1998-09-20,3,22.236,JAX,,BAL,W 24-10,,23,128,5.57,1,9,9,85,9.44,0,100.0%,9.44,1,6,0.0,,
4,1998,1998-09-27,4,22.243,JAX,@,TEN,W 27-22,,25,116,4.64,1,2,2,-7,-3.50,0,100.0%,-3.50,1,6,0.0,,
5,1998,1998-10-12,5,22.258,JAX,,MIA,W 28-21,,12,89,7.42,2,1,1,2,2.00,0,100.0%,2.00,2,12,0.0,,
6,1998,1998-10-25,7,22.271,JAX,@,DEN,L 24-37,,6,27,4.50,0,5,5,50,10.00,1,100.0%,10.00,1,6,0.0,,
7,1998,1998-11-01,8,22.278,JAX,@,BAL,W 45-19,,22,87,3.95,1,3,1,78,78.00,1,33.3%,26.00,2,12,0.0,,
8,1998,1998-11-08,9,22.285,JAX,,CIN,W 24-11,,27,118,4.37,1,3,1,23,23.00,0,33.3%,7.67,1,6,0.0,,
9,1998,1998-11-15,10,22.292,JAX,,TAM,W 29-24,,20,128,6.40,3,6,5,68,13.60,0,83.3%,11.33,3,18,0.0,,
10,1998,1998-11-22,11,22.299,JAX,@,PIT,L 15-30,,20,67,3.35,1,6,4,21,5.25,0,66.7%,3.50,1,6,0.0,,
11,1998,1998-11-29,12,22.306,JAX,@,CIN,W 34-17,,6,16,2.67,0,0,0,0,,0,0.0%,,0,0,0.0,,
12,1998,1998-12-06,13,22.313,JAX,,DET,W 37-22,,32,183,5.72,2,4,3,23,7.67,0,75.0%,5.75,2,12,0.0,,
13,1998,1998-12-13,14,22.320,JAX,,TEN,L 13-16,,20,42,2.10,1,7,7,32,4.57,0,100.0%,4.57,1,6,0.0,,
14,1998,1998-12-20,15,22.327,JAX,@,MIN,L 10-50,,23,105,4.57,0,5,4,25,6.25,0,80.0%,5.00,0,0,0.0,,
15,1998,1998-12-28,16,22.335,JAX,,PIT,W 21-3,,21,71,3.38,1,2,2,21,10.50,1,100.0%,10.50,2,12,0.0,,
16,1999,1999-09-12,1,23.228,JAX,,SFO,W 41-3,*,24,74,3.08,0,2,2,-7,-3.50,0,100.0%,-3.50,0,0,0.0,,
17,1999,1999-09-19,2,23.235,JAX,@,CAR,W 22-20,*,5,27,5.40,0,0,0,0,,0,0.0%,,0,0,0.0,,
18,1999,1999-10-03,4,23.249,JAX,@,PIT,W 17-3,*,8,28,3.50,0,1,0,0,,0,0.0%,0.00,0,0,0.0,,
19,1999,1999-10-31,7,23.277,JAX,@,CIN,W 41-10,*,15,128,8.53,1,1,1,3,3.00,0,100.0%,3.00,1,6,0.0,,
20,1999,1999-11-07,8,23.284,JAX,@,ATL,W 30-7,*,27,124,4.59,0,2,2,54,27.00,0,100.0%,27.00,0,0,0.0,,
21,1999,1999-11-14,9,23.291,JAX,,BAL,W 6-3,*,7,12,1.71,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,,
22,1999,1999-12-13,13,23.320,JAX,,DEN,W 27-24,,9,74,8.22,1,1,0,0,,0,0.0%,0.00,1,6,0.0,,
23,1999,1999-12-19,14,23.326,JAX,@,CLE,W 24-14,*,26,136,5.23,1,3,2,13,6.50,0,66.7%,4.33,1,6,0.0,,
24,1999,1999-12-26,15,23.333,JAX,@,TEN,L 14-41,*,16,44,2.75,1,3,1,18,18.00,0,33.3%,6.00,1,6,0.0,,
25,1999,2000-01-02,16,23.340,JAX,,CIN,W 24-7,*,22,85,3.86,2,1,1,-1,-1.00,0,100.0%,-1.00,2,12,0.0,,
