ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,23.254,CHI,,CLE,W 41-31,0,0,,0,0,0,,0,1,12,12.00,0,0,0
2,1986,1986-09-14,2,23.261,CHI,,PHI,W 13-10,1,13,13.00,0,0,0,,0,4,39,9.75,0,0,0
3,1986,1986-09-22,3,23.269,CHI,@,GNB,W 25-12,0,0,,0,1,9,9.00,0,4,14,3.50,0,0,0
4,1986,1986-09-28,4,23.275,CHI,@,CIN,W 44-7,0,0,,0,0,0,,0,4,28,7.00,0,0,0
5,1986,1986-10-05,5,23.282,CHI,,MIN,W 23-0,0,0,,0,0,0,,0,3,35,11.67,0,0,0
6,1986,1986-10-12,6,23.289,CHI,@,HOU,W 20-7,1,13,13.00,0,0,0,,0,3,36,12.00,0,0,0
7,1986,1986-10-19,7,23.296,CHI,@,MIN,L 7-23,0,0,,0,0,0,,0,3,30,10.00,0,0,0
8,1986,1986-10-26,8,23.303,CHI,,DET,W 13-7,0,0,,0,0,0,,0,4,34,8.50,0,0,0
9,1986,1986-11-03,9,23.311,CHI,,RAM,L 17-20,2,28,14.00,0,0,0,,0,5,12,2.40,0,0,0
10,1986,1986-11-09,10,23.317,CHI,@,TAM,W 23-3,0,0,,0,0,0,,0,2,17,8.50,0,0,0
11,1986,1986-11-16,11,23.324,CHI,@,ATL,W 13-10,0,0,,0,0,0,,0,4,30,7.50,0,0,0
12,1986,1986-11-23,12,23.331,CHI,,GNB,W 12-10,0,0,,0,1,0,0.00,0,5,32,6.40,0,0,0
13,1986,1986-11-30,13,23.338,CHI,,PIT,W 13-10,0,0,,0,0,0,,0,3,18,6.00,0,0,0
14,1986,1986-12-07,14,23.345,CHI,,TAM,W 48-14,0,0,,0,1,85,85.00,1,2,11,5.50,0,1,6
15,1986,1986-12-15,15,23.353,CHI,@,DET,W 16-13,0,0,,0,0,0,,0,4,85,21.25,0,0,0
16,1986,1986-12-21,16,23.359,CHI,@,DAL,W 24-10,0,0,,0,0,0,,0,6,49,8.17,0,0,0
17,1988,1988-09-18,3,25.266,ATL,@,SFO,W 34-17,0,0,,0,0,0,,0,2,6,3.00,0,0,0
18,1988,1988-09-25,4,25.273,ATL,@,DAL,L 20-26,0,0,,0,0,0,,0,2,9,4.50,0,0,0
19,1988,1988-10-02,5,25.280,ATL,,SEA,L 20-31,0,0,,0,1,23,23.00,0,5,19,3.80,0,0,0
20,1988,1988-10-09,6,25.287,ATL,,RAM,L 0-33,0,0,,0,2,37,18.50,0,2,12,6.00,0,0,0
21,1988,1988-10-16,7,25.294,ATL,@,DEN,L 14-30,0,0,,0,0,0,,0,3,28,9.33,0,0,0
22,1988,1988-10-23,8,25.301,ATL,,NYG,L 16-23,0,0,,0,0,0,,0,1,17,17.00,0,0,0
23,1988,1988-10-30,9,25.308,ATL,@,PHI,W 27-24,0,0,,0,1,17,17.00,0,4,98,24.50,0,0,0
24,1988,1988-11-06,10,25.315,ATL,,GNB,W 20-0,0,0,,0,0,0,,0,1,0,0.00,0,0,0
25,1988,1988-11-13,11,25.322,ATL,,SDG,L 7-10,0,0,,0,0,0,,0,2,12,6.00,0,0,0
26,1988,1988-11-20,12,25.329,ATL,@,RAI,W 12-6,0,0,,0,0,0,,0,4,52,13.00,0,0,0
27,1988,1988-11-27,13,25.336,ATL,,TAM,W 17-10,0,0,,0,0,0,,0,2,7,3.50,0,0,0
28,1988,1988-12-04,14,25.343,ATL,,SFO,L 3-13,0,0,,0,0,0,,0,2,12,6.00,0,0,0
29,1988,1988-12-11,15,25.350,ATL,@,RAM,L 7-22,0,0,,0,2,65,32.50,0,4,35,8.75,0,0,0
30,1989,1989-09-10,1,26.257,KAN,@,DEN,L 20-34,0,0,,0,0,0,,0,2,41,20.50,0,0,0
31,1989,1989-09-17,2,26.264,KAN,,RAI,W 24-19,,,,,,,,,0,0,,0,,
