ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
37,1985,1985-10-06,5,24.294,DET,@,GNB,L 10-43,,7,112,16.00,0,,,0,0,,0,0,0
38,1985,1985-10-13,6,24.301,DET,@,WAS,L 3-24,,3,66,22.00,0,,,0,0,,0,0,0
39,1985,1985-11-03,9,24.322,DET,@,MIN,L 13-16,,1,10,10.00,0,,,0,0,,0,0,0
40,1986,1986-09-07,1,25.265,DET,@,MIN,W 13-10,,2,28,14.00,0,,,0,0,,0,0,0
41,1986,1986-09-14,2,25.272,DET,,DAL,L 7-31,,3,55,18.33,0,,,0,0,,0,0,0
42,1986,1986-09-21,3,25.279,DET,,TAM,L 20-24,,5,106,21.20,0,,,0,0,,0,0,0
43,1986,1986-09-28,4,25.286,DET,@,CLE,L 21-24,,3,41,13.67,0,,,0,0,,0,0,0
44,1986,1986-10-05,5,25.293,DET,,HOU,W 24-13,,1,26,26.00,0,,,0,0,,0,0,0
45,1986,1986-10-12,6,25.300,DET,@,GNB,W 21-14,,1,9,9.00,0,,,0,0,,0,0,0
46,1986,1986-10-19,7,25.307,DET,@,RAM,L 10-14,,5,84,16.80,1,,,0,0,,0,1,6
47,1986,1986-10-26,8,25.314,DET,@,CHI,L 7-13,,3,70,23.33,0,,,0,0,,0,0,0
48,1986,1986-11-02,9,25.321,DET,,CIN,L 17-24,,6,100,16.67,0,,,0,0,,0,0,0
49,1986,1986-11-09,10,25.328,DET,,MIN,L 10-24,,5,65,13.00,0,,,0,0,,0,0,0
50,1986,1986-11-16,11,25.335,DET,@,PHI,W 13-11,,5,139,27.80,1,,,0,0,,0,1,6
51,1986,1986-11-23,12,25.342,DET,@,TAM,W 38-17,,3,98,32.67,1,,,0,0,,0,1,6
52,1986,1986-11-27,13,25.346,DET,,GNB,L 40-44,,6,121,20.17,1,,,0,0,,0,1,6
53,1986,1986-12-07,14,25.356,DET,@,PIT,L 17-27,,5,53,10.60,1,,,0,0,,0,1,6
54,1986,1986-12-15,15,25.364,DET,,CHI,L 13-16,,0,0,,0,,,,,,,,
55,1987,1987-09-13,1,26.271,DET,@,MIN,L 19-34,,1,26,26.00,0,,,1,-6,-6.00,0,0,0
56,1987,1987-09-20,2,26.278,DET,@,RAI,L 7-27,,2,27,13.50,0,,,0,0,,0,0,0
57,1987,1987-10-25,6,26.313,DET,,GNB,L 33-34,,7,81,11.57,0,,,0,0,,0,0,0
58,1987,1987-11-01,7,26.320,DET,@,DEN,L 0-34,,3,37,12.33,0,,,0,0,,0,0,0
59,1987,1987-11-08,8,26.327,DET,,DAL,W 27-17,,3,72,24.00,0,,,0,0,,0,0,0
60,1987,1987-11-15,9,26.334,DET,@,WAS,L 13-20,,7,94,13.43,0,,,0,0,,0,0,0
61,1987,1987-11-22,10,26.341,DET,@,CHI,L 10-30,,2,29,14.50,0,,,0,0,,0,0,0
62,1987,1987-11-26,11,26.345,DET,,KAN,L 20-27,,5,50,10.00,0,,,0,0,,0,0,0
63,1988,1988-10-16,7,27.305,DET,@,NYG,L 10-30,,0,0,,0,,,,,,,,
64,1988,1988-10-23,8,27.312,DET,@,KAN,W 7-6,,2,32,16.00,1,,,0,0,,0,1,6
65,1988,1988-10-30,9,27.319,DET,,NYG,L 10-13,,2,22,11.00,1,,,0,0,,0,1,6
66,1988,1988-11-06,10,27.326,DET,@,MIN,L 17-44,,0,0,,0,,,,,,,,
67,1988,1988-11-13,11,27.333,DET,,TAM,L 20-23,,3,43,14.33,0,,,0,0,,0,0,0
68,1988,1988-11-20,12,27.340,DET,@,GNB,W 19-9,,2,25,12.50,0,,,0,0,,0,0,0
69,1988,1988-11-24,13,27.344,DET,,MIN,L 0-23,,2,30,15.00,0,,,0,0,,0,0,0
70,1988,1988-12-04,14,27.354,DET,,GNB,W 30-14,,1,19,19.00,0,,,0,0,,0,0,0
71,1988,1988-12-11,15,27.361,DET,@,CHI,L 12-13,,3,63,21.00,0,,,0,0,,0,0,0
72,1988,1988-12-18,16,28.002,DET,@,TAM,L 10-21,,5,70,14.00,1,,,0,0,,0,1,6
73,1989,1989-09-10,1,28.268,DET,,PHO,L 13-16,,1,9,9.00,0,,,0,0,,0,0,0
74,1989,1989-10-15,6,28.303,SEA,@,SDG,W 17-16,,1,19,19.00,0,,,0,0,,0,0,0
75,1989,1989-10-22,7,28.310,SEA,,DEN,L 21-24,,0,0,,0,,,,,,,,
76,1989,1989-10-29,8,28.317,SEA,,SDG,W 10-7,,1,11,11.00,0,,,0,0,,0,0,0
77,1989,1989-11-05,9,28.324,SEA,@,KAN,L 10-20,,0,0,,0,,,,,,,,
78,1989,1989-11-12,10,28.331,SEA,,CLE,L 7-17,,0,0,,0,,,,,,,,
79,1989,1989-11-19,11,28.338,SEA,@,NYG,L 3-15,,1,10,10.00,0,,,0,0,,0,0,0
80,1989,1989-11-26,12,28.345,SEA,@,DEN,L 14-41,,1,6,6.00,0,,,0,0,,0,0,0
81,1989,1989-12-04,13,28.353,SEA,,BUF,W 17-16,,0,0,,0,,,,,,,,
82,1989,1989-12-10,14,28.359,SEA,@,CIN,W 24-17,,0,0,,0,,,,,,,,
83,1989,1989-12-17,15,29.001,SEA,,RAI,W 23-17,,2,28,14.00,0,,,0,0,,0,0,0
84,1989,1989-12-23,16,29.007,SEA,,WAS,L 0-29,,2,21,10.50,0,,,0,0,,0,0,0
85,1990,1990-09-09,1,29.267,SEA,@,CHI,L 0-17,,2,15,7.50,0,,,1,-3,-3.00,0,0,0
86,1990,1990-09-16,2,29.274,SEA,,RAI,L 13-17,,2,21,10.50,0,,,0,0,,0,0,0
87,1990,1990-09-23,3,29.281,SEA,@,DEN,L 31-34,,0,0,,0,,,0,0,,0,0,
88,1990,1990-10-01,4,29.289,SEA,,CIN,W 31-16,,3,70,23.33,0,,,0,0,,0,0,0
89,1990,1990-10-07,5,29.295,SEA,@,NWE,W 33-20,,2,57,28.50,1,,,0,0,,0,1,6
90,1990,1990-10-14,6,29.302,SEA,@,RAI,L 17-24,,3,79,26.33,0,,,0,0,,0,0,0
91,1990,1990-10-21,7,29.309,SEA,,KAN,W 19-7,,3,37,12.33,0,,,0,0,,0,0,0
92,1990,1990-11-04,8,29.323,SEA,,SDG,L 14-31,,0,0,,0,,,0,0,,0,0,
93,1990,1990-11-11,9,29.330,SEA,@,KAN,W 17-16,,1,54,54.00,1,,,0,0,,0,1,6
94,1990,1990-11-18,10,29.337,SEA,,MIN,L 21-24,,1,12,12.00,0,,,0,0,,0,0,0
95,1990,1990-11-25,11,29.344,SEA,@,SDG,W 13-10,,0,0,,0,,,0,0,,0,0,
96,1990,1990-12-02,12,29.351,SEA,,HOU,W 13-10,,2,20,10.00,0,,,0,0,,0,0,0
97,1990,1990-12-09,13,29.358,SEA,@,GNB,W 20-14,,2,51,25.50,1,,,0,0,,0,1,6
98,1990,1990-12-16,14,30.000,SEA,@,MIA,L 17-24,,3,34,11.33,1,,,0,0,,0,1,6
99,1990,1990-12-23,15,30.007,SEA,,DEN,W 17-12,,0,0,,0,,,0,0,,0,0,
100,1990,1990-12-30,16,30.014,SEA,,DET,W 30-10,,3,28,9.33,0,,,0,0,,0,0,0
101,1991,1991-09-29,5,30.287,SEA,,IND,W 31-3,,1,7,7.00,0,,,0,0,,0,0,0
102,1991,1991-10-06,6,30.294,SEA,@,CIN,W 13-7,,1,29,29.00,0,,,0,0,,0,0,0
103,1991,1991-10-13,7,30.301,SEA,,RAI,L 20-23,,0,0,,0,,,,,,,,
104,1991,1991-10-20,8,30.308,SEA,@,PIT,W 27-7,,5,76,15.20,1,,,0,0,,0,1,6
105,1991,1991-10-27,9,30.315,SEA,,SDG,W 20-9,,1,7,7.00,0,,,0,0,,0,0,0
106,1991,1991-11-10,10,30.329,SEA,@,SDG,L 14-17,,3,41,13.67,1,,,0,0,,0,1,6
107,1991,1991-11-17,11,30.336,SEA,@,RAI,L 7-31,,0,0,,0,,,,,,,,
108,1991,1991-11-24,12,30.343,SEA,,DEN,W 13-10,,2,12,6.00,1,,,0,0,,0,1,6
109,1991,1991-12-01,13,30.350,SEA,,KAN,L 6-19,,4,53,13.25,0,,,0,0,,0,0,0
110,1991,1991-12-08,14,30.357,SEA,,SFO,L 22-24,,3,19,6.33,0,,,0,0,,0,0,0
111,1991,1991-12-15,15,30.364,SEA,@,ATL,L 13-26,,0,0,,0,,,,,,,,
112,1991,1991-12-22,16,31.006,SEA,,RAM,W 23-9,,2,11,5.50,0,,,0,0,,0,0,0
113,1992,1992-09-06,1,31.265,RAM,@,BUF,L 7-40,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0
114,1992,1992-09-13,2,31.272,RAM,,NWE,W 14-0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
115,1992,1992-09-20,3,31.279,RAM,@,MIA,L 10-26,10,5,67,13.40,0,50.0%,6.70,0,0,,0,0,0
116,1992,1992-09-27,4,31.286,RAM,,NYJ,W 18-10,1,0,0,,0,0.0%,0.00,,,,,,
117,1992,1992-10-04,5,31.293,RAM,@,SFO,L 24-27,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
118,1992,1992-10-18,7,31.307,RAM,,NYG,W 38-17,3,2,26,13.00,1,66.7%,8.67,0,0,,0,1,6
119,1992,1992-11-01,8,31.321,RAM,@,ATL,L 28-30,10,6,58,9.67,0,60.0%,5.80,0,0,,0,0,0
120,1992,1992-11-15,10,31.335,RAM,@,DAL,W 27-23,8,4,38,9.50,1,50.0%,4.75,0,0,,0,1,6
121,1992,1992-11-22,11,31.342,RAM,,SFO,L 10-27,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0
122,1992,1992-11-29,12,31.349,RAM,,MIN,L 17-31,5,2,32,16.00,0,40.0%,6.40,0,0,,0,0,0
123,1992,1992-12-06,13,31.356,RAM,@,TAM,W 31-27,6,3,59,19.67,1,50.0%,9.83,0,0,,0,1,6
124,1992,1992-12-13,14,31.363,RAM,,NOR,L 14-37,4,1,7,7.00,0,25.0%,1.75,0,0,,0,0,0
125,1992,1992-12-20,15,32.004,RAM,@,GNB,L 13-28,3,1,15,15.00,0,33.3%,5.00,0,0,,0,0,0
126,1992,1992-12-27,16,32.011,RAM,,ATL,W 38-27,2,0,0,,0,0.0%,0.00,,,,,,
